Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Machine_ID,Breakdown,Operating_Time_Minutes,Repair_Time_Minutes,Failure_Code,Planned_Time_Minutes,Run_Time_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Downtime_Minutes
M10049,MA1AB100000003049,WO13049,SUV Pro,GA-2, stn-05 ,2026-03-03 21:31,ENG-1379,SUP-035,EMP117,TL-032,B,MC-102,No,480,0,,480,444,0.91,550,14,536,36
M10050,MA1AB100000003050,WO13050,SUV Pro,TRIM-1,STN-03,2026-03-03 21:32,ENG-1093,SUP-068,EMP308,TL-027,A,MC-103,No,472,0,,480,475,1.1,461,14,447,5
M10051,MA1AB100000003051,WO13051,Sedan X,PAINT-1,STN-02,2026-03-03 21:33,ENG-1339,SUP-116,EMP396,TL-054,,MC-101,No,440,0,,480,447,1.16,522,1,521,33
M10052,MA1AB100000003052,WO13052,Hatch Z,GA-1,STN-01,2026-03-03 21:35,ENG-1282,SUP-167,EMP260,TL-091,B,MC-103,Yes,477,73,F002,480,423,1.12,591,12,579,57
M10053,MA1AB100000003053,WO13053,Hatch Z,PAINT-1,STN-04,2026-03-03 21:36,ENG-1385,SUP-150,EMP125,TL-020,A,MC-102,No,440,0,,480,461,1.02,561,12,549,19
M10054,MA1AB100000003054,WO13054,Hatch Z,TRIM-1,STN-04,2026-03-03 21:37,ENG-1455,SUP-074,EMP132,TL-060,C,MC-105,No,463,0,,480,427,0.92,453,14,439,53
M10055,MA1AB100000003055,WO13055,Sedan X,GA-1,STN-03,2026-03-03 21:38,ENG-1106,SUP-082,EMP129,TL-020,B,MC-103,No,453,0,,480,442,0.89,523,4,519,38
M10056,MA1AB100000003056,WO13056,Hatch Z,PAINT-1,STN-01,2026-03-03 21:40,ENG-1083,SUP-042,EMP386,TL-079,C,MC-102,No,448,0,,480,475,1.02,487,5,482,5
M10057,MA1AB100000003057,WO13057,SUV Pro,TRIM-1,STN-03,2026-03-03 21:41,ENG-1092,SUP-115,EMP272,TL-094,B,MC-104,No,474,0,,480,470,0.93,484,15,469,10
M10058,MA1AB100000003058,WO13058,Sedan X,GA-2,STN-02,2026-03-03 21:42,ENG-1266,SUP-040,EMP219,TL-002,B,MC-105,No,448,0,,480,478,1.02,553,5,548,2
M10059,MA1AB100000003059,WO13059,Sedan X,GA-2,STN-03,2026-03-03 21:43,ENG-1205,SUP-147,EMP155,TL-028,B,MC-104,No,457,0,,480,420,1.1,450,12,438,60
M10060,MA1AB100000003060,WO13060,Sedan X,GA-2,STN-01,2026-03-03 21:45,ENG-1112,SUP-051,EMP229,TL-053,,MC-105,No,433,0,,480,436,0.97,559,5,554,44
M10061,MA1AB100000003061,WO13061,SUV Pro,GA-1, stn-05 ,2026-03-03 21:46,ENG-1354,SUP-032,EMP319,TL-999,,MC-105,No,432,0,,480,468,1.02,574,2,572,12
M10062,MA1AB100000003062,WO13062,SUV Pro,GA-1,STN-04,2026-03-03 21:47,ENG-1438,SUP-110,EMP172,TL-100,,MC-101,No,454,0,,480,454,1.04,486,10,476,26
M10063,MA1AB100000003063,WO13063,Hatch Z,PAINT-1,Stn-03,2026-03-03 21:48,ENG-1416,SUP-081,EMP227,TL-096,A,MC-105,No,458,0,,480,467,1.16,501,6,495,13
M10064,MA1AB100000003064,WO13064,Sedan X,PAINT-1, stn-05 ,2026-03-03 21:50,ENG-1189,SUP-054,EMP128,TL-011,B,MC-101,No,442,0,,480,423,1.11,480,5,475,57
M10065,MA1AB100000003065,WO13065,Sedan X,PAINT-1,Stn-03,2026-03-03 21:51,ENG-1249,SUP-044,EMP220,TL-004,B,MC-103,No,432,0,,480,439,1.01,530,5,525,41
M10066,MA1AB100000003066,WO13066,SUV Pro,GA-2,STN-01,2026-03-03 21:52,ENG-1065,SUP-139,EMP251,TL-059,A,MC-105,No,456,0,,480,444,0.81,576,12,564,36
M10067,MA1AB100000003067,WO13067,Hatch Z,GA-1,STN-01,2026-03-03 21:53,ENG-1232,SUP-184,EMP183,TL-021,B,MC-103,No,443,0,,480,420,0.99,561,14,547,60
M10068,MA1AB100000003068,WO13068,SUV Pro,GA-1,STN-03,2026-03-03 21:55,ENG-1029,SUP-113,EMP311,TL-034,,MC-105,No,421,0,,480,440,0.88,467,5,462,40
M10069,MA1AB100000003069,WO13069,Hatch Z,GA-1,Stn-03,2026-03-03 21:56,ENG-1469,SUP-122,EMP353,TL-042,C,MC-101,No,439,0,,480,441,0.84,530,6,524,39
M10070,MA1AB100000003070,WO13070,SUV Pro,GA-1,STN-05,2026-03-03 21:57,ENG-1402,SUP-154,EMP193,TL-034,A,MC-104,No,475,0,,480,439,0.98,540,15,525,41
M10071,MA1AB100000003071,WO13071,SUV Pro,PAINT-1, stn-05 ,2026-03-03 21:58,ENG-1277,SUP-059,EMP374,TL-057,B,MC-105,No,451,0,,480,457,1.05,503,14,489,23
M10072,MA1AB100000003072,WO13072,Hatch Z,TRIM-1, stn-05 ,2026-03-03 22:00,ENG-1075,SUP-087,EMP358,TL-009,B,MC-102,No,449,0,,480,476,1.17,469,9,460,4
M10073,MA1AB100000003073,WO13073,Sedan X,PAINT-1,STN-05,2026-03-03 22:01,ENG-1020,SUP-150,EMP275,TL-050,,MC-104,No,442,0,,480,470,1.0,505,4,501,10
M10074,MA1AB100000003074,WO13074,Hatch Z,PAINT-1, stn-05 ,2026-03-03 22:02,ENG-1130,SUP-130,EMP175,TL-032,,MC-101,No,454,0,,480,472,1.02,557,13,544,8
M10075,MA1AB100000003075,WO13075,Sedan X,GA-2,STN-04,2026-03-03 22:03,ENG-1293,SUP-197,EMP139,TL-024,A,MC-102,No,468,0,,480,475,1.1,481,7,474,5
M10076,MA1AB100000003076,WO13076,Sedan X,GA-1,STN-01,2026-03-03 22:05,ENG-1024,SUP-031,EMP371,TL-059,A,MC-103,No,479,0,,480,423,0.98,596,15,581,57
M10077,MA1AB100000003077,WO13077,Sedan X,PAINT-1, stn-05 ,2026-03-03 22:06,ENG-1283,SUP-107,EMP125,TL-086,A,MC-101,No,447,0,,480,433,1.07,554,12,542,47
M10078,MA1AB100000003078,WO13078,SUV Pro,GA-1,Stn-03,2026-03-03 22:07,ENG-1422,SUP-125,EMP249,TL-089,A,MC-104,No,455,0,,480,465,0.88,591,4,587,15
M10079,MA1AB100000003079,WO13079,Hatch Z,GA-2,STN-05,2026-03-03 22:08,ENG-1077,SUP-091,EMP153,TL-076,C,MC-103,No,454,0,,480,425,1.1,484,12,472,55
M10080,MA1AB100000003080,WO13080,Hatch Z,PAINT-1,STN-02,2026-03-03 22:10,ENG-1306,SUP-082,EMP156,TL-064,A,MC-103,No,438,0,,480,441,1.06,578,14,564,39
M10081,MA1AB100000003081,WO13081,Sedan X,GA-2,STN-02,2026-03-03 22:11,ENG-1463,SUP-127,EMP298,TL-096,C,MC-101,No,464,0,,480,427,1.05,548,5,543,53
M10082,MA1AB100000003082,WO13082,Sedan X,GA-2,STN-05,2026-03-03 22:12,ENG-1232,SUP-047,EMP183,TL-003,C,MC-104,No,460,0,,480,462,1.04,557,9,548,18
M10083,MA1AB100000003083,WO13083,SUV Pro,GA-2,STN-02,2026-03-03 22:13,ENG-1057,SUP-097,EMP190,TL-049,C,MC-101,No,459,0,,480,472,1.15,560,2,558,8
M10084,MA1AB100000003084,WO13084,Hatch Z,PAINT-1,STN-05,2026-03-03 22:15,ENG-1450,SUP-166,EMP295,TL-025,B,MC-102,No,477,0,,480,461,0.8,567,9,558,19
M10085,MA1AB100000003085,WO13085,Hatch Z,GA-1, stn-05 ,2026-03-03 22:16,ENG-1276,SUP-051,EMP203,TL-038,C,MC-102,No,425,0,,480,424,1.12,572,8,564,56
M10086,MA1AB100000003086,WO13086,SUV Pro,TRIM-1,Stn-03,2026-03-03 22:17,ENG-1009,SUP-079,EMP357,TL-067,,MC-105,No,426,0,,480,428,1.07,511,15,496,52
M10087,MA1AB100000003087,WO13087,Hatch Z,PAINT-1,STN-01,2026-03-03 22:18,ENG-1138,SUP-119,EMP110,TL-022,A,MC-103,No,421,0,,480,469,0.95,559,6,553,11
M10088,MA1AB100000003088,WO13088,SUV Pro,TRIM-1,Stn-03,2026-03-03 22:20,ENG-1259,SUP-176,EMP278,TL-010,C,MC-105,No,446,0,,480,464,1.12,596,7,589,16
M10089,MA1AB100000003089,WO13089,Sedan X,TRIM-1,STN-04,2026-03-03 22:21,ENG-1131,SUP-160,EMP193,TL-051,,MC-104,No,467,0,,480,438,1.0,513,4,509,42
M10090,MA1AB100000003090,WO13090,Hatch Z,GA-2,STN-02,2026-03-03 22:22,ENG-1485,SUP-154,EMP262,TL-054,B,MC-102,No,479,0,,480,446,0.91,466,8,458,34
M10091,MA1AB100000003091,WO13091,SUV Pro,GA-2,STN-04,2026-03-03 22:23,ENG-1471,SUP-128,EMP342,TL-041,B,MC-105,No,460,0,,480,458,1.03,456,0,456,22
M10092,MA1AB100000003092,WO13092,Sedan X,PAINT-1,STN-05,2026-03-03 22:25,ENG-1078,SUP-005,EMP314,TL-011,,MC-102,No,457,0,,480,441,1.11,532,4,528,39
M10093,MA1AB100000003093,WO13093,SUV Pro,GA-1,STN-02,2026-03-03 22:26,ENG-1414,SUP-155,EMP168,TL-004,C,MC-102,No,462,0,,480,434,1.02,539,1,538,46
M10094,MA1AB100000003094,WO13094,Hatch Z,GA-2,STN-02,2026-03-03 22:27,ENG-1303,SUP-074,EMP159,TL-010,C,MC-102,No,446,0,,480,421,0.98,508,12,496,59
M10095,MA1AB100000003095,WO13095,SUV Pro,GA-2,STN-01,2026-03-03 22:28,ENG-1077,SUP-152,EMP262,TL-041,,MC-101,No,469,0,,480,461,0.95,519,12,507,19
M10096,MA1AB100000003096,WO13096,Sedan X,TRIM-1,STN-02,2026-03-03 22:30,ENG-1237,SUP-172,EMP178,TL-083,,MC-105,No,444,0,,480,464,0.96,556,9,547,16
M10097,MA1AB100000003097,WO13097,Sedan X,PAINT-1, stn-05 ,2026-03-03 22:31,ENG-1391,SUP-047,EMP121,TL-056,,MC-103,No,474,0,,480,464,0.82,530,3,527,16
M10098,MA1AB100000003098,WO13098,Sedan X,PAINT-1, stn-05 ,2026-03-03 22:32,ENG-1132,SUP-160,EMP363,TL-004,C,MC-105,No,427,0,,480,431,0.82,492,9,483,49
M10099,MA1AB100000003099,WO13099,Sedan X,GA-2,STN-02,2026-03-03 22:33,ENG-1370,SUP-028,EMP214,TL-084,A,MC-103,No,470,0,,480,468,0.94,538,2,536,12
M10100,MA1AB100000003100,WO13100,Sedan X,PAINT-1,STN-05,2026-03-03 22:35,ENG-1273,SUP-058,EMP180,TL-009,A,MC-105,No,446,0,,480,469,1.09,510,10,500,11
M10101,MA1AB100000003101,WO13101,Sedan X,GA-2,STN-01,2026-03-03 22:36,ENG-1486,SUP-045,EMP139,TL-048,C,MC-105,No,461,0,,480,468,0.98,499,5,494,12
M10102,MA1AB100000003102,WO13102,Hatch Z,GA-1, stn-05 ,2026-03-03 22:37,ENG-1190,SUP-138,EMP178,TL-056,,MC-102,No,467,0,,480,452,0.99,482,4,478,28
M10103,MA1AB100000003103,WO13103,Hatch Z,TRIM-1,STN-04,2026-03-03 22:38,ENG-1152,SUP-003,EMP153,TL-098,A,MC-103,No,480,0,,480,467,0.82,575,2,573,13
M10104,MA1AB100000003104,WO13104,Hatch Z,PAINT-1,STN-03,2026-03-03 22:40,ENG-1284,SUP-138,EMP129,TL-050,C,MC-103,No,434,0,,480,456,1.19,490,1,489,24
M10105,MA1AB100000003105,WO13105,SUV Pro,GA-2,Stn-03,2026-03-03 22:41,ENG-1428,SUP-173,EMP100,TL-006,,MC-103,No,437,0,,480,461,0.88,493,8,485,19
M10106,MA1AB100000003106,WO13106,Sedan X,TRIM-1,STN-04,2026-03-03 22:42,ENG-1326,SUP-135,EMP345,TL-032,C,MC-105,No,436,0,,480,443,0.93,486,6,480,37
M10107,MA1AB100000003107,WO13107,Hatch Z,PAINT-1,Stn-03,2026-03-03 22:43,ENG-1377,SUP-100,EMP305,TL-037,,MC-103,No,477,0,,480,439,1.17,507,12,495,41
M10108,MA1AB100000003108,WO13108,Hatch Z,PAINT-1,Stn-03,2026-03-03 22:45,ENG-1381,,EMP160,TL-077,,MC-105,No,446,0,,480,438,0.92,586,2,584,42
M10109,MA1AB100000003109,WO13109,Hatch Z,GA-2,STN-02,2026-03-03 22:46,ENG-1151,SUP-169,EMP192,TL-015,B,MC-101,No,420,0,,480,444,1.17,459,13,446,36
M10110,MA1AB100000003110,WO13110,Hatch Z,TRIM-1,Stn-03,2026-03-03 22:47,ENG-1074,SUP-046,EMP138,TL-025,B,MC-102,No,446,0,,480,446,1.09,547,13,534,34
M10111,MA1AB100000003111,WO13111,Sedan X,PAINT-1, stn-05 ,2026-03-03 22:48,ENG-1032,SUP-012,EMP245,TL-021,C,MC-104,Yes,421,34,F003,480,479,0.9,545,9,536,1
M10112,MA1AB100000003112,WO13112,Hatch Z,GA-2,Stn-03,2026-03-03 22:50,ENG-1497,SUP-029,EMP244,TL-094,,MC-101,No,453,0,,480,453,1.08,536,1,535,27
M10113,MA1AB100000003113,WO13113,Hatch Z,GA-1,STN-01,2026-03-03 22:51,ENG-1241,SUP-158,EMP328,TL-020,,MC-103,No,458,0,,480,449,0.86,572,2,570,31
M10114,MA1AB100000003114,WO13114,Hatch Z,PAINT-1,STN-05,2026/03/03 22:52,ENG-1353,SUP-135,EMP149,TL-084,B,MC-102,No,430,0,,480,471,1.16,591,7,584,9
M10115,MA1AB100000003115,WO13115,Hatch Z,GA-2,STN-01,2026-03-03 22:53,ENG-1376,SUP-141,EMP110,TL-008,B,MC-102,No,447,0,,480,475,1.04,544,15,529,5
M10116,MA1AB100000003116,WO13116,SUV Pro,TRIM-1,STN-04,2026-03-03 22:55,ENG-1010,SUP-189,EMP186,TL-091,A,MC-102,No,445,0,,480,474,1.07,541,10,531,6
M10117,MA1AB100000003117,WO13117,Sedan X,GA-1,STN-03,2026-03-03 22:56,ENG-1479,SUP-051,EMP182,TL-070,C,MC-102,No,461,0,,480,424,1.15,508,0,508,56
M10118,MA1AB100000003118,WO13118,Sedan X,TRIM-1,STN-02,2026-03-03 22:57,ENG-1446,SUP-025,EMP101,TL-042,A,MC-103,No,423,0,,480,480,0.95,570,11,559,0
M10119,MA1AB100000003119,WO13119,SUV Pro,GA-2,STN-03,2026-03-03 22:58,ENG-1125,SUP-136,EMP220,TL-071,A,MC-102,No,456,0,,480,432,0.84,555,6,549,48
M10120,MA1AB100000003120,WO13120,SUV Pro,GA-2,STN-04,2026-03-03 23:00,ENG-1431,SUP-158,EMP187,TL-085,A,MC-104,No,480,0,,480,446,1.08,568,3,565,34
M10121,MA1AB100000003121,WO13121,Sedan X,TRIM-1,STN-04,2026-03-03 23:01,ENG-1273,SUP-179,EMP321,TL-021,,MC-104,No,466,0,,480,480,0.97,510,5,505,0
M10122,MA1AB100000003122,WO13122,SUV Pro,GA-2,Stn-03,2026-03-03 23:02,ENG-1116,SUP-046,EMP384,TL-027,,MC-102,No,477,0,,480,434,0.97,582,7,575,46
M10123,MA1AB100000003123,WO13123,Hatch Z,GA-2,STN-02,2026-03-03 23:03,ENG-1417,SUP-124,EMP308,TL-096,A,MC-105,No,430,0,,480,458,1.13,475,14,461,22
M10124,MA1AB100000003124,WO13124,Hatch Z,PAINT-1, stn-05 ,2026-03-03 23:05,ENG-1058,SUP-162,EMP377,TL-097,,MC-103,No,426,0,,480,422,0.89,487,10,477,58
M10125,MA1AB100000003125,WO13125,Sedan X,TRIM-1,STN-04,2026-03-03 23:06,ENG-1053,SUP-064,EMP322,TL-071,C,MC-104,No,428,0,,480,459,0.87,500,9,491,21
M10126,MA1AB100000003126,WO13126,Sedan X,GA-1,STN-01,2026-03-03 23:07,ENG-1097,SUP-040,EMP358,TL-021,B,MC-104,No,460,0,,480,435,1.04,488,8,480,45
M10127,MA1AB100000003127,WO13127,Sedan X,GA-2,STN-01,2026-03-03 23:08,ENG-1344,SUP-139,EMP360,TL-094,B,MC-104,No,445,0,,480,460,1.05,598,1,597,20
M10128,MA1AB100000003128,WO13128,SUV Pro,GA-2,STN-04,2026-03-03 23:10,ENG-1377,SUP-154,EMP132,TL-068,,MC-101,No,460,0,,480,434,0.99,507,8,499,46
M10129,MA1AB100000003129,WO13129,SUV Pro,GA-1,STN-04,2026-03-03 23:11,ENG-1487,SUP-124,EMP352,TL-050,A,MC-101,No,473,0,,480,435,0.84,482,9,473,45
M10130,MA1AB100000003130,WO13130,Hatch Z,GA-1,STN-04,2026-03-03 23:12,ENG-1386,SUP-162,EMP289,TL-075,B,MC-104,No,480,0,,480,465,0.96,536,5,531,15
M10131,MA1AB100000003131,WO13131,Sedan X,GA-1,Stn-03,2026-03-03 23:13,ENG-1334,SUP-069,EMP226,TL-099,A,MC-105,No,425,0,,480,445,1.15,555,2,553,35
M10132,MA1AB100000003132,WO13132,Hatch Z,GA-2,STN-04,2026-03-03 23:15,ENG-1310,SUP-114,EMP309,TL-015,,MC-103,No,447,0,,480,444,1.1,566,0,566,36
M10133,MA1AB100000003133,WO13133,Hatch Z,GA-1,STN-03,2026-03-03 23:16,ENG-1496,SUP-152,EMP314,TL-075,B,MC-103,Yes,469,90,F002,480,433,0.88,564,0,564,47
M10134,MA1AB100000003134,WO13134,Hatch Z,PAINT-1,STN-03,2026-03-03 23:17,ENG-1338,SUP-128,EMP191,TL-095,A,MC-104,Yes,465,84,F001,480,459,1.07,569,2,567,21
M10135,MA1AB100000003135,WO13135,Hatch Z,GA-2, stn-05 ,2026-03-03 23:18,ENG-1200,SUP-097,EMP288,TL-090,,MC-104,No,421,0,,480,429,1.03,476,3,473,51
M10136,MA1AB100000003136,WO13136,Hatch Z,TRIM-1,Stn-03,2026-03-03 23:20,ENG-1087,SUP-157,EMP281,TL-074,A,MC-103,No,428,0,,480,466,1.18,498,0,498,14
M10137,MA1AB100000003137,WO13137,Sedan X,PAINT-1,STN-04,2026-03-03 23:21,ENG-1104,SUP-079,EMP359,TL-076,B,MC-105,No,460,0,,480,439,0.94,450,12,438,41
M10138,MA1AB100000003138,WO13138,SUV Pro,PAINT-1,STN-02,2026-03-03 23:22,ENG-1308,SUP-070,EMP322,TL-081,A,MC-101,No,442,0,,480,467,1.04,566,11,555,13
M10139,MA1AB100000003139,WO13139,SUV Pro,PAINT-1,STN-02,2026-03-03 23:23,ENG-1296,SUP-156,EMP111,TL-057,C,MC-101,No,461,0,,480,466,1.02,553,10,543,14
M10140,MA1AB100000003140,WO13140,Hatch Z,TRIM-1,STN-02,2026-03-03 23:25,ENG-1391,SUP-159,EMP310,TL-055,C,MC-104,No,439,0,,480,476,1.12,577,9,568,4
M10141,MA1AB100000003141,WO13141,Sedan X,TRIM-1,STN-05,2026-03-03 23:26,ENG-1316,SUP-102,EMP348,TL-003,A,MC-103,No,473,0,,480,443,1.04,501,8,493,37
M10142,MA1AB100000003142,WO13142,Hatch Z,TRIM-1,STN-03,2026-03-03 23:27,ENG-1351,SUP-175,EMP354,TL-033,C,MC-101,No,469,0,,480,420,0.89,594,3,591,60
M10143,MA1AB100000003143,WO13143,Hatch Z,PAINT-1,STN-04,2026-03-03 23:28,ENG-1141,SUP-020,EMP360,TL-025,C,MC-105,No,444,0,,480,465,0.95,565,3,562,15
M10144,MA1AB100000003144,WO13144,Sedan X,TRIM-1,STN-04,2026-03-03 23:30,ENG-1124,SUP-074,EMP334,TL-067,C,MC-104,No,462,0,,480,465,1.05,469,7,462,15
M10145,MA1AB100000003145,WO13145,Sedan X,TRIM-1, stn-05 ,2026-03-03 23:31,ENG-1297,SUP-138,EMP373,TL-014,,MC-102,Yes,425,33,F001,480,463,0.91,596,11,585,17
M10146,MA1AB100000003146,WO13146,SUV Pro,GA-1,STN-03,2026-03-03 23:32,ENG-1148,SUP-081,EMP105,TL-078,B,MC-104,No,457,0,,480,439,0.86,493,13,480,41
M10147,MA1AB100000003147,WO13147,Hatch Z,TRIM-1,STN-01,2026-03-03 23:33,ENG-1167,SUP-044,EMP160,TL-005,B,MC-102,No,427,0,,480,448,1.18,568,5,563,32
M10148,MA1AB100000003148,WO13148,SUV Pro,GA-2,STN-04,2026-03-03 23:35,ENG-1020,SUP-102,EMP304,TL-038,A,MC-104,No,458,0,,480,451,1.11,526,9,517,29
M10149,MA1AB100000003149,WO13149,Sedan X,GA-2,STN-03,2026-03-03 23:36,ENG-1273,SUP-065,EMP283,TL-067,A,MC-103,No,429,0,,480,430,0.88,462,0,462,50
M10150,MA1AB100000003150,WO13150,Sedan X,GA-1,STN-05,2026-03-03 23:37,ENG-1449,SUP-139,EMP393,TL-072,B,MC-103,No,477,0,,480,463,0.94,546,3,543,17
M10151,MA1AB100000003151,WO13151,Hatch Z,GA-1,STN-03,2026-03-03 23:38,ENG-1247,SUP-079,EMP376,TL-071,B,MC-103,No,424,0,,480,429,0.87,522,0,522,51
M10152,MA1AB100000003152,WO13152,Hatch Z,TRIM-1,STN-03,2026-03-03 23:40,ENG-1426,SUP-191,EMP154,TL-071,C,MC-103,No,443,0,,480,421,1.2,494,6,488,59
M10153,MA1AB100000003153,WO13153,SUV Pro,GA-2,STN-01,2026-03-03 23:41,ENG-1076,SUP-115,EMP289,TL-002,A,MC-105,No,433,0,,480,443,0.92,493,4,489,37
M10154,MA1AB100000003154,WO13154,Sedan X,GA-2,STN-01,2026-03-03 23:42,ENG-1347,SUP-089,EMP299,TL-098,,MC-105,No,451,0,,480,447,0.85,562,3,559,33
M10155,MA1AB100000003155,WO13155,Sedan X,PAINT-1, stn-05 ,2026-03-03 23:43,ENG-1104,SUP-005,EMP283,TL-050,C,MC-102,No,446,0,,480,455,1.13,528,14,514,25
M10156,MA1AB100000003156,WO13156,Sedan X,PAINT-1,Stn-03,2026-03-03 23:45,ENG-1289,SUP-050,EMP324,TL-070,C,MC-105,Yes,460,24,F002,480,441,1.06,527,6,521,39
M10157,MA1AB100000003157,WO13157,SUV Pro,TRIM-1,STN-05,2026-03-03 23:46,ENG-1026,SUP-129,EMP345,TL-093,A,MC-104,No,444,0,,480,475,0.81,454,7,447,5
M10158,MA1AB100000003158,WO13158,Hatch Z,GA-1,STN-05,2026-03-03 23:47,ENG-1241,SUP-042,EMP312,TL-083,A,MC-103,No,460,0,,480,471,0.92,572,8,564,9
M10159,MA1AB100000003159,WO13159,Sedan X,GA-1, stn-05 ,2026-03-03 23:48,ENG-1384,SUP-053,EMP318,TL-048,A,MC-101,No,471,0,,480,452,0.86,571,4,567,28
M10160,MA1AB100000003160,WO13160,Sedan X,GA-2,STN-03,2026-03-03 23:50,ENG-1470,SUP-076,EMP255,TL-033,B,MC-101,No,439,0,,480,451,1.03,525,1,524,29
M10161,MA1AB100000003161,WO13161,Hatch Z,GA-1,STN-04,2026-03-03 23:51,ENG-1247,SUP-071,EMP275,TL-055,,MC-101,Yes,431,87,F001,480,440,1.04,542,1,541,40
M10162,MA1AB100000003162,WO13162,SUV Pro,GA-2,STN-03,2026-03-03 23:52,ENG-1481,SUP-010,EMP293,TL-019,B,MC-104,No,441,0,,480,480,1.02,587,7,580,0
M10163,MA1AB100000003163,WO13163,Sedan X,PAINT-1,STN-03,2026-03-03 23:53,ENG-1312,SUP-153,EMP323,TL-062,B,MC-101,No,450,0,,480,458,0.85,573,6,567,22
M10164,MA1AB100000003164,WO13164,SUV Pro,TRIM-1,Stn-03,2026-03-03 23:55,ENG-1091,SUP-048,EMP192,TL-016,A,MC-101,No,458,0,,480,427,1.06,530,12,518,53
M10165,MA1AB100000003165,WO13165,SUV Pro,GA-2,STN-02,2026-03-03 23:70,ENG-1477,SUP-163,EMP250,TL-057,A,MC-102,No,430,0,,480,457,0.88,473,12,461,23
M10166,MA1AB100000003166,WO13166,SUV Pro,TRIM-1,STN-03,2026-03-03 23:57,ENG-1245,SUP-100,EMP255,TL-070,C,MC-104,No,436,0,,480,461,1.05,470,15,455,19
M10167,MA1AB100000003167,WO13167,Hatch Z,PAINT-1,STN-03,2026-03-03 23:58,ENG-1305,SUP-058,EMP323,TL-042,B,MC-104,No,432,0,,480,438,1.12,573,11,562,42
M10168,MA1AB100000003168,WO13168,Sedan X,GA-2,STN-05,2026-03-04 00:00,ENG-1115,SUP-081,EMP103,TL-063,A,MC-101,No,454,0,,480,471,1.09,593,7,586,9
M10169,MA1AB100000003169,WO13169,Sedan X,PAINT-1,STN-03,2026-03-04 00:01,ENG-1373,SUP-090,EMP211,TL-014,B,MC-104,Yes,452,34,F002,480,455,1.04,494,2,492,25
M10170,MA1AB100000003170,WO13170,Hatch Z,GA-1,STN-01,2026-03-04 00:02,ENG-1379,SUP-064,EMP301,TL-017,B,MC-102,No,427,0,,480,462,0.87,567,1,566,18
M10171,MA1AB100000003171,WO13171,Sedan X,GA-1, stn-05 ,2026-03-04 00:03,ENG-1398,SUP-121,EMP221,TL-100,B,MC-102,No,421,0,,480,437,1.06,559,15,544,43
M10172,MA1AB100000003172,WO13172,Hatch Z,TRIM-1,STN-04,2026-03-04 00:05,ENG-1080,SUP-109,EMP238,TL-069,B,MC-103,No,434,0,,480,447,0.88,499,3,496,33
M10173,MA1AB100000003173,WO13173,Hatch Z,PAINT-1,STN-05,2026-03-04 00:06,ENG-1164,SUP-183,EMP264,TL-071,C,MC-102,No,464,0,,480,420,1.18,534,12,522,60
M10174,MA1AB100000003174,WO13174,Sedan X,GA-2,STN-05,2026-03-04 00:07,ENG-1342,SUP-079,EMP187,TL-088,C,MC-103,No,437,0,,480,473,1.16,521,6,515,7
M10175,MA1AB100000003175,WO13175,Sedan X,PAINT-1,STN-01,2026-03-04 00:08,ENG-1207,SUP-030,EMP357,TL-042,,MC-101,No,432,0,,480,439,0.84,484,13,471,41
M10176,MA1AB100000003176,WO13176,SUV Pro,GA-1,STN-04,2026-03-04 00:10,ENG-1034,SUP-015,EMP272,TL-007,A,MC-103,No,442,0,,480,468,1.03,517,10,507,12
M10177,MA1AB100000003177,WO13177,SUV Pro,PAINT-1,STN-05,2026-03-04 00:11,ENG-1047,SUP-067,EMP329,TL-059,C,MC-103,No,461,0,,480,425,1.17,548,2,546,55
M10178,MA1AB100000003178,WO13178,SUV Pro,TRIM-1,STN-02,2026-03-04 00:12,ENG-1391,SUP-094,EMP209,TL-046,B,MC-101,No,467,0,,480,460,0.91,536,15,521,20
M10179,MA1AB100000003179,WO13179,SUV Pro,TRIM-1,Stn-03,2026-03-04 00:13,ENG-1270,SUP-188,EMP251,TL-015,,MC-103,No,447,0,,480,451,0.8,452,13,439,29
M10180,MA1AB100000003180,WO13180,Sedan X,PAINT-1,STN-05,2026-03-04 00:15,ENG-1153,SUP-180,EMP392,TL-059,B,MC-102,No,445,0,,480,427,1.06,471,14,457,53
M10181,MA1AB100000003181,WO13181,SUV Pro,PAINT-1,Stn-03,2026-03-04 00:16,ENG-1461,SUP-155,EMP204,TL-005,C,MC-101,No,436,0,,480,452,1.09,563,0,563,28
M10182,MA1AB100000003182,WO13182,Sedan X,TRIM-1,STN-05,2026-03-04 00:17,ENG-1273,SUP-008,EMP213,TL-025,A,MC-104,No,463,0,,480,434,1.15,588,2,586,46
M10183,MA1AB100000003183,WO13183,Hatch Z,GA-2,STN-04,2026-03-04 00:18,ENG-1042,SUP-018,EMP202,TL-031,B,MC-103,No,465,0,,480,475,0.92,563,8,555,5
M10184,MA1AB100000003184,WO13184,SUV Pro,GA-1,STN-05,2026-03-04 00:20,ENG-1242,SUP-130,EMP373,TL-023,A,MC-102,No,445,0,,480,458,1.02,538,13,525,22
