Supplier_Code,Supplier_Name,Part_Number,VIN,Claim_ID,Failure_Code,Warranty_Cost,Claim_Status
SUP-021,Auto Supplier 21, eng-1001 ,MA1AB100000003045,,,,
SUP-142,Auto Supplier 142,ENG-1184,MA1AB100000003046,,,,
SUP-057,Auto Supplier 57,ENG-1198,MA1AB100000003047,,,,
SUP-053,Auto Supplier 53,ENG-1453,MA1AB100000003048,,,,
SUP-035,Auto Supplier 35,ENG-1379,MA1AB100000003049,,,,
SUP-068,Auto Supplier 68,ENG-1093,MA1AB100000003050,,,,
SUP-116,Auto Supplier 116,ENG-1339,MA1AB100000003051,,,,
SUP-167,Auto Supplier 167,ENG-1282,MA1AB100000003052,,,,
SUP-150,Auto Supplier 150,ENG-1385,MA1AB100000003053,,,,
SUP-074,Auto Supplier 74,ENG-1455,MA1AB100000003054,,,,
SUP-082,Auto Supplier 82,ENG-1106,MA1AB100000003055,,,,
SUP-042,Auto Supplier 42,ENG-1083,MA1AB100000003056,,,,
SUP-115,Auto Supplier 115,ENG-1092,MA1AB100000003057,,,,
SUP-040,Auto Supplier 40,ENG-1266,MA1AB100000003058,,,,
SUP-147,Auto Supplier 147,ENG-1205,MA1AB100000003059,,,,
SUP-051,Auto Supplier 51,ENG-1112,MA1AB100000003060,,,,
SUP-032,Auto Supplier 32,ENG-1354,MA1AB100000003061,,,,
SUP-110,Auto Supplier 110,ENG-1438,MA1AB100000003062,,,,
SUP-081,Auto Supplier 81,ENG-1416,MA1AB100000003063,,,,
SUP-054,Auto Supplier 54,ENG-1189,MA1AB100000003064,,,,
SUP-044,Auto Supplier 44,ENG-1249,MA1AB100000003065,,,,
SUP-139,Auto Supplier 139,ENG-1065,MA1AB100000003066,,,,
SUP-184,Auto Supplier 184,ENG-1232,MA1AB100000003067,,,,
SUP-113,Auto Supplier 113,ENG-1029,MA1AB100000003068,,,,
SUP-122,Auto Supplier 122,ENG-1469,MA1AB100000003069,,,,
SUP-154,Auto Supplier 154,ENG-1402,MA1AB100000003070,,,,
SUP-059,Auto Supplier 59,ENG-1277,MA1AB100000003071,,,,
SUP-087,Auto Supplier 87,ENG-1075,MA1AB100000003072,,,,
SUP-150,Auto Supplier 150,ENG-1020,MA1AB100000003073,,,,
SUP-130,Auto Supplier 130,ENG-1130,MA1AB100000003074,,,,
SUP-197,Auto Supplier 197,ENG-1293,MA1AB100000003075,,,,
SUP-031,Auto Supplier 31,ENG-1024,MA1AB100000003076,,,,
SUP-107,Auto Supplier 107,ENG-1283,MA1AB100000003077,,,,
SUP-125,Auto Supplier 125,ENG-1422,MA1AB100000003078,,,,
SUP-091,Auto Supplier 91,ENG-1077,MA1AB100000003079,,,,
SUP-082,Auto Supplier 82,ENG-1306,MA1AB100000003080,,,,
SUP-127,Auto Supplier 127,ENG-1463,MA1AB100000003081,,,,
SUP-047,Auto Supplier 47,ENG-1232,MA1AB100000003082,,,,
SUP-097,Auto Supplier 97,ENG-1057,MA1AB100000003083,,,,
SUP-166,Auto Supplier 166,ENG-1450,MA1AB100000003084,,,,
SUP-051,Auto Supplier 51,ENG-1276,MA1AB100000003085,,,,
SUP-079,Auto Supplier 79,ENG-1009,MA1AB100000003086,,,,
SUP-119,Auto Supplier 119,ENG-1138,MA1AB100000003087,,,,
SUP-176,Auto Supplier 176,ENG-1259,MA1AB100000003088,,,,
SUP-160,Auto Supplier 160,ENG-1131,MA1AB100000003089,,,,
SUP-154,Auto Supplier 154,ENG-1485,MA1AB100000003090,,,,
SUP-128,Auto Supplier 128,ENG-1471,MA1AB100000003091,,,,
SUP-005,Auto Supplier 5,ENG-1078,MA1AB100000003092,,,,
SUP-155,Auto Supplier 155,ENG-1414,MA1AB100000003093,,,,
SUP-074,Auto Supplier 74,ENG-1303,MA1AB100000003094,,,,
SUP-152,Auto Supplier 152,ENG-1077,MA1AB100000003095,,,,
SUP-172,Auto Supplier 172,ENG-1237,MA1AB100000003096,,,,
SUP-047,Auto Supplier 47,ENG-1391,MA1AB100000003097,,,,
SUP-160,Auto Supplier 160,ENG-1132,MA1AB100000003098,,,,
SUP-028,Auto Supplier 28,ENG-1370,MA1AB100000003099,,,,
SUP-058,Auto Supplier 58,ENG-1273,MA1AB100000003100,,,,
SUP-045,Auto Supplier 45,ENG-1486,MA1AB100000003101,,,,
SUP-138,Auto Supplier 138,ENG-1190,MA1AB100000003102,,,,
SUP-003,Auto Supplier 3,ENG-1152,MA1AB100000003103,,,,
SUP-138,Auto Supplier 138,ENG-1284,MA1AB100000003104,,,,
SUP-173,Auto Supplier 173,ENG-1428,MA1AB100000003105,,,,
SUP-135,Auto Supplier 135,ENG-1326,MA1AB100000003106,,,,
SUP-100,Auto Supplier 100,ENG-1377,MA1AB100000003107,,,,
,,ENG-1381,MA1AB100000003108,,,,
SUP-169,Auto Supplier 169,ENG-1151,MA1AB100000003109,,,,
SUP-046,Auto Supplier 46,ENG-1074,MA1AB100000003110,,,,
SUP-012,Auto Supplier 12,ENG-1032,MA1AB100000003111,,,,
SUP-029,Auto Supplier 29,ENG-1497,MA1AB100000003112,,,,
SUP-158,Auto Supplier 158,ENG-1241,MA1AB100000003113,,,,
SUP-135,Auto Supplier 135,ENG-1353,MA1AB100000003114,,,,
SUP-141,Auto Supplier 141,ENG-1376,MA1AB100000003115,,,,
SUP-189,Auto Supplier 189,ENG-1010,MA1AB100000003116,,,,
SUP-051,Auto Supplier 51,ENG-1479,MA1AB100000003117,,,,
SUP-025,Auto Supplier 25,ENG-1446,MA1AB100000003118,,,,
SUP-136,Auto Supplier 136,ENG-1125,MA1AB100000003119,,,,
SUP-158,Auto Supplier 158,ENG-1431,MA1AB100000003120,,,,
SUP-179,Auto Supplier 179,ENG-1273,MA1AB100000003121,,,,
SUP-046,Auto Supplier 46,ENG-1116,MA1AB100000003122,,,,
SUP-124,Auto Supplier 124,ENG-1417,MA1AB100000003123,,,,
SUP-162,Auto Supplier 162,ENG-1058,MA1AB100000003124,,,,
SUP-064,Auto Supplier 64,ENG-1053,MA1AB100000003125,,,,
SUP-040,Auto Supplier 40,ENG-1097,MA1AB100000003126,,,,
SUP-139,Auto Supplier 139,ENG-1344,MA1AB100000003127,,,,
SUP-154,Auto Supplier 154,ENG-1377,MA1AB100000003128,,,,
SUP-124,Auto Supplier 124,ENG-1487,MA1AB100000003129,,,,
SUP-162,Auto Supplier 162,ENG-1386,MA1AB100000003130,,,,
SUP-069,Auto Supplier 69,ENG-1334,MA1AB100000003131,,,,
SUP-114,Auto Supplier 114,ENG-1310,MA1AB100000003132,,,,
SUP-152,Auto Supplier 152,ENG-1496,MA1AB100000003133,,,,
SUP-128,Auto Supplier 128,ENG-1338,MA1AB100000003134,,,,
SUP-097,Auto Supplier 97,ENG-1200,MA1AB100000003135,,,,
SUP-157,Auto Supplier 157,ENG-1087,MA1AB100000003136,,,,
SUP-079,Auto Supplier 79,ENG-1104,MA1AB100000003137,,,,
SUP-070,Auto Supplier 70,ENG-1308,MA1AB100000003138,,,,
SUP-156,Auto Supplier 156,ENG-1296,MA1AB100000003139,,,,
SUP-159,Auto Supplier 159,ENG-1391,MA1AB100000003140,,,,
SUP-102,Auto Supplier 102,ENG-1316,MA1AB100000003141,,,,
SUP-175,Auto Supplier 175,ENG-1351,MA1AB100000003142,,,,
SUP-020,Auto Supplier 20,ENG-1141,MA1AB100000003143,,,,
SUP-074,Auto Supplier 74,ENG-1124,MA1AB100000003144,,,,
SUP-138,Auto Supplier 138,ENG-1297,MA1AB100000003145,,,,
SUP-081,Auto Supplier 81,ENG-1148,MA1AB100000003146,,,,
SUP-044,Auto Supplier 44,ENG-1167,MA1AB100000003147,,,,
SUP-102,Auto Supplier 102,ENG-1020,MA1AB100000003148,,,,
SUP-065,Auto Supplier 65,ENG-1273,MA1AB100000003149,,,,
SUP-139,Auto Supplier 139,ENG-1449,MA1AB100000003150,,,,
SUP-079,Auto Supplier 79,ENG-1247,MA1AB100000003151,,,,
SUP-191,Auto Supplier 191,ENG-1426,MA1AB100000003152,,,,
SUP-115,Auto Supplier 115,ENG-1076,MA1AB100000003153,,,,
SUP-089,Auto Supplier 89,ENG-1347,MA1AB100000003154,,,,
SUP-005,Auto Supplier 5,ENG-1104,MA1AB100000003155,,,,
SUP-050,Auto Supplier 50,ENG-1289,MA1AB100000003156,,,,
SUP-129,Auto Supplier 129,ENG-1026,MA1AB100000003157,,,,
SUP-042,Auto Supplier 42,ENG-1241,MA1AB100000003158,,,,
SUP-053,Auto Supplier 53,ENG-1384,MA1AB100000003159,,,,
SUP-076,Auto Supplier 76,ENG-1470,MA1AB100000003160,,,,
SUP-071,Auto Supplier 71,ENG-1247,MA1AB100000003161,,,,
SUP-010,Auto Supplier 10,ENG-1481,MA1AB100000003162,,,,
SUP-153,Auto Supplier 153,ENG-1312,MA1AB100000003163,,,,
SUP-048,Auto Supplier 48,ENG-1091,MA1AB100000003164,,,,
SUP-163,Auto Supplier 163,ENG-1477,MA1AB100000003165,,,,
SUP-100,Auto Supplier 100,ENG-1245,MA1AB100000003166,,,,
SUP-058,Auto Supplier 58,ENG-1305,MA1AB100000003167,,,,
SUP-081,Auto Supplier 81,ENG-1115,MA1AB100000003168,,,,
SUP-090,Auto Supplier 90,ENG-1373,MA1AB100000003169,,,,
SUP-064,Auto Supplier 64,ENG-1379,MA1AB100000003170,,,,
SUP-121,Auto Supplier 121,ENG-1398,MA1AB100000003171,,,,
SUP-109,Auto Supplier 109,ENG-1080,MA1AB100000003172,,,,
SUP-183,Auto Supplier 183,ENG-1164,MA1AB100000003173,,,,
SUP-079,Auto Supplier 79,ENG-1342,MA1AB100000003174,,,,
SUP-030,Auto Supplier 30,ENG-1207,MA1AB100000003175,,,,
SUP-015,Auto Supplier 15,ENG-1034,MA1AB100000003176,,,,
SUP-067,Auto Supplier 67,ENG-1047,MA1AB100000003177,,,,
SUP-094,Auto Supplier 94,ENG-1391,MA1AB100000003178,,,,
SUP-188,Auto Supplier 188,ENG-1270,MA1AB100000003179,,,,
SUP-180,Auto Supplier 180,ENG-1153,MA1AB100000003180,,,,
SUP-155,Auto Supplier 155,ENG-1461,MA1AB100000003181,,,,
SUP-008,Auto Supplier 8,ENG-1273,MA1AB100000003182,,,,
SUP-018,Auto Supplier 18,ENG-1042,MA1AB100000003183,,,,
SUP-130,Auto Supplier 130,ENG-1242,MA1AB100000003184,,,,
SUP-122,Auto Supplier 122,ENG-1278,MA1AB100000003185,,,,
SUP-176,Auto Supplier 176,ENG-1161,MA1AB100000003186,,,,
SUP-105,Auto Supplier 105,ENG-1156,MA1AB100000003187,,,,
SUP-132,Auto Supplier 132,ENG-1415,MA1AB100000003188,,,,
SUP-049,Auto Supplier 49,ENG-1244,MA1AB100000003189,,,,
SUP-123,Auto Supplier 123, eng-1001 ,MA1AB100000003190,,,,
SUP-017,Auto Supplier 17,ENG-1477,MA1AB100000003191,,,,
SUP-148,Auto Supplier 148,ENG-1309,MA1AB100000003192,,,,
SUP-151,Auto Supplier 151,ENG-1312,MA1AB100000003193,,,,
SUP-137,Auto Supplier 137,ENG-1024,MA1AB100000003194,,,,
SUP-060,Auto Supplier 60,ENG-1463,MA1AB100000003195,,,,
SUP-105,Auto Supplier 105,ENG-1304,MA1AB100000003196,,,,
SUP-189,Auto Supplier 189,ENG-1141,MA1AB100000003197,,,,
SUP-113,Auto Supplier 113,ENG-1189,MA1AB100000003198,,,,
SUP-147,Auto Supplier 147,ENG-1363,MA1AB100000003199,,,,
SUP-014,Auto Supplier 14,ENG-1303,MA1AB100000003200,,,,
SUP-156,Auto Supplier 156,ENG-1275,MA1AB100000003201,,,,
SUP-116,Auto Supplier 116,ENG-1311,MA1AB100000003202,,,,
SUP-085,Auto Supplier 85,ENG-1473,MA1AB100000003203,,,,
SUP-041,Auto Supplier 41,ENG-1447,MA1AB100000003204,,,,
SUP-164,Auto Supplier 164,ENG-1111,MA1AB100000003205,,,,
SUP-148,Auto Supplier 148,ENG-1041,MA1AB100000003206,,,,
SUP-087,Auto Supplier 87,ENG-1483,MA1AB100000003207,,,,
SUP-114,Auto Supplier 114,ENG-1053,MA1AB100000003208,,,,
SUP-109,Auto Supplier 109,ENG-1286,MA1AB100000003209,,,,
SUP-169,Auto Supplier 169,ENG-1321,MA1AB100000003210,,,,
SUP-197,Auto Supplier 197,ENG-1006,MA1AB100000003211,,,,
SUP-191,Auto Supplier 191,ENG-1382,MA1AB100000003212,,,,
SUP-137,Auto Supplier 137,ENG-1127,MA1AB100000003213,,,,
SUP-081,Auto Supplier 81,ENG-1443,MA1AB100000003214,,,,
SUP-016,Auto Supplier 16,ENG-1293,MA1AB100000003215,,,,
SUP-084,Auto Supplier 84,ENG-1145,MA1AB100000003216,,,,
SUP-018,Auto Supplier 18,ENG-1205,MA1AB100000003217,,,,
SUP-036,Auto Supplier 36,ENG-1205,MA1AB100000003218,,,,
SUP-154,Auto Supplier 154,ENG-1368,MA1AB100000003219,,,,
SUP-159,Auto Supplier 159,ENG-1408,MA1AB100000003220,,,,
SUP-193,Auto Supplier 193,ENG-1164,MA1AB100000003221,,,,
SUP-064,Auto Supplier 64,ENG-1340,MA1AB100000003222,,,,
SUP-125,Auto Supplier 125,ENG-1299,MA1AB100000003223,,,,
SUP-075,Auto Supplier 75,ENG-1194,MA1AB100000003224,,,,
SUP-062,Auto Supplier 62,ENG-1260,MA1AB100000003225,,,,
SUP-140,Auto Supplier 140,ENG-1081,MA1AB100000003226,,,,
SUP-064,Auto Supplier 64,ENG-1468,MA1AB100000003227,,,,
SUP-181,Auto Supplier 181,ENG-1035,MA1AB100000003228,,,,
SUP-053,Auto Supplier 53,ENG-1324,MA1AB100000003229,,,,
SUP-096,Auto Supplier 96,ENG-1499,MA1AB100000003230,,,,
SUP-055,Auto Supplier 55,ENG-1251,MA1AB100000003231,,,,
SUP-035,Auto Supplier 35,ENG-1216,MA1AB100000003232,,,,
SUP-117,Auto Supplier 117,ENG-1138,MA1AB100000003233,,,,
SUP-006,Auto Supplier 6,ENG-1108,MA1AB100000003234,,,,
SUP-178,Auto Supplier 178,ENG-1133,MA1AB100000003235,,,,
SUP-117,Auto Supplier 117,ENG-1260,MA1AB100000003236,,,,
SUP-197,Auto Supplier 197,ENG-1425,MA1AB100000003237,,,,
SUP-069,Auto Supplier 69,ENG-1232,MA1AB100000003238,,,,
SUP-194,Auto Supplier 194,ENG-1054,MA1AB100000003239,,,,
SUP-129,Auto Supplier 129,ENG-1302,MA1AB100000003240,,,,
SUP-192,Auto Supplier 192,ENG-1333,MA1AB100000003241,,,,
SUP-073,Auto Supplier 73,ENG-1207,MA1AB100000003242,,,,
SUP-003,Auto Supplier 3,ENG-1367,MA1AB100000003243,,,,
SUP-164,Auto Supplier 164,ENG-1422,MA1AB100000003244,,,,
SUP-090,Auto Supplier 90,ENG-1068,MA1AB100000003245,,,,
SUP-044,Auto Supplier 44,ENG-1335,MA1AB100000003246,,,,
SUP-035,Auto Supplier 35,ENG-1236,MA1AB100000003247,,,,
SUP-177,Auto Supplier 177,ENG-1362,MA1AB100000003248,,,,
SUP-096,Auto Supplier 96,ENG-1138,MA1AB100000003249,,,,
SUP-080,Auto Supplier 80,ENG-1315,MA1AB100000003250,,,,
SUP-120,Auto Supplier 120,ENG-1487,MA1AB100000003251,,,,
SUP-148,Auto Supplier 148,ENG-1443,MA1AB100000003252,,,,
SUP-077,Auto Supplier 77,ENG-1253,MA1AB100000003253,,,,
SUP-178,Auto Supplier 178,ENG-1455,MA1AB100000003254,,,,
SUP-160,Auto Supplier 160,ENG-1424,MA1AB100000003255,,,,
SUP-026,Auto Supplier 26,ENG-1220,MA1AB100000003256,,,,
SUP-103,Auto Supplier 103,ENG-1279,MA1AB100000003257,,,,
SUP-009,Auto Supplier 9,ENG-1017,MA1AB100000003258,,,,
SUP-018,Auto Supplier 18,ENG-1069,MA1AB100000003259,,,,
SUP-120,Auto Supplier 120,ENG-1173,MA1AB100000003260,,,,
SUP-063,Auto Supplier 63,ENG-1253,MA1AB100000003261,,,,
SUP-119,Auto Supplier 119,ENG-1315,MA1AB100000003262,,,,
SUP-024,Auto Supplier 24,ENG-1082,MA1AB100000003263,,,,
SUP-121,Auto Supplier 121,ENG-1260,MA1AB100000003264,,,,
SUP-007,Auto Supplier 7,ENG-1061,MA1AB100000003265,,,,
SUP-127,Auto Supplier 127,ENG-1057,MA1AB100000003266,,,,
SUP-002,Auto Supplier 2,ENG-1427,MA1AB100000003267,,,,
SUP-058,Auto Supplier 58,ENG-1074,MA1AB100000003268,,,,
SUP-166,Auto Supplier 166,ENG-1047,MA1AB100000003269,,,,
SUP-151,Auto Supplier 151,ENG-1466,MA1AB100000003270,,,,
SUP-079,Auto Supplier 79,ENG-1139,MA1AB100000003271,,,,
SUP-047,Auto Supplier 47,ENG-1345,MA1AB100000003272,,,,
SUP-034,Auto Supplier 34,ENG-1472,MA1AB100000003273,,,,
SUP-077,Auto Supplier 77,ENG-1418,MA1AB100000003274,,,,
SUP-092,Auto Supplier 92,ENG-1354,MA1AB100000003275,,,,
SUP-028,Auto Supplier 28,ENG-1067,MA1AB100000003276,,,,
SUP-111,Auto Supplier 111,ENG-1412,MA1AB100000003277,,,,
SUP-143,Auto Supplier 143,ENG-1245,MA1AB100000003278,,,,
SUP-016,Auto Supplier 16,ENG-1194,MA1AB100000003279,,,,
SUP-131,Auto Supplier 131,ENG-1012,MA1AB100000003280,,,,
SUP-126,Auto Supplier 126,ENG-1016,MA1AB100000003281,,,,
SUP-013,Auto Supplier 13,ENG-1022,MA1AB100000003282,,,,
SUP-084,Auto Supplier 84,ENG-1101,MA1AB100000003283,,,,
SUP-011,Auto Supplier 11,ENG-1229,MA1AB100000003284,,,,
SUP-111,Auto Supplier 111,ENG-1140,MA1AB100000003285,,,,
SUP-191,Auto Supplier 191,ENG-1102,MA1AB100000003286,,,,
SUP-054,Auto Supplier 54,ENG-1000,MA1AB100000003287,,,,
SUP-097,Auto Supplier 97,ENG-1265,MA1AB100000003288,,,,
SUP-157,Auto Supplier 157,ENG-1056,MA1AB100000003289,,,,
SUP-001,Auto Supplier 1,ENG-1207,MA1AB100000003290,,,,
SUP-036,Auto Supplier 36,ENG-1120,MA1AB100000003291,,,,
SUP-159,Auto Supplier 159,ENG-1366,MA1AB100000003292,,,,
SUP-022,Auto Supplier 22,ENG-1278,MA1AB100000003293,,,,
SUP-013,Auto Supplier 13,ENG-1020,MA1AB100000003294,,,,
SUP-031,Auto Supplier 31,ENG-1222,MA1AB100000003295,,,,
SUP-022,Auto Supplier 22,ENG-1267,MA1AB100000003296,,,,
SUP-037,Auto Supplier 37,ENG-1256,MA1AB100000003297,,,,
SUP-171,Auto Supplier 171,ENG-1133,MA1AB100000003298,,,,
SUP-072,Auto Supplier 72,ENG-1122,MA1AB100000003299,,,,
SUP-148,Auto Supplier 148,ENG-1483,MA1AB100000003300,,,,
SUP-184,Auto Supplier 184,ENG-1075,MA1AB100000003301,,,,
SUP-165,Auto Supplier 165,ENG-1451,MA1AB100000003302,,,,
SUP-057,Auto Supplier 57,ENG-1334,MA1AB100000003303,,,,
SUP-009,Auto Supplier 9,ENG-1072,MA1AB100000003304,,,,
SUP-035,Auto Supplier 35,ENG-1166,MA1AB100000003305,,,,
SUP-041,Auto Supplier 41,ENG-1159,MA1AB100000003306,,,,
SUP-041,Auto Supplier 41,ENG-1044,MA1AB100000003307,,,,
SUP-030,Auto Supplier 30,ENG-1281,MA1AB100000003308,,,,
SUP-005,Auto Supplier 5,ENG-1289,MA1AB100000003309,,,,
SUP-155,Auto Supplier 155,ENG-1237,MA1AB100000003310,,,,
SUP-014,Auto Supplier 14,ENG-1012,MA1AB100000003311,,,,
SUP-008,Auto Supplier 8,ENG-1044,MA1AB100000003312,,,,
SUP-161,Auto Supplier 161,ENG-1376,MA1AB100000003313,,,,
SUP-068,Auto Supplier 68,ENG-1335,MA1AB100000003314,,,,
SUP-112,Auto Supplier 112,ENG-1219,MA1AB100000003315,,,,
SUP-079,Auto Supplier 79,ENG-1023,MA1AB100000003316,,,,
SUP-077,Auto Supplier 77,ENG-1324,MA1AB100000003317,,,,
SUP-002,Auto Supplier 2,ENG-1121,MA1AB100000003318,,,,
SUP-039,Auto Supplier 39,ENG-1432,MA1AB100000003319,,,,
SUP-105,Auto Supplier 105,ENG-1251,MA1AB100000003320,,,,
SUP-033,Auto Supplier 33,ENG-1347,MA1AB100000003321,,,,
SUP-101,Auto Supplier 101,ENG-1260,MA1AB100000003322,,,,
SUP-034,Auto Supplier 34,ENG-1438,MA1AB100000003323,,,,
SUP-070,Auto Supplier 70,ENG-1438,MA1AB100000003324,,,,
SUP-164,Auto Supplier 164,ENG-1030,MA1AB100000003325,,,,
SUP-131,Auto Supplier 131,ENG-1412,MA1AB100000003326,,,,
SUP-081,Auto Supplier 81,ENG-1120,MA1AB100000003327,,,,
SUP-190,Auto Supplier 190,ENG-1214,MA1AB100000003328,,,,
SUP-164,Auto Supplier 164,ENG-1172,MA1AB100000003329,,,,
,,ENG-1294,XX1 2 3 4,,,,
SUP-165,Auto Supplier 165,ENG-1144,MA1AB100000003331,,,,
SUP-140,Auto Supplier 140,ENG-1100,MA1AB100000003332,,,,
SUP-172,Auto Supplier 172,ENG-1438,MA1AB100000003333,,,,
SUP-074,Auto Supplier 74,ENG-1300,MA1AB100000003334,,,,
SUP-133,Auto Supplier 133, eng-1001 ,MA1AB100000003335,,,,
SUP-067,Auto Supplier 67,ENG-1207,MA1AB100000003336,,,,
SUP-042,Auto Supplier 42,ENG-1046,MA1AB100000003337,,,,
SUP-186,Auto Supplier 186,ENG-1410,MA1AB100000003338,,,,
SUP-157,Auto Supplier 157,ENG-1159,MA1AB100000003339,,,,
SUP-183,Auto Supplier 183,ENG-1051,MA1AB100000003340,,,,
SUP-179,Auto Supplier 179,ENG-1031,MA1AB100000003341,,,,
SUP-071,Auto Supplier 71,ENG-1045,MA1AB100000003342,,,,
SUP-062,Auto Supplier 62,ENG-1059,MA1AB100000003343,,,,
SUP-120,Auto Supplier 120,ENG-1421,MA1AB100000003344,,,,
SUP-100,Auto Supplier 100,ENG-1387,MA1AB100000003345,,,,
SUP-067,Auto Supplier 67,ENG-1259,MA1AB100000003346,,,,
SUP-085,Auto Supplier 85,ENG-1268,MA1AB100000003347,,,,
SUP-058,Auto Supplier 58,ENG-1174,MA1AB100000003348,,,,
SUP-043,Auto Supplier 43,ENG-1241,MA1AB100000003349,,,,
SUP-200,Auto Supplier 200,ENG-1070,MA1AB100000003350,,,,
SUP-107,Auto Supplier 107,ENG-1057,MA1AB100000003351,,,,
SUP-121,Auto Supplier 121,ENG-1315,MA1AB100000003352,,,,
SUP-126,Auto Supplier 126,ENG-1246,MA1AB100000003353,,,,
SUP-011,Auto Supplier 11,ENG-1116,MA1AB100000003354,,,,
SUP-141,Auto Supplier 141,ENG-1146,MA1AB100000003355,,,,
SUP-129,Auto Supplier 129,ENG-1496,MA1AB100000003356,,,,
SUP-076,Auto Supplier 76,ENG-1444,MA1AB100000003357,,,,
SUP-032,Auto Supplier 32,ENG-1083,MA1AB100000003358,,,,
SUP-117,Auto Supplier 117,ENG-1180,MA1AB100000003359,,,,
SUP-175,Auto Supplier 175,ENG-1226,MA1AB100000003360,,,,
SUP-094,Auto Supplier 94,ENG-1295,MA1AB100000003361,,,,
SUP-077,Auto Supplier 77,ENG-1208,MA1AB100000003362,,,,
SUP-051,Auto Supplier 51,ENG-1111,MA1AB100000003363,,,,
SUP-180,Auto Supplier 180,ENG-1108,MA1AB100000003364,,,,
SUP-075,Auto Supplier 75,ENG-1277,MA1AB100000003365,,,,
SUP-028,Auto Supplier 28,ENG-1467,MA1AB100000003366,,,,
SUP-012,Auto Supplier 12,ENG-1117,MA1AB100000003367,,,,
SUP-094,Auto Supplier 94,ENG-1368,MA1AB100000003368,,,,
SUP-158,Auto Supplier 158,ENG-1341,MA1AB100000003369,,,,
SUP-084,Auto Supplier 84,ENG-1001,MA1AB100000003370,,,,
SUP-040,Auto Supplier 40,ENG-1393,MA1AB100000003371,,,,
SUP-142,Auto Supplier 142,ENG-1126,MA1AB100000003372,,,,
SUP-127,Auto Supplier 127,ENG-1464,MA1AB100000003373,,,,
SUP-128,Auto Supplier 128,ENG-1288,MA1AB100000003374,,,,
SUP-164,Auto Supplier 164,ENG-1192,MA1AB100000003375,,,,
SUP-005,Auto Supplier 5,ENG-1196,MA1AB100000003376,,,,
SUP-109,Auto Supplier 109,ENG-1143,MA1AB100000003377,,,,
SUP-027,Auto Supplier 27,ENG-1226,MA1AB100000003378,,,,
SUP-099,Auto Supplier 99,ENG-1185,MA1AB100000003379,,,,
SUP-186,Auto Supplier 186,ENG-1340,MA1AB100000003380,,,,
SUP-136,Auto Supplier 136,ENG-1116,MA1AB100000003381,,,,
SUP-078,Auto Supplier 78,ENG-1037,MA1AB100000003382,,,,
SUP-042,Auto Supplier 42,ENG-1025,MA1AB100000003383,,,,
SUP-104,Auto Supplier 104,ENG-1270,MA1AB100000003384,,,,
SUP-107,Auto Supplier 107,ENG-1229,MA1AB100000003385,,,,
SUP-097,Auto Supplier 97,ENG-1456,MA1AB100000003386,,,,
SUP-187,Auto Supplier 187,ENG-1106,MA1AB100000003387,,,,
SUP-033,Auto Supplier 33,ENG-1309,MA1AB100000003388,,,,
SUP-105,Auto Supplier 105,ENG-1026,MA1AB100000003389,,,,
SUP-178,Auto Supplier 178,ENG-1029,MA1AB100000003390,,,,
SUP-007,Auto Supplier 7,ENG-1177,MA1AB100000003391,,,,
SUP-191,Auto Supplier 191,ENG-1214,MA1AB100000003392,,,,
SUP-081,Auto Supplier 81,ENG-1004,MA1AB100000003393,,,,
SUP-122,Auto Supplier 122,ENG-1377,MA1AB100000003394,,,,
SUP-041,Auto Supplier 41,ENG-1130,MA1AB100000003395,,,,
SUP-047,Auto Supplier 47,ENG-1432,MA1AB100000003396,,,,
SUP-053,Auto Supplier 53,ENG-1373,MA1AB100000003397,,,,
SUP-028,Auto Supplier 28,ENG-1052,MA1AB100000003398,,,,
SUP-031,Auto Supplier 31,ENG-1310,MA1AB100000003399,,,,
SUP-041,Auto Supplier 41,ENG-1150,MA1AB100000003400,,,,
SUP-104,Auto Supplier 104,ENG-1282,MA1AB100000003401,,,,
SUP-027,Auto Supplier 27,ENG-1481,MA1AB100000003402,,,,
SUP-047,Auto Supplier 47,ENG-1015,MA1AB100000003403,,,,
SUP-102,Auto Supplier 102,ENG-1347,MA1AB100000003404,,,,
SUP-019,Auto Supplier 19,ENG-1012,MA1AB100000003405,,,,
SUP-050,Auto Supplier 50,ENG-1473,MA1AB100000003406,,,,
SUP-150,Auto Supplier 150,ENG-1149,MA1AB100000003407,,,,
SUP-072,Auto Supplier 72,ENG-1129,MA1AB100000003408,,,,
SUP-072,Auto Supplier 72,ENG-1288,MA1AB100000003409,,,,
SUP-145,Auto Supplier 145,ENG-1113,MA1AB100000003410,,,,
SUP-090,Auto Supplier 90,ENG-1080,MA1AB100000003411,,,,
SUP-058,Auto Supplier 58,ENG-1309,MA1AB100000003412,,,,
SUP-023,Auto Supplier 23,ENG-1440,MA1AB100000003413,,,,
SUP-013,Auto Supplier 13,ENG-1333,MA1AB100000003414,,,,
SUP-184,Auto Supplier 184,ENG-1220,MA1AB100000003415,,,,
SUP-117,Auto Supplier 117,ENG-1087,MA1AB100000003416,,,,
SUP-068,Auto Supplier 68,ENG-1250,MA1AB100000003417,,,,
SUP-140,Auto Supplier 140,ENG-1439,MA1AB100000003418,,,,
SUP-106,Auto Supplier 106,ENG-1385,MA1AB100000003419,,,,
SUP-027,Auto Supplier 27,ENG-1366,MA1AB100000003420,,,,
SUP-096,Auto Supplier 96,ENG-1039,MA1AB100000003421,,,,
