Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor_x,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status,Calibration_Factor_y,Calibrated_Torque,Drift,Calibration_Status
RD004870,M11335,SEN-021,2026-03-02 22:34:30,45.0,35 C,5.2 bar,6.73,1.16,0.972,45.0,Valid,35.0,Valid,1.01,45.45,0.45,Within Limit
RD004871,M10303,SEN-020,2026-03-02 22:35:00,45.0,35 C,72 psi,7.37,1.7,0.999,45.0,Valid,35.0,Valid,0.985,44.32,-0.68,Within Limit
RD004872,M10165,SEN-043,2026-03-02 22:35:30,50.0,,72 psi,5.55,1.89,0.972,50.0,Valid,,Invalid,1.021,51.05,1.05,Within Limit
RD004873,M11412,SEN-002,2026-03-02 22:36:00,,35 C,5.2 bar,5.42,2.31,1.026,47.4537,Valid,35.0,Valid,1.018,,,Out of Calibration
RD004874,M7260,SEN-005,2026-03-02 22:36:30,60.0,,5.2 bar,5.05,3.14,0.99,60.0,Valid,,Invalid,0.994,59.64,-0.36,Within Limit
RD004875,M8406,SEN-010,2026-03-02 22:37:00,,95 F,5.2 bar,6.97,5.01,0.981,97.61904,Valid,35.0,Valid,1.006,,,Out of Calibration
RD004876,M11380,SEN-042,2026-03-02 22:37:30,60.0,40 C,4.5 bar,2.15,5.29,1.006,60.0,Valid,40.0,Valid,0.976,58.56,-1.44,Within Limit
RD004877,M8306,SEN-022,2026-03-02 22:38:00,,40 C,5.2 bar,5.48,7.5,0.992,97.61904,Valid,40.0,Valid,1.021,,,Out of Calibration
RD004878,M9004,SEN-039,2026-03-02 22:38:30,,85C,5.2 bar,1.04,1.7,0.998,97.61904,Valid,85.0,Valid,1.013,,,Out of Calibration
RD004879,M11707,SEN-012,2026-03-02 22:39:00,60.0,,5.2 bar,5.8,5.95,0.986,60.0,Valid,,Invalid,1.012,60.72,0.72,Within Limit
RD004880,M8278,SEN-007,2026-03-02 22:39:30,,40 C,65 psi,8.13,5.3,1.028,,Invalid,40.0,Valid,1.009,,,Out of Calibration
RD004881,M10118,SEN-009,2026-03-02 22:40:00,50.0,40 C,72 psi,5.49,0.71,0.977,50.0,Valid,40.0,Valid,1.016,50.8,0.8,Within Limit
RD004882,M10907,SEN-019,2026-03-02 22:40:30,,85C,4.5 bar,5.48,4.8,1.03,47.4537,Valid,85.0,Valid,1.027,,,Out of Calibration
RD004883,M10470,SEN-030,2026-03-02 22:41:00,,35 C,4.5 bar,8.39,1.64,0.992,97.61904,Valid,35.0,Valid,0.997,,,Out of Calibration
RD004884,M9332,SEN-045,2026-03-02 22:41:30,,,5.2 bar,1.76,7.07,0.987,97.61904,Valid,,Invalid,0.976,,,Out of Calibration
RD004885,M11429,SEN-012,2026-03-02 22:42:00,45.0,40 C,5.2 bar,5.84,2.34,0.988,45.0,Valid,40.0,Valid,1.012,45.54,0.54,Within Limit
RD004886,M9615,SEN-044,2026-03-02 22:42:30,,95 F,5.2 bar,4.33,6.55,0.999,97.61904,Valid,35.0,Valid,0.975,,,Out of Calibration
RD004887,M7286,SEN-026,2026-03-02 22:43:00,60.0,95 F,65 psi,4.82,2.58,0.998,60.0,Valid,35.0,Valid,1.014,60.84,0.84,Within Limit
RD004888,M10446,SEN-038,2026-03-02 22:43:30,60.0,95 F,5.2 bar,2.64,0.67,0.981,60.0,Valid,35.0,Valid,0.981,58.86,-1.14,Within Limit
RD004889,M8678,SEN-027,2026-03-02 22:44:00,,95 F,72 psi,5.18,3.89,1.025,97.61904,Valid,35.0,Valid,1.001,,,Out of Calibration
RD004890,M7125,SEN-044,2026-03-02 22:44:30,,40 C,5.2 bar,0.61,3.49,0.988,97.61904,Valid,40.0,Valid,0.975,,,Out of Calibration
RD004891,M8799,SEN-045,2026-03-02 22:45:00,,95 F,5.2 bar,1.64,1.49,1.001,97.61904,Valid,35.0,Valid,0.976,,,Out of Calibration
RD004892,M8239,SEN-027,2026-03-02 22:45:30,,95 F,72 psi,7.78,1.0,1.001,47.4537,Valid,35.0,Valid,1.001,,,Out of Calibration
RD004893,M11652,SEN-029,2026-03-02 22:46:00,45.0,,72 psi,4.17,4.82,0.983,45.0,Valid,,Invalid,0.971,43.7,-1.3,Within Limit
RD004894,M8766,SEN-040,2026-03-02 22:46:30,,104 F,5.2 bar,4.68,2.13,1.014,47.4537,Valid,40.0,Valid,0.982,,,Out of Calibration
RD004895,M10436,SEN-021,2026-03-02 22:47:00,60.0,35 C,4.5 bar,4.35,4.08,1.024,60.0,Valid,35.0,Valid,1.01,60.6,0.6,Within Limit
RD004896,M10859,SEN-049,2026-03-02 22:47:30,50.0,85C,5.2 bar,5.13,2.27,0.973,50.0,Valid,85.0,Valid,0.975,48.75,-1.25,Within Limit
RD004897,M9141,SEN-035,2026-03-02 22:48:00,60.0,104 F,65 psi,4.08,4.59,1.022,60.0,Valid,40.0,Valid,1.026,61.56,1.56,Within Limit
RD004898,M10714,SEN-033,2026-03-02 22:48:30,60.0,85C,5.2 bar,2.89,4.14,0.977,60.0,Valid,85.0,Valid,0.986,59.16,-0.84,Within Limit
RD004899,M11502,SEN-038,2026-03-02 22:49:00,60.0,104 F,65 psi,1.42,3.04,0.972,60.0,Valid,40.0,Valid,0.981,58.86,-1.14,Within Limit
RD004900,M8793,SEN-021,2026-03-02 22:49:30,50.0,95 F,72 psi,4.45,2.67,1.026,50.0,Valid,35.0,Valid,1.01,50.5,0.5,Within Limit
RD004901,M10845,SEN-047,2026-03-02 22:50:00,,85C,65 psi,7.83,3.0,1.025,97.61904,Valid,85.0,Valid,0.998,,,Out of Calibration
RD004902,M7426,SEN-011,2026-03-02 22:50:30,45.0,85C,65 psi,5.67,7.24,1.001,45.0,Valid,85.0,Valid,0.99,44.55,-0.45,Within Limit
RD004903,M10759,SEN-021,2026-03-02 22:51:00,50.0,40 C,72 psi,1.5,5.62,1.019,50.0,Valid,40.0,Valid,1.01,50.5,0.5,Within Limit
RD004904,M9993,SEN-022,2026-03-02 22:51:30,,35 C,72 psi,2.05,6.18,1.009,47.4537,Valid,35.0,Valid,1.021,,,Out of Calibration
RD004905,M7969,SEN-023,2026-03-02 22:52:00,,85C,65 psi,6.26,2.84,1.029,97.61904,Valid,85.0,Valid,1.015,,,Out of Calibration
RD004906,M10256,SEN-047,2026-03-02 22:52:30,,85C,4.5 bar,8.22,5.55,1.008,,Invalid,85.0,Valid,0.998,,,Out of Calibration
RD004907,M11507,SEN-042,2026-03-02 22:53:00,,95 F,4.5 bar,5.47,5.63,0.981,47.4537,Valid,35.0,Valid,0.976,,,Out of Calibration
RD004908,M9404,SEN-047,2026-03-02 22:53:30,60.0,95 F,65 psi,3.76,3.1,1.02,60.0,Valid,35.0,Valid,0.998,59.88,-0.12,Within Limit
RD004909,M10299,SEN-022,2026-03-02 22:54:00,,85C,65 psi,0.22,1.6,0.988,,Invalid,85.0,Valid,1.021,,,Out of Calibration
RD004910,M11514,SEN-022,2026-03-02 22:54:30,60.0,40 C,65 psi,1.71,1.35,1.007,60.0,Valid,40.0,Valid,1.021,61.26,1.26,Within Limit
RD004911,M8053,SEN-022,2026-03-02 22:55:00,,95 F,5.2 bar,4.3,1.49,1.019,,Invalid,35.0,Valid,1.021,,,Out of Calibration
RD004912,M8215,SEN-024,2026-03-02 22:55:30,,95 F,72 psi,7.96,7.53,1.023,,Invalid,35.0,Valid,1.028,,,Out of Calibration
RD004913,M9136,SEN-022,2026-03-02 22:56:00,,35 C,65 psi,7.22,7.81,1.013,97.61904,Valid,35.0,Valid,1.021,,,Out of Calibration
RD004914,M10095,SEN-046,2026-03-02 22:56:30,,85C,72 psi,6.99,4.59,0.996,,Invalid,85.0,Valid,0.998,,,Out of Calibration
RD004915,M9687,SEN-007,2026-03-02 22:57:00,,104 F,72 psi,3.0,2.8,1.016,47.4537,Valid,40.0,Valid,1.009,,,Out of Calibration
RD004916,M11191,SEN-043,2026-03-02 22:57:30,45.0,95 F,5.2 bar,4.14,7.37,1.024,45.0,Valid,35.0,Valid,1.021,45.94,0.94,Within Limit
RD004917,M9493,SEN-001,2026-03-02 22:58:00,60.0,35 C,65 psi,2.9,7.05,0.995,60.0,Valid,35.0,Valid,0.991,59.46,-0.54,Within Limit
RD004918,M10249,SEN-041,2026-03-02 22:58:30,45.0,85C,72 psi,3.98,4.3,1.027,45.0,Valid,85.0,Valid,0.984,44.28,-0.72,Within Limit
RD004919,M8409,SEN-023,2026-03-02 22:59:00,60.0,104 F,5.2 bar,5.94,1.59,0.99,60.0,Valid,40.0,Valid,1.015,60.9,0.9,Within Limit
RD004920,M9188,SEN-021,2026-03-02 22:59:30,60.0,35 C,72 psi,1.72,4.45,1.025,60.0,Valid,35.0,Valid,1.01,60.6,0.6,Within Limit
RD004921,M10722,SEN-021,2026-03-02 23:00:00,,85C,72 psi,8.2,4.93,1.027,97.61904,Valid,85.0,Valid,1.01,,,Out of Calibration
RD004922,M8540,SEN-019,2026-03-02 23:00:30,,,65 psi,4.85,5.75,0.996,,Invalid,,Invalid,1.027,,,Out of Calibration
RD004923,M10170,SEN-026,2026-03-02 23:01:00,,40 C,72 psi,2.09,1.95,1.008,47.4537,Valid,40.0,Valid,1.014,,,Out of Calibration
RD004924,M7726,SEN-005,2026-03-02 23:01:30,60.0,40 C,72 psi,4.06,0.89,0.996,60.0,Valid,40.0,Valid,0.994,59.64,-0.36,Within Limit
RD004925,M9061,SEN-050,2026-03-02 23:02:00,60.0,95 F,65 psi,7.05,2.41,0.983,60.0,Valid,35.0,Valid,0.995,59.7,-0.3,Within Limit
RD004926,M8103,SEN-040,2026-03-02 23:02:30,60.0,95 F,72 psi,4.99,6.41,0.984,60.0,Valid,35.0,Valid,0.982,58.92,-1.08,Within Limit
RD004927,M8604,SEN-046,2026-03-02 23:03:00,50.0,,4.5 bar,8.3,1.71,1.005,50.0,Valid,,Invalid,0.998,49.9,-0.1,Within Limit
RD004928,M10449,SEN-009,2026-03-02 23:03:30,50.0,104 F,65 psi,0.28,4.13,0.991,50.0,Valid,40.0,Valid,1.016,50.8,0.8,Within Limit
RD004929,M9812,SEN-002,2026-03-02 23:04:00,50.0,85C,4.5 bar,6.87,6.46,0.992,50.0,Valid,85.0,Valid,1.018,50.9,0.9,Within Limit
RD004930,M9735,SEN-002,2026-03-02 23:04:30,,85C,65 psi,0.46,6.64,0.994,97.61904,Valid,85.0,Valid,1.018,,,Out of Calibration
RD004931,M10111,SEN-022,2026-03-02 23:05:00,45.0,85C,5.2 bar,1.87,6.79,1.007,45.0,Valid,85.0,Valid,1.021,45.94,0.94,Within Limit
RD004932,M7262,SEN-037,2026-03-02 23:05:30,,35 C,72 psi,8.11,0.51,1.0,97.61904,Valid,35.0,Valid,1.028,,,Out of Calibration
RD004933,M9074,SEN-009,2026-03-02 23:06:00,,35 C,4.5 bar,6.92,1.81,0.971,97.61904,Valid,35.0,Valid,1.016,,,Out of Calibration
RD004934,M9240,SEN-044,2026-03-02 23:06:30,,85C,72 psi,1.51,5.75,0.987,,Invalid,85.0,Valid,0.975,,,Out of Calibration
RD004935,M10843,SEN-001,2026-03-02 23:07:00,45.0,35 C,65 psi,8.22,5.59,0.991,45.0,Valid,35.0,Valid,0.991,44.6,-0.4,Within Limit
RD004936,M9751,SEN-033,2026-03-02 23:07:30,45.0,35 C,65 psi,6.22,0.71,0.987,45.0,Valid,35.0,Valid,0.986,44.37,-0.63,Within Limit
RD004937,M7852,SEN-002,2026-03-02 23:08:00,,95 F,4.5 bar,6.75,1.82,0.992,97.61904,Valid,35.0,Valid,1.018,,,Out of Calibration
RD004938,M7311,SEN-005,2026-03-02 23:08:30,45.0,95 F,65 psi,2.66,3.39,0.972,45.0,Valid,35.0,Valid,0.994,44.73,-0.27,Within Limit
RD004939,M7633,SEN-011,2026-03-02 23:09:00,,40 C,5.2 bar,6.37,5.1,0.973,,Invalid,40.0,Valid,0.99,,,Out of Calibration
RD004940,M9227,SEN-031,2026-03-02 23:09:30,,40 C,72 psi,1.45,3.72,0.995,97.61904,Valid,40.0,Valid,1.019,,,Out of Calibration
RD004941,M9348,SEN-050,2026-03-02 23:10:00,,,65 psi,1.48,3.28,0.999,,Invalid,,Invalid,0.995,,,Out of Calibration
RD004942,M9254,SEN-049,2026-03-02 23:10:30,60.0,40 C,4.5 bar,3.46,1.77,1.002,60.0,Valid,40.0,Valid,0.975,58.5,-1.5,Within Limit
RD004943,M9179,SEN-033,2026-03-02 23:11:00,,95 F,5.2 bar,0.3,5.33,0.971,47.4537,Valid,35.0,Valid,0.986,,,Out of Calibration
RD004944,M11352,SEN-040,2026-03-02 23:11:30,,35 C,65 psi,7.38,1.28,1.02,,Invalid,35.0,Valid,0.982,,,Out of Calibration
RD004945,M10598,SEN-035,2026-03-02 23:12:00,,85C,72 psi,6.83,1.26,1.023,47.4537,Valid,85.0,Valid,1.026,,,Out of Calibration
RD004946,M8855,SEN-041,2026-03-02 23:12:30,60.0,,72 psi,6.12,3.78,0.972,60.0,Valid,,Invalid,0.984,59.04,-0.96,Within Limit
RD004947,M7590,SEN-017,2026-03-02 23:13:00,,,65 psi,2.13,6.49,0.999,,Invalid,,Invalid,0.98,,,Out of Calibration
RD004948,M10321,SEN-049,2026-03-02 23:13:30,60.0,35 C,65 psi,7.7,1.46,0.994,60.0,Valid,35.0,Valid,0.975,58.5,-1.5,Within Limit
RD004949,M7185,SEN-018,2026-03-02 23:14:00,50.0,,72 psi,1.27,0.86,0.997,50.0,Valid,,Invalid,1.013,50.65,0.65,Within Limit
RD004950,M10507,SEN-035,2026-03-02 23:14:30,45.0,95 F,65 psi,0.96,2.3,1.028,45.0,Valid,35.0,Valid,1.026,46.17,1.17,Within Limit
RD004951,M10478,SEN-003,2026-03-02 23:15:00,,40 C,65 psi,3.75,7.75,0.999,47.4537,Valid,40.0,Valid,0.997,,,Out of Calibration
RD004952,M10653,SEN-016,2026-03-02 23:15:30,60.0,,65 psi,0.54,1.06,1.008,60.0,Valid,,Invalid,0.999,59.94,-0.06,Within Limit
RD004953,M8792,SEN-038,2026-03-02 23:16:00,,35 C,4.5 bar,4.04,3.23,1.024,,Invalid,35.0,Valid,0.981,,,Out of Calibration
RD004954,M7868,SEN-037,2026-03-02 23:16:30,,95 F,65 psi,1.53,5.01,1.019,,Invalid,35.0,Valid,1.028,,,Out of Calibration
RD004955,M9953,SEN-044,2026-03-02 23:17:00,,35 C,72 psi,1.84,6.61,0.997,,Invalid,35.0,Valid,0.975,,,Out of Calibration
RD004956,M7752,SEN-033,2026-03-02 23:17:30,,,5.2 bar,8.07,7.47,1.019,97.61904,Valid,,Invalid,0.986,,,Out of Calibration
RD004957,M11828,SEN-002,2026-03-02 23:18:00,50.0,104 F,72 psi,0.65,5.24,0.981,50.0,Valid,40.0,Valid,1.018,50.9,0.9,Within Limit
RD004958,M11255,SEN-005,2026-03-02 23:18:30,,104 F,65 psi,1.62,1.38,1.007,,Invalid,40.0,Valid,0.994,,,Out of Calibration
RD004959,M10735,SEN-011,2026-03-02 23:19:00,,104 F,5.2 bar,8.43,5.01,1.004,97.61904,Valid,40.0,Valid,0.99,,,Out of Calibration
RD004960,M8159,SEN-025,2026-03-02 23:19:30,50.0,40 C,72 psi,3.68,1.66,0.985,50.0,Valid,40.0,Valid,1.01,50.5,0.5,Within Limit
RD004961,M11289,SEN-030,2026-03-02 23:20:00,,40 C,4.5 bar,6.18,0.76,1.008,,Invalid,40.0,Valid,0.997,,,Out of Calibration
RD004962,M10702,SEN-030,2026-03-02 23:20:30,45.0,35 C,65 psi,6.1,3.38,1.021,45.0,Valid,35.0,Valid,0.997,44.86,-0.14,Within Limit
RD004963,M8062,SEN-030,2026-03-02 23:21:00,50.0,95 F,5.2 bar,6.36,5.91,1.006,50.0,Valid,35.0,Valid,0.997,49.85,-0.15,Within Limit
RD004964,M8468,SEN-003,2026-03-02 23:21:30,,40 C,65 psi,1.74,3.28,0.979,47.4537,Valid,40.0,Valid,0.997,,,Out of Calibration
RD004965,M11384,SEN-017,2026-03-02 23:22:00,,85C,5.2 bar,7.74,2.5,0.974,97.61904,Valid,85.0,Valid,0.98,,,Out of Calibration
RD004966,M10173,SEN-050,2026-03-02 23:22:30,50.0,95 F,4.5 bar,6.37,5.0,1.006,50.0,Valid,35.0,Valid,0.995,49.75,-0.25,Within Limit
RD004967,M7600,SEN-021,2026-03-02 23:23:00,,35 C,72 psi,6.65,7.0,0.973,97.61904,Valid,35.0,Valid,1.01,,,Out of Calibration
RD004968,M7197,SEN-021,2026-03-02 23:23:30,50.0,95 F,4.5 bar,8.39,2.67,1.024,50.0,Valid,35.0,Valid,1.01,50.5,0.5,Within Limit
RD004969,M10129,SEN-043,2026-03-02 23:24:00,60.0,35 C,4.5 bar,7.16,1.27,0.977,60.0,Valid,35.0,Valid,1.021,61.26,1.26,Within Limit
RD004970,M11062,SEN-045,2026-03-02 23:24:30,,35 C,4.5 bar,6.24,7.5,1.007,,Invalid,35.0,Valid,0.976,,,Out of Calibration
RD004971,M7588,SEN-021,2026-03-02 23:25:00,,,5.2 bar,2.35,0.56,1.015,,Invalid,,Invalid,1.01,,,Out of Calibration
RD004972,M7924,SEN-011,2026-03-02 23:25:30,60.0,40 C,72 psi,5.39,2.06,1.011,60.0,Valid,40.0,Valid,0.99,59.4,-0.6,Within Limit
RD004973,M11146,SEN-037,2026-03-02 23:26:00,,95 F,4.5 bar,5.66,4.2,1.011,47.4537,Valid,35.0,Valid,1.028,,,Out of Calibration
RD004974,M7163,SEN-035,2026-03-02 23:26:30,60.0,35 C,65 psi,0.6,4.19,1.029,60.0,Valid,35.0,Valid,1.026,61.56,1.56,Within Limit
RD004975,M11490,SEN-017,2026-03-02 23:27:00,60.0,95 F,72 psi,4.67,7.84,1.008,60.0,Valid,35.0,Valid,0.98,58.8,-1.2,Within Limit
RD004976,M8537,SEN-026,2026-03-02 23:27:30,,95 F,5.2 bar,1.46,3.78,0.998,,Invalid,35.0,Valid,1.014,,,Out of Calibration
RD004977,M11315,SEN-012,2026-03-02 23:28:00,,85C,72 psi,0.31,6.74,0.989,47.4537,Valid,85.0,Valid,1.012,,,Out of Calibration
RD004978,M8877,SEN-026,2026-03-02 23:28:30,45.0,104 F,4.5 bar,3.61,7.01,0.981,45.0,Valid,40.0,Valid,1.014,45.63,0.63,Within Limit
RD004979,M8360,SEN-016,2026-03-02 23:29:00,45.0,85C,72 psi,0.38,3.37,0.977,45.0,Valid,85.0,Valid,0.999,44.96,-0.04,Within Limit
RD004980,M7204,SEN-019,2026-03-02 23:29:30,45.0,40 C,4.5 bar,7.05,5.07,1.02,45.0,Valid,40.0,Valid,1.027,46.22,1.22,Within Limit
RD004981,M10571,SEN-050,2026-03-02 23:30:00,,104 F,4.5 bar,2.49,7.84,0.973,47.4537,Valid,40.0,Valid,0.995,,,Out of Calibration
RD004982,M9277,SEN-039,2026-03-02 23:30:30,50.0,95 F,4.5 bar,2.67,1.49,1.029,50.0,Valid,35.0,Valid,1.013,50.65,0.65,Within Limit
RD004983,M9178,SEN-034,2026-03-02 23:31:00,60.0,104 F,65 psi,6.26,6.38,1.016,60.0,Valid,40.0,Valid,1.016,60.96,0.96,Within Limit
RD004984,M11044,SEN-010,2026-03-02 23:31:30,50.0,104 F,5.2 bar,7.73,7.69,0.995,50.0,Valid,40.0,Valid,1.006,50.3,0.3,Within Limit
RD004985,M7937,SEN-039,2026-03-02 23:32:00,60.0,95 F,72 psi,7.53,7.37,0.978,60.0,Valid,35.0,Valid,1.013,60.78,0.78,Within Limit
RD004986,M8930,SEN-046,2026-03-02 23:32:30,,,65 psi,0.42,5.73,1.006,47.4537,Valid,,Invalid,0.998,,,Out of Calibration
RD004987,M11311,SEN-006,2026-03-02 23:33:00,,95 F,5.2 bar,6.31,3.37,0.984,97.61904,Valid,35.0,Valid,0.995,,,Out of Calibration
RD004988,M10035,SEN-043,2026-03-02 23:33:30,50.0,104 F,4.5 bar,2.59,1.59,1.025,50.0,Valid,40.0,Valid,1.021,51.05,1.05,Within Limit
RD004989,M8362,SEN-050,2026-03-02 23:34:00,,85C,65 psi,3.55,1.08,1.022,47.4537,Valid,85.0,Valid,0.995,,,Out of Calibration
RD004990,M9227,SEN-011,2026-03-02 23:34:30,45.0,85C,4.5 bar,8.25,0.8,0.996,45.0,Valid,85.0,Valid,0.99,44.55,-0.45,Within Limit
RD004991,M10438,SEN-031,2026-03-02 23:35:00,45.0,85C,4.5 bar,6.71,1.72,1.017,45.0,Valid,85.0,Valid,1.019,45.86,0.86,Within Limit
RD004992,M11669,SEN-035,2026-03-02 23:35:30,50.0,40 C,65 psi,2.9,2.65,1.005,50.0,Valid,40.0,Valid,1.026,51.3,1.3,Within Limit
RD004993,M11632,SEN-020,2026-03-02 23:36:00,50.0,40 C,5.2 bar,1.52,2.27,0.987,50.0,Valid,40.0,Valid,0.985,49.25,-0.75,Within Limit
RD004994,M11570,SEN-029,2026-03-02 23:36:30,45.0,95 F,5.2 bar,5.24,2.45,1.028,45.0,Valid,35.0,Valid,0.971,43.7,-1.3,Within Limit
RD004995,M11055,SEN-001,2026-03-02 23:37:00,,40 C,65 psi,1.85,1.97,1.022,,Invalid,40.0,Valid,0.991,,,Out of Calibration
RD004996,M9589,SEN-032,2026-03-02 23:37:30,,35 C,72 psi,4.31,1.11,1.026,47.4537,Valid,35.0,Valid,1.021,,,Out of Calibration
RD004997,M7094,SEN-006,2026-03-02 23:38:00,50.0,40 C,72 psi,5.6,7.27,0.994,50.0,Valid,40.0,Valid,0.995,49.75,-0.25,Within Limit
RD004998,M11991,SEN-022,2026-03-02 23:38:30,45.0,104 F,72 psi,5.21,6.89,1.005,45.0,Valid,40.0,Valid,1.021,45.94,0.94,Within Limit
RD004999,M9384,SEN-034,2026-03-02 23:39:00,50.0,,4.5 bar,4.83,7.9,0.981,50.0,Valid,,Invalid,1.016,50.8,0.8,Within Limit
RD005000,M8246,SEN-033,2026-03-02 23:39:30,60.0,35 C,72 psi,2.44,2.0,0.987,60.0,Valid,35.0,Valid,0.986,59.16,-0.84,Within Limit
RD005001,M11196,SEN-005,2026-03-02 23:40:00,,35 C,72 psi,0.35,4.26,1.024,,Invalid,35.0,Valid,0.994,,,Out of Calibration
RD005002,M10620,SEN-014,2026-03-02 23:40:30,,95 F,5.2 bar,2.32,7.11,0.999,,Invalid,35.0,Valid,1.026,,,Out of Calibration
RD005003,M8246,SEN-042,2026-03-02 23:41:00,60.0,95 F,4.5 bar,3.3,5.42,1.008,60.0,Valid,35.0,Valid,0.976,58.56,-1.44,Within Limit
RD005004,M7734,SEN-024,2026-03-02 23:41:30,60.0,40 C,65 psi,5.64,6.07,1.029,60.0,Valid,40.0,Valid,1.028,61.68,1.68,Within Limit
RD005005,M8628,SEN-017,2026-03-02 23:42:00,,95 F,65 psi,3.52,3.8,1.0,47.4537,Valid,35.0,Valid,0.98,,,Out of Calibration
RD005006,M9425,SEN-050,2026-03-02 23:42:30,60.0,85C,65 psi,7.05,7.47,0.994,60.0,Valid,85.0,Valid,0.995,59.7,-0.3,Within Limit
RD005007,M7525,SEN-021,2026-03-02 23:43:00,45.0,95 F,65 psi,0.45,2.81,0.989,45.0,Valid,35.0,Valid,1.01,45.45,0.45,Within Limit
RD005008,M8687,SEN-045,2026-03-02 23:43:30,50.0,95 F,5.2 bar,0.85,4.65,1.016,50.0,Valid,35.0,Valid,0.976,48.8,-1.2,Within Limit
RD005009,M7177,SEN-041,2026-03-02 23:44:00,45.0,95 F,72 psi,6.98,6.63,0.99,45.0,Valid,35.0,Valid,0.984,44.28,-0.72,Within Limit
RD005010,M7684,SEN-006,2026-03-02 23:44:30,60.0,85C,72 psi,2.82,3.55,1.011,60.0,Valid,85.0,Valid,0.995,59.7,-0.3,Within Limit
RD005011,M11172,SEN-028,2026-03-02 23:45:00,,104 F,65 psi,5.15,4.93,0.986,47.4537,Valid,40.0,Valid,1.028,,,Out of Calibration
RD005012,M10584,SEN-031,2026-03-02 23:45:30,,95 F,72 psi,4.65,7.63,0.986,97.61904,Valid,35.0,Valid,1.019,,,Out of Calibration
RD005013,M9898,SEN-026,2026-03-02 23:46:00,45.0,104 F,4.5 bar,4.36,5.66,1.029,45.0,Valid,40.0,Valid,1.014,45.63,0.63,Within Limit
RD005014,M7073,SEN-025,2026-03-02 23:46:30,,95 F,72 psi,8.29,6.49,0.993,,Invalid,35.0,Valid,1.01,,,Out of Calibration
RD005015,M8153,SEN-012,2026-03-02 23:47:00,,35 C,5.2 bar,0.65,4.23,1.027,97.61904,Valid,35.0,Valid,1.012,,,Out of Calibration
RD005016,M7078,SEN-030,2026-03-02 23:47:30,50.0,85C,72 psi,1.3,2.72,1.015,50.0,Valid,85.0,Valid,0.997,49.85,-0.15,Within Limit
RD005017,M7318,SEN-034,2026-03-02 23:48:00,60.0,40 C,4.5 bar,6.15,3.6,1.005,60.0,Valid,40.0,Valid,1.016,60.96,0.96,Within Limit
RD005018,M11715,SEN-039,2026-03-02 23:48:30,60.0,104 F,65 psi,1.71,4.86,1.017,60.0,Valid,40.0,Valid,1.013,60.78,0.78,Within Limit
RD005019,M11068,SEN-034,2026-03-02 23:49:00,,35 C,65 psi,8.44,6.12,0.981,47.4537,Valid,35.0,Valid,1.016,,,Out of Calibration
RD005020,M10942,SEN-029,2026-03-02 23:49:30,,,65 psi,3.9,0.53,1.001,47.4537,Valid,,Invalid,0.971,,,Out of Calibration
RD005021,M7726,SEN-044,2026-03-02 23:50:00,60.0,104 F,5.2 bar,6.77,4.11,0.974,60.0,Valid,40.0,Valid,0.975,58.5,-1.5,Within Limit
RD005022,M10250,SEN-034,2026-03-02 23:50:30,50.0,85C,65 psi,5.55,5.66,1.005,50.0,Valid,85.0,Valid,1.016,50.8,0.8,Within Limit
RD005023,M9247,SEN-036,2026-03-02 23:51:00,50.0,,4.5 bar,2.92,2.43,0.975,50.0,Valid,,Invalid,1.012,50.6,0.6,Within Limit
RD005024,M11112,SEN-020,2026-03-02 23:51:30,45.0,40 C,65 psi,6.66,2.68,1.014,45.0,Valid,40.0,Valid,0.985,44.32,-0.68,Within Limit
RD005025,M11371,SEN-025,2026-03-02 23:52:00,45.0,,5.2 bar,7.36,6.77,1.001,45.0,Valid,,Invalid,1.01,45.45,0.45,Within Limit
RD005026,M10909,SEN-040,2026-03-02 23:52:30,60.0,40 C,4.5 bar,6.15,3.14,0.972,60.0,Valid,40.0,Valid,0.982,58.92,-1.08,Within Limit
RD005027,M11956,SEN-023,2026-03-02 23:53:00,50.0,35 C,5.2 bar,8.45,2.52,1.017,50.0,Valid,35.0,Valid,1.015,50.75,0.75,Within Limit
RD005028,M10706,SEN-044,2026-03-02 23:53:30,,95 F,72 psi,7.85,3.51,1.014,97.61904,Valid,35.0,Valid,0.975,,,Out of Calibration
RD005029,M11625,SEN-006,2026-03-02 23:54:00,50.0,40 C,4.5 bar,7.81,7.97,0.983,50.0,Valid,40.0,Valid,0.995,49.75,-0.25,Within Limit
RD005030,M9633,SEN-032,2026-03-02 23:54:30,60.0,,5.2 bar,8.18,5.08,1.004,60.0,Valid,,Invalid,1.021,61.26,1.26,Within Limit
RD005031,M8130,SEN-010,2026-03-02 23:55:00,45.0,95 F,4.5 bar,7.97,4.46,1.022,45.0,Valid,35.0,Valid,1.006,45.27,0.27,Within Limit
RD005032,M11137,SEN-005,2026-03-02 23:55:30,,95 F,72 psi,5.15,4.46,1.022,47.4537,Valid,35.0,Valid,0.994,,,Out of Calibration
RD005033,M7975,SEN-049,2026-03-02 23:56:00,60.0,40 C,65 psi,3.11,1.38,1.001,60.0,Valid,40.0,Valid,0.975,58.5,-1.5,Within Limit
