VIN,Work_Order,Station,Line,Timestamp,Part_Number,Supplier_Code,Torque,Temperature,Pressure,Defect,Inspection_Source,Tool_ID,Operator_ID,Shift,Scrap_Reason,BOM_Status,VIN_Status,Masked_VIN,Supplier_Status,Supplier_Name,Country,Sensor_Number,Calibration_Factor,Calibration_Status,Cycle_Time_Minutes,Cycle_Time_Status,VIN_Count,WO_VIN_Status,Station_Visit_Count,Rework_Status,Shift_Status,Scrap_Reason_Status
MA1AB100000002477,WO102477,ST02,L02,2026-07-03 09:36:15,ENG-1239,SUP9999,,40.0,3.51,OK,Human,TL075,EMP304,B,Material,Valid,Valid,MA1AB*********477,Invalid,,,075,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002478,WO102478,ST05,L01,2026-07-03 09:37:30,ENG-1236,SUP1035,50.0,35.0,5.91,OK,Human,TL033,EMP262,B,Material,Valid,Valid,MA1AB*********478,Valid,Supplier_36,Thailand,033,0.998,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002479,WO102479,ST01,L02,2026-07-03 09:38:45,ENG-1001,NAN,50.0,35.0,5.79,Repair,Automated,TL025,EMP280,A,Weld Crack,Valid,Valid,MA1AB*********479,Invalid,,,025,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002480,WO102480,ST01,L01,2026-07-03 09:40:00,ENG-1230,NAN,45.0,35.0,6.06,Reject,Human,TL999,EMP180,Nan,Not Available,Valid,Valid,MA1AB*********480,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002481,WO102481,ST05,L01,2026-07-03 09:41:15,ENG-1043,NAN,35.0,35.0,3.3,OK,Automated,TL999,EMP253,A,Not Available,Valid,Valid,MA1AB*********481,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002482,WO102482,ST01,L03,2026-07-03 09:42:30,ENG-1001,SUP9999,50.0,35.0,4.34,Reject,Automated,TL027,EMP291,Nan,Material,Valid,Valid,MA1AB*********482,Invalid,,,027,1.005,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002483,WO102483,ST02,L02,2026-07-03 09:43:45,ENG-1075,NAN,45.0,35.0,4.54,,Human,TL999,EMP283,B,Paint Defect,Valid,Valid,MA1AB*********483,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002484,WO102484,ST03,L02,2026-07-03 09:45:00,ENG-1260,NAN,,42.0,5.14,OK,Human,TL078,EMP148,C,Weld Crack,Valid,Valid,MA1AB*********484,Invalid,,,078,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002485,WO102485,ST01,L01,2026-07-03 09:46:15,ENG-1022,NAN,,35.0,5.04,,Automated,TL999,EMP265,Nan,Dimension,Valid,Valid,MA1AB*********485,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002486,WO102486,ST06,L02,2026-07-03 09:47:30,ENG-1001,SUP9999,45.0,40.0,3.68,OK,Automated,TL060,EMP161,C,Paint Defect,Valid,Valid,MA1AB*********486,Invalid,,,060,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002487,WO102487,ST02,L03,2026-07-03 09:48:45,ENG-1110,NAN,50.0,40.0,4.23,OK,Automated,TL999,EMP340,A,Paint Defect,Valid,Valid,MA1AB*********487,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002488,WO102488,ST05,L03,2026-07-03 09:50:00,ENG-1210,SUP1085,,42.0,4.64,Reject,Human,TL999,EMP127,Nan,Dimension,Valid,Valid,MA1AB*********488,Valid,Supplier_86,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002489,WO102489,ST02,L02,2026-07-03 09:51:15,ENG-1001,SUP9999,50.0,40.0,3.24,OK,Human,TL091,EMP214,C,Weld Crack,Valid,Valid,MA1AB*********489,Invalid,,,091,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002490,WO102490,ST03,L03,2026-07-03 09:52:30,ENG-1001,SUP9999,50.0,35.0,3.46,Reject,Human,TL024,EMP183,A,Paint Defect,Valid,Valid,MA1AB*********490,Invalid,,,024,0.993,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002491,WO102491,ST06,L02,2026-07-03 09:53:45,ENG-1001,SUP1184,,35.0,3.87,Repair,Automated,TL999,EMP117,C,Weld Crack,Valid,Valid,MA1AB*********491,Valid,Supplier_185,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002492,WO102492,ST02,L02,2026-07-03 09:55:00,ENG-1109,NAN,,35.0,4.78,,Automated,TL020,EMP251,B,Not Available,Valid,Valid,MA1AB*********492,Invalid,,,020,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002493,WO102493,ST01,L03,2026-07-03 09:56:15,ENG-1398,NAN,35.0,42.0,5.79,OK,Human,TL078,EMP142,C,Not Available,Valid,Valid,MA1AB*********493,Invalid,,,078,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002494,WO102494,ST02,L03,2026-07-03 09:57:30,ENG-1001,SUP9999,35.0,42.0,3.27,Repair,Automated,TL026,EMP335,Nan,Material,Valid,Valid,MA1AB*********494,Invalid,,,026,1.0,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002495,WO102495,ST04,L03,2026-07-03 09:58:45,ENG-1001,SUP9999,,40.0,5.19,OK,Human,TL057,EMP179,C,Dimension,Valid,Valid,MA1AB*********495,Invalid,,,057,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002496,WO102496,ST02,L02,2026-07-03 10:00:00,ENG-1001,NAN,35.0,40.0,5.89,OK,Automated,TL999,EMP229,B,Paint Defect,Valid,Valid,MA1AB*********496,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002497,WO102497,ST01,L03,2026-07-03 10:01:15,ENG-1001,SUP1148,50.0,40.0,3.68,Repair,Human,TL999,EMP244,B,Weld Crack,Valid,Valid,MA1AB*********497,Valid,Supplier_149,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002498,WO102498,ST03,L02,2026-07-03 10:02:30,ENG-1229,SUP1124,50.0,40.0,5.87,OK,Human,TL061,EMP286,C,Dimension,Valid,Valid,MA1AB*********498,Valid,Supplier_125,Thailand,061,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002499,WO102499,ST03,L01,2026-07-03 10:03:45,ENG-1399,NAN,50.0,40.0,4.41,OK,Human,TL046,EMP339,C,Material,Valid,Valid,MA1AB*********499,Invalid,,,046,0.976,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002500,WO102500,ST02,L01,2026-07-03 10:05:00,ENG-1279,NAN,,35.0,4.66,Reject,Automated,TL999,EMP341,B,Paint Defect,Valid,Valid,MA1AB*********500,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002501,WO102501,ST05,L03,2026-07-03 10:06:15,ENG-1001,SUP1004,50.0,35.0,4.71,Repair,Automated,TL054,EMP158,C,Paint Defect,Valid,Valid,MA1AB*********501,Valid,Supplier_5,Germany,054,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002502,WO102502,ST01,L03,2026-07-03 10:07:30,ENG-1499,NAN,35.0,35.0,4.78,Reject,Human,TL999,EMP248,B,Paint Defect,Valid,Valid,MA1AB*********502,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002503,WO102503,ST03,L02,2026-07-03 10:08:45,ENG-1299,NAN,35.0,40.0,6.0,Reject,Human,TL081,EMP123,B,Weld Crack,Valid,Valid,MA1AB*********503,Invalid,,,081,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002504,WO102504,ST01,L01,2026-07-03 10:10:00,ENG-1197,NAN,50.0,35.0,3.29,OK,Human,TL031,EMP193,B,Weld Crack,Valid,Valid,MA1AB*********504,Invalid,,,031,1.01,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002505,WO102505,ST02,L01,2026-07-03 10:11:15,ENG-1001,NAN,35.0,35.0,4.04,OK,Human,TL011,EMP224,A,Weld Crack,Valid,Valid,MA1AB*********505,Invalid,,,011,0.98,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002506,WO102506,ST04,L01,2026-07-03 10:12:30,ENG-1001,SUP1123,45.0,35.0,3.73,Reject,Human,TL032,EMP269,Nan,Dimension,Valid,Valid,MA1AB*********506,Valid,Supplier_124,Japan,032,1.024,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002507,WO102507,ST06,L02,2026-07-03 10:13:45,ENG-1462,NAN,45.0,35.0,5.1,OK,Human,TL999,EMP322,C,Weld Crack,Valid,Valid,MA1AB*********507,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002508,WO102508,ST03,L02,2026-07-03 10:15:00,ENG-1001,SUP1135,50.0,35.0,5.47,Reject,Automated,TL999,EMP333,A,Paint Defect,Valid,Valid,MA1AB*********508,Valid,Supplier_136,Japan,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002509,WO102509,ST05,L03,2026-07-03 10:16:15,ENG-1001,NAN,45.0,35.0,4.55,OK,Human,TL999,EMP102,B,Dimension,Valid,Valid,MA1AB*********509,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002510,WO102510,ST03,L03,2026-07-03 10:17:30,ENG-1495,SUP9999,45.0,35.0,5.01,OK,Human,TL070,EMP172,A,Weld Crack,Valid,Valid,MA1AB*********510,Invalid,,,070,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002511,WO102511,ST04,L01,2026-07-03 10:18:45,ENG-1001,NAN,45.0,35.0,4.29,Reject,Human,TL999,EMP278,A,Material,Valid,Valid,MA1AB*********511,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002512,WO102512,ST04,L01,2026-07-03 10:20:00,ENG-1001,NAN,,40.0,3.66,,Human,TL021,EMP156,A,Not Available,Valid,Valid,MA1AB*********512,Invalid,,,021,0.981,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002513,WO102513,ST02,L02,2026-07-03 10:21:15,ENG-1001,SUP9999,35.0,35.0,3.69,Repair,Automated,TL087,EMP125,A,Dimension,Valid,Valid,MA1AB*********513,Invalid,,,087,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002514,WO102514,ST03,L03,2026-07-03 10:22:30,ENG-1056,SUP9999,,35.0,5.96,OK,Human,TL041,EMP185,B,Material,Valid,Valid,MA1AB*********514,Invalid,,,041,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002515,WO102515,ST02,L02,2026-07-03 10:23:45,ENG-1386,SUP9999,35.0,35.0,3.69,OK,Automated,TL999,EMP275,C,Weld Crack,Valid,Valid,MA1AB*********515,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002516,WO102516,ST01,L02,2026-07-03 10:25:00,ENG-1484,SUP1092,45.0,42.0,5.46,OK,Automated,TL999,EMP182,C,Not Available,Valid,Valid,MA1AB*********516,Valid,Supplier_93,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002517,WO102517,ST05,L03,2026-07-03 10:26:15,ENG-1163,SUP9999,,40.0,4.5,,Automated,TL999,EMP211,Nan,Material,Valid,Valid,MA1AB*********517,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002518,WO102518,ST03,L01,2026-07-03 10:27:30,ENG-1375,NAN,35.0,35.0,5.09,Repair,Automated,TL999,EMP312,A,Paint Defect,Valid,Valid,MA1AB*********518,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002519,WO102519,ST04,L02,2026-07-03 10:28:45,ENG-1167,SUP9999,35.0,40.0,3.68,OK,Automated,TL032,EMP240,B,Material,Valid,Valid,MA1AB*********519,Invalid,,,032,1.024,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002520,WO102520,ST01,L01,2026-07-03 10:30:00,ENG-1433,SUP1033,50.0,35.0,3.46,,Human,TL999,EMP107,Nan,Weld Crack,Valid,Valid,MA1AB*********520,Valid,Supplier_34,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002521,WO102521,ST02,L03,2026-07-03 10:31:15,ENG-1015,NAN,45.0,42.0,3.29,Reject,Human,TL999,EMP116,A,Dimension,Valid,Valid,MA1AB*********521,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002522,WO102522,ST05,L02,2026-07-03 10:32:30,ENG-1410,SUP1184,,35.0,5.14,Reject,Automated,TL999,EMP333,Nan,Weld Crack,Valid,Valid,MA1AB*********522,Valid,Supplier_185,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002523,WO102523,ST02,L01,2026-07-03 10:33:45,ENG-1001,SUP9999,45.0,42.0,5.04,Reject,Human,TL032,EMP247,A,Not Available,Valid,Valid,MA1AB*********523,Invalid,,,032,1.024,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002524,WO102524,ST02,L02,2026-07-03 10:35:00,ENG-1001,SUP9999,,40.0,4.55,Repair,Human,TL999,EMP133,C,Material,Valid,Valid,MA1AB*********524,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002525,WO102525,ST02,L03,2026-07-03 10:36:15,ENG-1014,SUP1123,35.0,35.0,4.5,Reject,Automated,TL999,EMP322,Nan,Not Available,Valid,Valid,MA1AB*********525,Valid,Supplier_124,Japan,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002526,WO102526,ST03,L01,2026-07-03 10:37:30,ENG-1340,SUP1142,50.0,42.0,5.98,Reject,Automated,TL065,EMP212,Nan,Weld Crack,Valid,Valid,MA1AB*********526,Valid,Supplier_143,Germany,065,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002527,WO102527,ST06,L01,2026-07-03 10:38:45,ENG-1373,NAN,50.0,35.0,4.74,Reject,Automated,TL999,EMP281,Nan,Weld Crack,Valid,Valid,MA1AB*********527,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002528,WO102528,ST03,L01,2026-07-03 10:40:00,ENG-1317,NAN,50.0,40.0,5.79,OK,Human,TL999,EMP107,B,Material,Valid,Valid,MA1AB*********528,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002529,WO102529,ST02,L03,2026-07-03 10:41:15,ENG-1216,NAN,50.0,40.0,4.03,Reject,Automated,TL999,EMP163,B,Paint Defect,Valid,Valid,MA1AB*********529,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002530,WO102530,ST02,L03,2026-07-03 10:42:30,ENG-1177,SUP1181,45.0,40.0,5.12,Repair,Human,TL999,EMP163,C,Weld Crack,Valid,Valid,MA1AB*********530,Valid,Supplier_182,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002531,WO102531,ST04,L02,2026-07-03 10:43:45,ENG-1458,NAN,35.0,35.0,5.67,Repair,Automated,TL025,EMP169,A,Not Available,Valid,Valid,MA1AB*********531,Invalid,,,025,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002532,WO102532,ST05,L03,2026-07-03 10:45:00,ENG-1449,SUP9999,,35.0,3.94,OK,Automated,TL999,EMP154,Nan,Weld Crack,Valid,Valid,MA1AB*********532,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002533,WO102533,ST02,L01,2026-07-03 10:46:15,ENG-1454,SUP9999,,35.0,4.02,Reject,Automated,TL047,EMP289,C,Weld Crack,Valid,Valid,MA1AB*********533,Invalid,,,047,0.993,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002534,WO102534,ST05,L02,2026-07-03 10:47:30,ENG-1478,SUP1021,45.0,40.0,4.18,Reject,Automated,TL999,EMP222,C,Weld Crack,Valid,Valid,MA1AB*********534,Valid,Supplier_22,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002535,WO102535,ST02,L03,2026-07-03 10:48:45,ENG-1001,NAN,50.0,40.0,3.89,OK,Automated,TL010,EMP259,A,Not Available,Valid,Valid,MA1AB*********535,Invalid,,,010,0.976,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002536,WO102536,ST02,L02,2026-07-03 10:50:00,ENG-1001,NAN,35.0,42.0,5.12,Reject,Human,TL999,EMP144,C,Dimension,Valid,Valid,MA1AB*********536,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002537,WO102537,ST04,L02,2026-07-03 10:51:15,ENG-1001,NAN,45.0,42.0,3.9,OK,Human,TL999,EMP307,A,Paint Defect,Valid,Valid,MA1AB*********537,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002538,WO102538,ST06,L03,2026-07-03 10:52:30,ENG-1038,SUP9999,35.0,35.0,3.34,Repair,Human,TL999,EMP289,B,Not Available,Valid,Valid,MA1AB*********538,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002539,WO102539,ST01,L03,2026-07-03 10:53:45,ENG-1257,SUP9999,,42.0,5.82,,Automated,TL999,EMP340,B,Paint Defect,Valid,Valid,MA1AB*********539,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002540,WO102540,ST04,L03,2026-07-03 10:55:00,ENG-1024,NAN,,35.0,4.43,OK,Automated,TL015,EMP196,Nan,Weld Crack,Valid,Valid,MA1AB*********540,Invalid,,,015,0.973,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002541,WO102541,ST03,L02,2026-07-03 10:56:15,ENG-1310,SUP1037,,35.0,4.32,OK,Automated,TL999,EMP212,A,Paint Defect,Valid,Valid,MA1AB*********541,Valid,Supplier_38,India,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002542,WO102542,ST01,L01,2026-07-03 10:57:30,ENG-1055,SUP1081,35.0,35.0,3.44,OK,Human,TL033,EMP147,Nan,Weld Crack,Valid,Valid,MA1AB*********542,Valid,Supplier_82,Germany,033,0.998,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002543,WO102543,ST02,L03,2026-07-03 10:58:45,ENG-1492,SUP1163,45.0,35.0,3.37,Repair,Human,TL999,EMP136,C,Not Available,Valid,Valid,MA1AB*********543,Valid,Supplier_164,India,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002544,WO102544,ST03,L03,2026-07-03 11:00:00,ENG-1001,NAN,,42.0,3.68,OK,Human,TL037,EMP171,C,Weld Crack,Valid,Valid,MA1AB*********544,Invalid,,,037,1.027,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002545,WO102545,ST05,L02,2026-07-03 11:01:15,ENG-1001,SUP9999,35.0,35.0,5.25,Reject,Automated,TL999,EMP248,C,Weld Crack,Valid,Valid,MA1AB*********545,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002546,WO102546,ST06,L03,2026-07-03 11:02:30,ENG-1001,SUP9999,,40.0,3.82,Repair,Human,TL076,EMP107,C,Paint Defect,Valid,Valid,MA1AB*********546,Invalid,,,076,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002547,WO102547,ST03,L02,2026-07-03 11:03:45,ENG-1001,NAN,35.0,40.0,4.49,OK,Automated,TL040,EMP110,C,Material,Valid,Valid,MA1AB*********547,Invalid,,,040,1.028,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002548,WO102548,ST04,L03,2026-07-03 11:05:00,ENG-1139,SUP1081,50.0,35.0,4.85,,Automated,TL056,EMP323,B,Material,Valid,Valid,MA1AB*********548,Valid,Supplier_82,Germany,056,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002549,WO102549,ST06,L03,2026-07-03 11:06:15,ENG-1001,NAN,,40.0,5.28,Reject,Automated,TL999,EMP178,Nan,Dimension,Valid,Valid,MA1AB*********549,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002550,WO102550,ST01,L02,2026-07-03 11:07:30,ENG-1167,SUP1043,45.0,35.0,4.65,,Automated,TL022,EMP197,C,Paint Defect,Valid,Valid,MA1AB*********550,Valid,Supplier_44,Germany,022,0.981,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002551,WO102551,ST02,L03,2026-07-03 11:08:45,ENG-1011,SUP9999,50.0,35.0,4.65,Reject,Human,TL999,EMP195,B,Paint Defect,Valid,Valid,MA1AB*********551,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002552,WO102552,ST03,L02,2026-07-03 11:10:00,ENG-1328,SUP9999,50.0,35.0,5.59,OK,Automated,TL999,EMP298,C,Dimension,Valid,Valid,MA1AB*********552,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002553,WO102553,ST04,L02,2026-07-03 11:11:15,ENG-1001,NAN,50.0,35.0,4.16,,Human,TL999,EMP207,Nan,Material,Valid,Valid,MA1AB*********553,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002554,WO102554,ST01,L01,2026-07-03 11:12:30,ENG-1001,SUP1083,35.0,40.0,4.91,OK,Human,TL999,EMP244,Nan,Paint Defect,Valid,Valid,MA1AB*********554,Valid,Supplier_84,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002555,WO102555,ST03,L01,2026-07-03 11:13:45,ENG-1001,SUP9999,45.0,35.0,3.37,,Automated,TL035,EMP212,A,Not Available,Valid,Valid,MA1AB*********555,Invalid,,,035,1.003,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002556,WO102556,ST05,L01,2026-07-03 11:15:00,ENG-1175,SUP9999,35.0,40.0,4.84,Reject,Automated,TL041,EMP314,C,Not Available,Valid,Valid,MA1AB*********556,Invalid,,,041,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002557,WO102557,ST04,L03,2026-07-03 11:16:15,ENG-1001,NAN,35.0,42.0,3.67,Reject,Automated,TL999,EMP133,Nan,Weld Crack,Valid,Valid,MA1AB*********557,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002558,WO102558,ST01,L02,2026-07-03 11:17:30,ENG-1001,SUP1036,,35.0,3.79,Repair,Human,TL999,EMP234,Nan,Weld Crack,Valid,Valid,MA1AB*********558,Valid,Supplier_37,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002559,WO102559,ST03,L01,2026-07-03 11:18:45,ENG-1266,SUP9999,50.0,35.0,5.11,OK,Human,TL037,EMP282,A,Dimension,Valid,Valid,MA1AB*********559,Invalid,,,037,1.027,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002560,WO102560,ST02,L02,2026-07-03 11:20:00,ENG-1024,NAN,35.0,35.0,4.66,Reject,Automated,TL037,EMP235,C,Weld Crack,Valid,Valid,MA1AB*********560,Invalid,,,037,1.027,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002561,WO102561,ST02,L03,2026-07-03 11:21:15,ENG-1001,NAN,35.0,35.0,5.03,,Human,TL999,EMP333,A,Weld Crack,Valid,Valid,MA1AB*********561,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002562,WO102562,ST02,L01,2026-07-03 11:22:30,ENG-1297,SUP9999,,40.0,5.92,Repair,Automated,TL999,EMP187,Nan,Dimension,Valid,Valid,MA1AB*********562,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002563,WO102563,ST05,L02,2026-07-03 11:23:45,ENG-1001,NAN,45.0,35.0,3.93,Reject,Human,TL999,EMP306,C,Weld Crack,Valid,Valid,MA1AB*********563,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002564,WO102564,ST06,L03,2026-07-03 11:25:00,ENG-1369,SUP1027,35.0,40.0,5.01,Reject,Automated,TL048,EMP160,A,Material,Valid,Valid,MA1AB*********564,Valid,Supplier_28,China,048,0.992,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002565,WO102565,ST03,L01,2026-07-03 11:26:15,ENG-1353,NAN,45.0,35.0,4.26,OK,Human,TL999,EMP186,A,Dimension,Valid,Valid,MA1AB*********565,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002566,WO102566,ST01,L01,2026-07-03 11:27:30,ENG-1001,SUP9999,35.0,40.0,3.24,Repair,Automated,TL092,EMP181,A,Paint Defect,Valid,Valid,MA1AB*********566,Invalid,,,092,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002567,WO102567,ST05,L03,2026-07-03 11:28:45,ENG-1001,SUP1040,,42.0,4.83,,Automated,TL085,EMP216,Nan,Weld Crack,Valid,Valid,MA1AB*********567,Valid,Supplier_41,Japan,085,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002568,WO102568,ST01,L01,2026-07-03 11:30:00,ENG-1001,SUP9999,50.0,40.0,5.86,Reject,Human,TL086,EMP140,B,Paint Defect,Valid,Valid,MA1AB*********568,Invalid,,,086,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000002569,WO102569,ST04,L02,2026-07-03 11:31:15,ENG-1236,SUP9999,35.0,42.0,4.74,Reject,Human,TL999,EMP312,C,Not Available,Valid,Valid,MA1AB*********569,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000002570,WO102570,ST02,L03,2026-07-03 11:32:30,ENG-1001,NAN,45.0,42.0,4.11,Repair,Automated,TL999,EMP164,C,Weld Crack,Valid,Valid,MA1AB*********570,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
