Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status
RD006267,M9802,SEN-036,2026-03-03 10:13:00,60Nm,104 F,72 psi,5.03,7.32,0.985,60.0,Valid,40.0,Valid
RD006268,M9332,SEN-010,2026-03-03 10:13:30,,85C,4.5 bar,2.74,3.12,0.976,,Invalid,85.0,Valid
RD006269,M7635,SEN-046,2026-03-03 10:14:00,35 lb-ft,40 C,65 psi,1.05,4.16,0.985,47.4537,Valid,40.0,Valid
RD006270,M9070,SEN-050,2026-03-03 10:14:30,,85C,4.5 bar,6.99,1.65,0.973,,Invalid,85.0,Valid
RD006271,M10195,SEN-043,2026-03-03 10:15:00,45 Nm,95 F,72 psi,2.58,3.66,0.975,45.0,Valid,35.0,Valid
RD006272,M9897,SEN-003,2026-03-03 10:15:30,50 Nm,95 F,4.5 bar,8.19,1.01,1.001,50.0,Valid,35.0,Valid
RD006273,M9299,SEN-045,2026-03-03 10:16:00,50 Nm,95 F,72 psi,1.71,2.29,1.016,50.0,Valid,35.0,Valid
RD006274,M10486,SEN-041,2026-03-03 10:16:30,45 Nm,104 F,65 psi,0.52,6.84,1.019,45.0,Valid,40.0,Valid
RD006275,M9479,SEN-047,2026-03-03 10:17:00,50 Nm,35 C,65 psi,4.23,0.83,1.016,50.0,Valid,35.0,Valid
RD006276,M8864,SEN-001,2026-03-03 10:17:30,35 lb-ft,35 C,5.2 bar,4.46,4.67,0.996,47.4537,Valid,35.0,Valid
RD006277,M7128,SEN-022,2026-03-03 10:18:00,60Nm,104 F,65 psi,4.48,5.55,1.003,60.0,Valid,40.0,Valid
RD006278,M10161,SEN-044,2026-03-03 10:18:30,,95 F,72 psi,5.55,0.5,1.005,,Invalid,35.0,Valid
RD006279,M7802,SEN-006,2026-03-03 10:19:00,35 lb-ft,,72 psi,3.64,7.84,0.999,47.4537,Valid,,Invalid
RD006280,M7256,SEN-048,2026-03-03 10:19:30,,85C,65 psi,1.35,6.4,1.029,,Invalid,85.0,Valid
RD006281,M10060,SEN-011,2026-03-03 10:20:00,72 lb-ft,85C,72 psi,4.53,0.89,1.023,97.61904,Valid,85.0,Valid
RD006282,M7523,SEN-004,2026-03-03 10:20:30,72 lb-ft,,65 psi,6.1,5.6,0.987,97.61904,Valid,,Invalid
RD006283,M11201,SEN-004,2026-03-03 10:21:00,45 Nm,,4.5 bar,4.46,6.51,0.986,45.0,Valid,,Invalid
RD006284,M9472,SEN-033,2026-03-03 10:21:30,35 lb-ft,40 C,65 psi,3.45,2.16,1.014,47.4537,Valid,40.0,Valid
RD006285,M9103,SEN-017,2026-03-03 10:22:00,35 lb-ft,40 C,65 psi,4.54,6.23,1.028,47.4537,Valid,40.0,Valid
RD006286,M10350,SEN-037,2026-03-03 10:22:30,60Nm,95 F,65 psi,6.19,1.8,1.011,60.0,Valid,35.0,Valid
RD006287,M8352,SEN-012,2026-03-03 10:23:00,50 Nm,40 C,4.5 bar,5.55,7.34,1.003,50.0,Valid,40.0,Valid
RD006288,M10726,SEN-046,2026-03-03 10:23:30,60Nm,40 C,4.5 bar,1.97,7.46,0.978,60.0,Valid,40.0,Valid
RD006289,M7555,SEN-032,2026-03-03 10:24:00,60Nm,95 F,65 psi,4.89,2.46,1.029,60.0,Valid,35.0,Valid
RD006290,M8166,SEN-007,2026-03-03 10:24:30,35 lb-ft,,72 psi,1.01,3.18,0.974,47.4537,Valid,,Invalid
RD006291,M11782,SEN-035,2026-03-03 10:25:00,45 Nm,95 F,65 psi,7.73,3.67,0.971,45.0,Valid,35.0,Valid
RD006292,M7802,SEN-035,2026-03-03 10:25:30,72 lb-ft,95 F,5.2 bar,2.56,6.07,0.974,97.61904,Valid,35.0,Valid
RD006293,M11871,SEN-003,2026-03-03 10:26:00,35 lb-ft,,65 psi,4.64,3.78,1.014,47.4537,Valid,,Invalid
RD006294,M8529,SEN-015,2026-03-03 10:26:30,72 lb-ft,35 C,65 psi,3.7,7.85,1.023,97.61904,Valid,35.0,Valid
RD006295,M7256,SEN-018,2026-03-03 10:27:00,60Nm,35 C,72 psi,6.33,0.96,1.008,60.0,Valid,35.0,Valid
RD006296,M9196,SEN-014,2026-03-03 10:27:30,35 lb-ft,85C,4.5 bar,2.58,0.95,0.973,47.4537,Valid,85.0,Valid
RD006297,M7430,SEN-002,2026-03-03 10:28:00,72 lb-ft,,4.5 bar,8.3,2.17,0.995,97.61904,Valid,,Invalid
RD006298,M9234,SEN-013,2026-03-03 10:28:30,45 Nm,40 C,5.2 bar,6.95,3.5,0.979,45.0,Valid,40.0,Valid
RD006299,M10665,SEN-036,2026-03-03 10:29:00,,95 F,4.5 bar,1.16,3.12,1.023,,Invalid,35.0,Valid
RD006300,M9604,SEN-019,2026-03-03 10:29:30,60Nm,104 F,4.5 bar,7.43,4.32,0.992,60.0,Valid,40.0,Valid
RD006301,M10063,SEN-007,2026-03-03 10:30:00,50 Nm,85C,65 psi,6.04,3.57,0.998,50.0,Valid,85.0,Valid
RD006302,M7466,SEN-002,2026-03-03 10:30:30,,85C,65 psi,3.0,1.28,1.009,,Invalid,85.0,Valid
RD006303,M9686,SEN-040,2026-03-03 10:31:00,50 Nm,35 C,5.2 bar,6.55,6.75,0.97,50.0,Valid,35.0,Valid
RD006304,M10608,SEN-036,2026-03-03 10:31:30,45 Nm,85C,72 psi,6.42,7.48,0.982,45.0,Valid,85.0,Valid
RD006305,M11760,SEN-028,2026-03-03 10:32:00,35 lb-ft,35 C,4.5 bar,8.0,3.35,0.981,47.4537,Valid,35.0,Valid
RD006306,M11139,SEN-021,2026-03-03 10:32:30,45 Nm,104 F,5.2 bar,5.84,5.86,0.977,45.0,Valid,40.0,Valid
RD006307,M10357,SEN-008,2026-03-03 10:33:00,50 Nm,35 C,4.5 bar,7.31,5.56,1.028,50.0,Valid,35.0,Valid
RD006308,M10400,SEN-023,2026-03-03 10:33:30,60Nm,,4.5 bar,4.77,7.99,0.986,60.0,Valid,,Invalid
RD006309,M7251,SEN-002,2026-03-03 10:34:00,45 Nm,95 F,72 psi,4.37,5.98,0.992,45.0,Valid,35.0,Valid
RD006310,M9445,SEN-022,2026-03-03 10:34:30,45 Nm,40 C,65 psi,6.21,6.76,1.023,45.0,Valid,40.0,Valid
RD006311,M8538,SEN-042,2026-03-03 10:35:00,45 Nm,,5.2 bar,7.14,4.09,0.994,45.0,Valid,,Invalid
RD006312,M10448,SEN-001,2026-03-03 10:35:30,60Nm,40 C,65 psi,5.45,1.68,1.021,60.0,Valid,40.0,Valid
RD006313,M10542,SEN-001,2026-03-03 10:36:00,72 lb-ft,,4.5 bar,0.23,6.63,0.975,97.61904,Valid,,Invalid
RD006314,M11650,SEN-047,2026-03-03 10:36:30,,40 C,4.5 bar,4.58,1.78,0.982,,Invalid,40.0,Valid
RD006315,M10672,SEN-031,2026-03-03 10:37:00,60Nm,35 C,72 psi,6.33,4.55,1.017,60.0,Valid,35.0,Valid
RD006316,M11100,SEN-032,2026-03-03 10:37:30,50 Nm,104 F,65 psi,3.25,7.92,0.998,50.0,Valid,40.0,Valid
RD006317,M7710,SEN-026,2026-03-03 10:38:00,60Nm,95 F,5.2 bar,2.34,7.89,0.976,60.0,Valid,35.0,Valid
RD006318,M8256,SEN-030,2026-03-03 10:38:30,72 lb-ft,35 C,4.5 bar,2.4,0.99,1.015,97.61904,Valid,35.0,Valid
RD006319,M9758,SEN-002,2026-03-03 10:39:00,50 Nm,95 F,65 psi,7.48,4.65,0.997,50.0,Valid,35.0,Valid
RD006320,M8237,SEN-034,2026-03-03 10:39:30,60Nm,,5.2 bar,3.88,0.58,0.999,60.0,Valid,,Invalid
RD006321,M10582,SEN-014,2026-03-03 10:40:00,50 Nm,85C,72 psi,6.45,5.18,0.98,50.0,Valid,85.0,Valid
RD006322,M11862,SEN-017,2026-03-03 10:40:30,72 lb-ft,85C,5.2 bar,8.01,1.81,0.977,97.61904,Valid,85.0,Valid
RD006323,M7725,SEN-036,2026-03-03 10:41:00,72 lb-ft,40 C,72 psi,8.0,2.37,0.976,97.61904,Valid,40.0,Valid
RD006324,M7520,SEN-039,2026-03-03 10:41:30,45 Nm,,5.2 bar,4.63,1.4,1.004,45.0,Valid,,Invalid
RD006325,M9254,SEN-048,2026-03-03 10:42:00,60Nm,40 C,5.2 bar,0.23,4.76,0.974,60.0,Valid,40.0,Valid
RD006326,M9349,SEN-030,2026-03-03 10:42:30,,40 C,72 psi,6.33,5.23,0.982,,Invalid,40.0,Valid
RD006327,M10726,SEN-023,2026-03-03 10:43:00,45 Nm,35 C,72 psi,0.71,0.87,1.015,45.0,Valid,35.0,Valid
RD006328,M8754,SEN-035,2026-03-03 10:43:30,,95 F,65 psi,3.23,4.67,1.029,,Invalid,35.0,Valid
RD006329,M8571,SEN-005,2026-03-03 10:44:00,50 Nm,35 C,4.5 bar,5.63,3.87,0.974,50.0,Valid,35.0,Valid
RD006330,M11746,SEN-005,2026-03-03 10:44:30,45 Nm,40 C,65 psi,6.6,3.37,0.984,45.0,Valid,40.0,Valid
RD006331,M7718,SEN-004,2026-03-03 10:45:00,72 lb-ft,40 C,65 psi,2.73,0.79,1.013,97.61904,Valid,40.0,Valid
RD006332,M8280,SEN-043,2026-03-03 10:45:30,60Nm,,5.2 bar,8.13,3.83,1.013,60.0,Valid,,Invalid
RD006333,M11370,SEN-010,2026-03-03 10:46:00,60Nm,104 F,72 psi,5.16,3.29,0.996,60.0,Valid,40.0,Valid
RD006334,M11309,SEN-018,2026-03-03 10:46:30,60Nm,40 C,5.2 bar,3.59,5.5,0.987,60.0,Valid,40.0,Valid
RD006335,M10375,SEN-005,2026-03-03 10:47:00,50 Nm,40 C,5.2 bar,8.21,1.38,1.019,50.0,Valid,40.0,Valid
RD006336,M9899,SEN-019,2026-03-03 10:47:30,50 Nm,40 C,65 psi,4.48,6.75,0.992,50.0,Valid,40.0,Valid
RD006337,M9059,SEN-032,2026-03-03 10:48:00,60Nm,35 C,65 psi,3.48,0.81,1.002,60.0,Valid,35.0,Valid
RD006338,M9795,SEN-049,2026-03-03 10:48:30,,,65 psi,7.54,3.81,0.981,,Invalid,,Invalid
RD006339,M7970,SEN-045,2026-03-03 10:49:00,60Nm,95 F,4.5 bar,0.71,1.55,1.015,60.0,Valid,35.0,Valid
RD006340,M7023,SEN-050,2026-03-03 10:49:30,35 lb-ft,95 F,72 psi,3.86,1.04,1.027,47.4537,Valid,35.0,Valid
RD006341,M11850,SEN-027,2026-03-03 10:50:00,50 Nm,40 C,72 psi,1.9,6.45,0.981,50.0,Valid,40.0,Valid
RD006342,M7887,SEN-013,2026-03-03 10:50:30,72 lb-ft,35 C,65 psi,4.26,3.28,1.022,97.61904,Valid,35.0,Valid
RD006343,M10904,SEN-002,2026-03-03 10:51:00,45 Nm,104 F,5.2 bar,7.17,7.0,1.01,45.0,Valid,40.0,Valid
RD006344,M7718,SEN-025,2026-03-03 10:51:30,50 Nm,40 C,5.2 bar,2.65,7.69,1.026,50.0,Valid,40.0,Valid
RD006345,M10992,SEN-047,2026-03-03 10:52:00,45 Nm,85C,72 psi,6.49,7.24,1.029,45.0,Valid,85.0,Valid
RD006346,M8042,SEN-002,2026-03-03 10:52:30,72 lb-ft,40 C,65 psi,8.32,7.95,0.994,97.61904,Valid,40.0,Valid
RD006347,M10286,SEN-005,2026-03-03 10:53:00,35 lb-ft,104 F,65 psi,0.26,6.3,0.978,47.4537,Valid,40.0,Valid
RD006348,M10781,SEN-012,2026-03-03 10:53:30,,,4.5 bar,2.78,4.1,1.009,,Invalid,,Invalid
RD006349,M11185,SEN-007,2026-03-03 10:54:00,72 lb-ft,104 F,5.2 bar,2.88,6.79,1.022,97.61904,Valid,40.0,Valid
RD006350,M11808,SEN-006,2026-03-03 10:54:30,,,72 psi,6.62,6.39,1.014,,Invalid,,Invalid
RD006351,M11667,SEN-010,2026-03-03 10:55:00,72 lb-ft,85C,65 psi,3.34,3.42,1.009,97.61904,Valid,85.0,Valid
RD006352,M11159,SEN-014,2026-03-03 10:55:30,45 Nm,85C,4.5 bar,5.65,5.17,0.981,45.0,Valid,85.0,Valid
RD006353,M9321,SEN-026,2026-03-03 10:56:00,50 Nm,95 F,5.2 bar,4.3,4.24,1.005,50.0,Valid,35.0,Valid
RD006354,M10635,SEN-042,2026-03-03 10:56:30,72 lb-ft,104 F,5.2 bar,4.63,1.75,0.974,97.61904,Valid,40.0,Valid
RD006355,M9137,SEN-028,2026-03-03 10:57:00,35 lb-ft,95 F,5.2 bar,1.18,4.79,1.007,47.4537,Valid,35.0,Valid
RD006356,M10898,SEN-006,2026-03-03 10:57:30,35 lb-ft,35 C,5.2 bar,4.34,6.4,0.983,47.4537,Valid,35.0,Valid
RD006357,M7923,SEN-042,2026-03-03 10:58:00,45 Nm,,4.5 bar,7.98,3.82,1.03,45.0,Valid,,Invalid
RD006358,M10214,SEN-042,2026-03-03 10:58:30,60Nm,104 F,65 psi,3.82,4.69,1.005,60.0,Valid,40.0,Valid
RD006359,M9533,SEN-027,2026-03-03 10:59:00,45 Nm,,72 psi,7.76,6.63,1.027,45.0,Valid,,Invalid
RD006360,M8858,SEN-019,2026-03-03 10:59:30,45 Nm,40 C,5.2 bar,0.55,4.44,1.007,45.0,Valid,40.0,Valid
RD006361,M8556,SEN-017,2026-03-03 11:00:00,35 lb-ft,35 C,4.5 bar,6.76,1.96,1.019,47.4537,Valid,35.0,Valid
RD006362,M10569,SEN-029,2026-03-03 11:00:30,,85C,65 psi,4.43,1.83,1.02,,Invalid,85.0,Valid
RD006363,M8551,SEN-016,2026-03-03 11:01:00,,40 C,72 psi,4.22,1.7,0.973,,Invalid,40.0,Valid
RD006364,M10240,SEN-020,2026-03-03 11:01:30,50 Nm,85C,5.2 bar,5.85,5.83,0.97,50.0,Valid,85.0,Valid
RD006365,M10850,SEN-041,2026-03-03 11:02:00,45 Nm,,5.2 bar,7.24,2.68,1.003,45.0,Valid,,Invalid
RD006366,M7340,SEN-009,2026-03-03 11:02:30,72 lb-ft,35 C,4.5 bar,4.02,6.09,1.016,97.61904,Valid,35.0,Valid
RD006367,M10688,SEN-028,2026-03-03 11:03:00,35 lb-ft,85C,65 psi,0.72,1.9,1.011,47.4537,Valid,85.0,Valid
RD006368,M11379,SEN-026,2026-03-03 11:03:30,50 Nm,,65 psi,7.23,2.24,1.019,50.0,Valid,,Invalid
RD006369,M9503,SEN-012,2026-03-03 11:04:00,35 lb-ft,95 F,65 psi,8.48,3.3,1.026,47.4537,Valid,35.0,Valid
RD006370,M10372,SEN-021,2026-03-03 11:04:30,35 lb-ft,85C,72 psi,8.48,1.61,1.003,47.4537,Valid,85.0,Valid
RD006371,M11651,SEN-004,2026-03-03 11:05:00,45 Nm,95 F,5.2 bar,5.73,3.53,0.987,45.0,Valid,35.0,Valid
RD006372,M11375,SEN-044,2026-03-03 11:05:30,,104 F,65 psi,7.01,4.1,1.001,,Invalid,40.0,Valid
RD006373,M10711,SEN-031,2026-03-03 11:06:00,45 Nm,95 F,65 psi,7.03,5.07,0.986,45.0,Valid,35.0,Valid
RD006374,M11049,SEN-021,2026-03-03 11:06:30,50 Nm,40 C,65 psi,2.34,4.35,1.01,50.0,Valid,40.0,Valid
RD006375,M11083,SEN-020,2026-03-03 11:07:00,,40 C,4.5 bar,4.41,3.45,0.976,,Invalid,40.0,Valid
RD006376,M8804,SEN-040,2026-03-03 11:07:30,60Nm,95 F,72 psi,6.29,2.19,1.006,60.0,Valid,35.0,Valid
RD006377,M8153,SEN-024,2026-03-03 11:08:00,45 Nm,104 F,4.5 bar,5.04,6.43,1.025,45.0,Valid,40.0,Valid
RD006378,M9381,SEN-031,2026-03-03 11:08:30,72 lb-ft,104 F,5.2 bar,1.8,5.21,1.028,97.61904,Valid,40.0,Valid
RD006379,M7874,SEN-014,2026-03-03 11:09:00,,85C,72 psi,0.52,3.33,1.028,,Invalid,85.0,Valid
RD006380,M9677,SEN-017,2026-03-03 11:09:30,35 lb-ft,,72 psi,4.91,1.76,0.996,47.4537,Valid,,Invalid
RD006381,M9039,SEN-012,2026-03-03 11:10:00,50 Nm,95 F,4.5 bar,5.88,6.04,0.981,50.0,Valid,35.0,Valid
RD006382,M11934,SEN-029,2026-03-03 11:10:30,,85C,5.2 bar,1.49,4.8,0.994,,Invalid,85.0,Valid
RD006383,M8924,SEN-027,2026-03-03 11:11:00,72 lb-ft,40 C,65 psi,7.29,7.25,0.994,97.61904,Valid,40.0,Valid
RD006384,M8455,SEN-006,2026-03-03 11:11:30,60Nm,85C,5.2 bar,0.39,2.32,0.985,60.0,Valid,85.0,Valid
RD006385,M7314,SEN-030,2026-03-03 11:12:00,35 lb-ft,,4.5 bar,1.79,2.51,1.012,47.4537,Valid,,Invalid
RD006386,M11892,SEN-039,2026-03-03 11:12:30,60Nm,104 F,65 psi,1.59,1.56,1.027,60.0,Valid,40.0,Valid
RD006387,M7499,SEN-047,2026-03-03 11:13:00,60Nm,95 F,72 psi,3.87,6.97,0.981,60.0,Valid,35.0,Valid
RD006388,M9258,SEN-028,2026-03-03 11:13:30,45 Nm,85C,65 psi,6.58,5.92,0.97,45.0,Valid,85.0,Valid
RD006389,M7602,SEN-047,2026-03-03 11:14:00,50 Nm,95 F,72 psi,1.47,7.27,1.023,50.0,Valid,35.0,Valid
RD006390,M8614,SEN-034,2026-03-03 11:14:30,60Nm,95 F,5.2 bar,4.74,7.61,0.98,60.0,Valid,35.0,Valid
RD006391,M9325,SEN-003,2026-03-03 11:15:00,60Nm,35 C,5.2 bar,2.37,2.89,0.98,60.0,Valid,35.0,Valid
RD006392,M7718,SEN-007,2026-03-03 11:15:30,60Nm,40 C,72 psi,6.92,2.0,1.0,60.0,Valid,40.0,Valid
RD006393,M10656,SEN-032,2026-03-03 11:16:00,35 lb-ft,104 F,65 psi,6.41,6.59,0.975,47.4537,Valid,40.0,Valid
RD006394,M9901,SEN-050,2026-03-03 11:16:30,50 Nm,85C,72 psi,0.31,6.53,0.993,50.0,Valid,85.0,Valid
RD006395,M7503,SEN-043,2026-03-03 11:17:00,35 lb-ft,95 F,5.2 bar,6.17,1.1,0.991,47.4537,Valid,35.0,Valid
RD006396,M11536,SEN-001,2026-03-03 11:17:30,,104 F,4.5 bar,5.63,3.16,1.001,,Invalid,40.0,Valid
RD006397,M9072,SEN-043,2026-03-03 11:18:00,60Nm,40 C,5.2 bar,7.9,4.04,0.985,60.0,Valid,40.0,Valid
RD006398,M7322,SEN-033,2026-03-03 11:18:30,,95 F,5.2 bar,1.17,3.2,1.016,,Invalid,35.0,Valid
RD006399,M9160,SEN-002,2026-03-03 11:19:00,72 lb-ft,35 C,72 psi,7.85,4.61,1.028,97.61904,Valid,35.0,Valid
RD006400,M10747,SEN-042,2026-03-03 11:19:30,72 lb-ft,104 F,5.2 bar,6.18,2.55,0.995,97.61904,Valid,40.0,Valid
RD006401,M8424,SEN-009,2026-03-03 11:20:00,60Nm,40 C,5.2 bar,8.31,4.74,1.017,60.0,Valid,40.0,Valid
RD006402,M7266,SEN-012,2026-03-03 11:20:30,60Nm,95 F,4.5 bar,1.63,0.7,1.023,60.0,Valid,35.0,Valid
RD006403,M8360,SEN-043,2026-03-03 11:21:00,50 Nm,40 C,5.2 bar,6.91,6.86,0.992,50.0,Valid,40.0,Valid
RD006404,M9184,SEN-047,2026-03-03 11:21:30,45 Nm,104 F,5.2 bar,3.01,2.37,0.991,45.0,Valid,40.0,Valid
RD006405,M11650,SEN-023,2026-03-03 11:22:00,72 lb-ft,40 C,72 psi,2.04,4.3,0.977,97.61904,Valid,40.0,Valid
RD006406,M7308,SEN-049,2026-03-03 11:22:30,35 lb-ft,,4.5 bar,5.87,1.87,0.97,47.4537,Valid,,Invalid
RD006407,M8451,SEN-024,2026-03-03 11:23:00,35 lb-ft,35 C,4.5 bar,7.84,2.61,0.998,47.4537,Valid,35.0,Valid
RD006408,M10785,SEN-018,2026-03-03 11:23:30,35 lb-ft,35 C,4.5 bar,1.4,6.84,1.021,47.4537,Valid,35.0,Valid
RD006409,M10686,SEN-018,2026-03-03 11:24:00,50 Nm,40 C,65 psi,6.2,5.06,0.987,50.0,Valid,40.0,Valid
RD006410,M10338,SEN-047,2026-03-03 11:24:30,35 lb-ft,95 F,65 psi,4.4,5.49,0.995,47.4537,Valid,35.0,Valid
RD006411,M9557,SEN-018,2026-03-03 11:25:00,35 lb-ft,35 C,5.2 bar,5.27,7.06,1.027,47.4537,Valid,35.0,Valid
RD006412,M8440,SEN-042,2026-03-03 11:25:30,60Nm,35 C,5.2 bar,3.91,3.07,0.985,60.0,Valid,35.0,Valid
RD006413,M10978,SEN-042,2026-03-03 11:26:00,50 Nm,85C,65 psi,8.34,7.46,0.982,50.0,Valid,85.0,Valid
RD006414,M11239,SEN-031,2026-03-03 11:26:30,45 Nm,40 C,4.5 bar,8.31,6.86,1.01,45.0,Valid,40.0,Valid
RD006415,M8442,SEN-013,2026-03-03 11:27:00,45 Nm,35 C,65 psi,4.44,2.1,0.994,45.0,Valid,35.0,Valid
RD006416,M10379,SEN-030,2026-03-03 11:27:30,60Nm,85C,72 psi,0.21,2.88,0.985,60.0,Valid,85.0,Valid
RD006417,M10509,SEN-019,2026-03-03 11:28:00,35 lb-ft,35 C,65 psi,6.45,1.63,0.998,47.4537,Valid,35.0,Valid
RD006418,M11434,SEN-011,2026-03-03 11:28:30,60Nm,104 F,4.5 bar,8.22,6.35,1.0,60.0,Valid,40.0,Valid
RD006419,M8081,SEN-047,2026-03-03 11:29:00,35 lb-ft,,65 psi,7.57,0.95,1.025,47.4537,Valid,,Invalid
RD006420,M7040,SEN-045,2026-03-03 11:29:30,60Nm,104 F,5.2 bar,1.23,6.4,0.98,60.0,Valid,40.0,Valid
RD006421,M10054,SEN-050,2026/03/03 11:30:00,35 lb-ft,40 C,65 psi,7.86,4.1,1.006,47.4537,Valid,40.0,Valid
RD006422,M9134,SEN-020,2026-03-03 11:30:30,60Nm,40 C,65 psi,4.85,1.29,0.987,60.0,Valid,40.0,Valid
RD006423,M11899,SEN-014,2026-03-03 11:31:00,35 lb-ft,,4.5 bar,5.49,4.52,0.974,47.4537,Valid,,Invalid
RD006424,M11419,SEN-005,2026-03-03 11:31:30,45 Nm,95 F,5.2 bar,4.36,1.97,0.986,45.0,Valid,35.0,Valid
RD006425,M11422,SEN-028,2026-03-03 11:32:00,,85C,4.5 bar,4.26,1.57,1.001,,Invalid,85.0,Valid
RD006426,M11864,SEN-017,2026-03-03 11:32:30,50 Nm,35 C,65 psi,7.94,4.38,0.972,50.0,Valid,35.0,Valid
RD006427,M9528,SEN-031,2026-03-03 11:33:00,50 Nm,,5.2 bar,6.87,2.74,0.992,50.0,Valid,,Invalid
RD006428,M8758,SEN-011,2026-03-03 11:33:30,60Nm,35 C,72 psi,3.37,2.71,0.999,60.0,Valid,35.0,Valid
RD006429,M9495,SEN-012,2026-03-03 11:34:00,50 Nm,40 C,65 psi,2.51,3.35,0.972,50.0,Valid,40.0,Valid
RD006430,M8167,SEN-047,2026-03-03 11:34:30,35 lb-ft,95 F,65 psi,6.34,3.52,1.017,47.4537,Valid,35.0,Valid
RD006431,M11753,SEN-015,2026-03-03 11:35:00,35 lb-ft,85C,4.5 bar,4.4,3.05,0.996,47.4537,Valid,85.0,Valid
RD006432,M9401,SEN-036,2026-03-03 11:35:30,45 Nm,85C,72 psi,6.03,2.13,0.993,45.0,Valid,85.0,Valid
RD006433,M10981,SEN-048,2026-03-03 11:36:00,,95 F,72 psi,2.43,4.47,1.021,,Invalid,35.0,Valid
RD006434,M8069,SEN-006,2026-03-03 11:36:30,50 Nm,40 C,5.2 bar,1.33,5.21,1.002,50.0,Valid,40.0,Valid
RD006435,M8835,SEN-027,2026-03-03 11:37:00,60Nm,104 F,65 psi,1.81,4.47,0.984,60.0,Valid,40.0,Valid
RD006436,M11931,SEN-021,2026-03-03 11:37:30,50 Nm,95 F,5.2 bar,5.4,7.05,1.025,50.0,Valid,35.0,Valid
RD006437,M7369,SEN-044,2026-03-03 11:38:00,60Nm,35 C,65 psi,2.23,5.48,0.973,60.0,Valid,35.0,Valid
RD006438,M7955,SEN-030,2026-03-03 11:38:30,45 Nm,40 C,4.5 bar,5.7,7.4,1.009,45.0,Valid,40.0,Valid
RD006439,M7485,SEN-037,2026-03-03 11:39:00,,,5.2 bar,2.48,0.72,0.983,,Invalid,,Invalid
RD006440,M8314,SEN-023,2026-03-03 11:39:30,,85C,72 psi,8.47,4.33,0.99,,Invalid,85.0,Valid
RD006441,M9290,SEN-043,2026-03-03 11:40:00,35 lb-ft,,5.2 bar,1.58,4.92,0.984,47.4537,Valid,,Invalid
RD006442,M7208,SEN-029,2026-03-03 11:40:30,72 lb-ft,85C,65 psi,0.76,7.44,0.993,97.61904,Valid,85.0,Valid
RD006443,M7456,SEN-005,2026-03-03 11:41:00,35 lb-ft,35 C,5.2 bar,0.36,4.3,1.017,47.4537,Valid,35.0,Valid
RD006444,M9929,SEN-042,2026-03-03 11:41:30,60Nm,35 C,4.5 bar,8.5,6.55,0.984,60.0,Valid,35.0,Valid
RD006445,M7072,SEN-046,2026-03-03 11:42:00,35 lb-ft,35 C,5.2 bar,3.45,4.58,0.985,47.4537,Valid,35.0,Valid
RD006446,M9603,SEN-008,2026-03-03 11:42:30,60Nm,85C,65 psi,1.33,5.61,0.977,60.0,Valid,85.0,Valid
RD006447,M11934,SEN-021,2026-03-03 11:43:00,72 lb-ft,104 F,4.5 bar,2.57,5.81,0.999,97.61904,Valid,40.0,Valid
RD006448,M11531,SEN-037,2026-03-03 11:43:30,35 lb-ft,40 C,4.5 bar,1.94,6.93,1.018,47.4537,Valid,40.0,Valid
RD006449,M7494,SEN-011,2026-03-03 11:44:00,,95 F,72 psi,6.92,4.9,1.004,,Invalid,35.0,Valid
RD006450,M9936,SEN-023,2026-03-03 11:44:30,60Nm,104 F,72 psi,1.81,6.48,1.009,60.0,Valid,40.0,Valid
RD006451,M11990,SEN-019,2026-03-03 11:45:00,60Nm,95 F,65 psi,5.72,3.68,0.973,60.0,Valid,35.0,Valid
RD006452,M7903,SEN-034,2026-03-03 11:45:30,50 Nm,95 F,4.5 bar,6.86,5.66,1.013,50.0,Valid,35.0,Valid
RD006453,M10260,SEN-044,2026-03-03 11:46:00,45 Nm,104 F,65 psi,8.07,1.68,1.024,45.0,Valid,40.0,Valid
RD006454,M7037,SEN-008,2026-03-03 11:46:30,60Nm,35 C,4.5 bar,6.54,7.94,1.013,60.0,Valid,35.0,Valid
RD006455,M7597,SEN-038,2026-03-03 11:47:00,72 lb-ft,40 C,72 psi,0.23,5.27,0.993,97.61904,Valid,40.0,Valid
RD006456,M11603,SEN-022,2026-03-03 11:47:30,50 Nm,104 F,65 psi,5.38,3.5,0.973,50.0,Valid,40.0,Valid
RD006457,M7801,SEN-029,2026-03-03 11:48:00,60Nm,85C,4.5 bar,8.01,4.7,1.015,60.0,Valid,85.0,Valid
RD006458,M9811,SEN-011,2026-03-03 11:48:30,50 Nm,,72 psi,2.73,6.08,0.994,50.0,Valid,,Invalid
RD006459,M9492,SEN-049,2026-03-03 11:49:00,72 lb-ft,85C,4.5 bar,4.28,4.91,1.024,97.61904,Valid,85.0,Valid
RD006460,M11703,SEN-040,2026-03-03 11:49:30,72 lb-ft,35 C,72 psi,2.89,7.89,1.003,97.61904,Valid,35.0,Valid
RD006461,M11287,SEN-048,2026-03-03 11:50:00,50 Nm,,5.2 bar,0.92,3.37,0.981,50.0,Valid,,Invalid
RD006462,M8939,SEN-039,2026-03-03 11:50:30,72 lb-ft,,65 psi,4.05,1.72,1.027,97.61904,Valid,,Invalid
