Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Tool_Name,Tool_Type,Plant,Calibration_Date,Next_Due_Date,Status,Accuracy_%,Manufacturer,Serial_Number
M10061,MA1AB100000003061,WO13061,SUV Pro,GA-1, stn-05 ,2026-03-03 21:46,ENG-1354,SUP-032,EMP319,TL-999,,Unknown Tool,Unknown Type,,,,,,,
M10062,MA1AB100000003062,WO13062,SUV Pro,GA-1,STN-04,2026-03-03 21:47,ENG-1438,SUP-110,EMP172,TL-100,,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M10063,MA1AB100000003063,WO13063,Hatch Z,PAINT-1,Stn-03,2026-03-03 21:48,ENG-1416,SUP-081,EMP227,TL-096,A,Tool_96,Nut Runner,Plant-A,2026-04-26,2026-07-25,Active,95.35,Stanley,SN100095
M10064,MA1AB100000003064,WO13064,Sedan X,PAINT-1, stn-05 ,2026-03-03 21:50,ENG-1189,SUP-054,EMP128,TL-011,B,Tool_11,Welding Gun,Plant-B,2026-01-03,2026-04-03,Out of Service,99.43,Atlas Copco,SN100010
M10065,MA1AB100000003065,WO13065,Sedan X,PAINT-1,Stn-03,2026-03-03 21:51,ENG-1249,SUP-044,EMP220,TL-004,B,Tool_4,Press Tool,Plant-A,2026-01-19,2026-04-19,Active,97.49,Bosch,SN100003
M10066,MA1AB100000003066,WO13066,SUV Pro,GA-2,STN-01,2026-03-03 21:52,ENG-1065,SUP-139,EMP251,TL-059,A,Tool_59,Robot Arm,Plant-B,2026-04-15,2026-07-14,Active,95.72,Stanley,SN100058
M10067,MA1AB100000003067,WO13067,Hatch Z,GA-1,STN-01,2026-03-03 21:53,ENG-1232,SUP-184,EMP183,TL-021,B,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M10068,MA1AB100000003068,WO13068,SUV Pro,GA-1,STN-03,2026-03-03 21:55,ENG-1029,SUP-113,EMP311,TL-034,,Tool_34,Torque Wrench,Plant-A,2026-06-25,2026-09-23,Out of Service,99.85,Stanley,SN100033
M10069,MA1AB100000003069,WO13069,Hatch Z,GA-1,Stn-03,2026-03-03 21:56,ENG-1469,SUP-122,EMP353,TL-042,C,Tool_42,Welding Gun,Plant-C,2026-03-03,2026-06-01,Out of Service,97.14,Ingersoll Rand,SN100041
M10070,MA1AB100000003070,WO13070,SUV Pro,GA-1,STN-05,2026-03-03 21:57,ENG-1402,SUP-154,EMP193,TL-034,A,Tool_34,Torque Wrench,Plant-A,2026-06-25,2026-09-23,Out of Service,99.85,Stanley,SN100033
M10071,MA1AB100000003071,WO13071,SUV Pro,PAINT-1, stn-05 ,2026-03-03 21:58,ENG-1277,SUP-059,EMP374,TL-057,B,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M10072,MA1AB100000003072,WO13072,Hatch Z,TRIM-1, stn-05 ,2026-03-03 22:00,ENG-1075,SUP-087,EMP358,TL-009,B,Tool_9,Press Tool,Plant-C,2026-05-31,2026-08-29,Active,98.89,Bosch,SN100008
M10073,MA1AB100000003073,WO13073,Sedan X,PAINT-1,STN-05,2026-03-03 22:01,ENG-1020,SUP-150,EMP275,TL-050,,Tool_50,Welding Gun,Plant-C,2026-04-30,2026-07-29,Maintenance,98.51,Ingersoll Rand,SN100049
M10074,MA1AB100000003074,WO13074,Hatch Z,PAINT-1, stn-05 ,2026-03-03 22:02,ENG-1130,SUP-130,EMP175,TL-032,,Tool_32,Press Tool,Plant-A,2026-03-27,2026-06-25,Maintenance,97.67,Bosch,SN100031
M10075,MA1AB100000003075,WO13075,Sedan X,GA-2,STN-04,2026-03-03 22:03,ENG-1293,SUP-197,EMP139,TL-024,A,Tool_24,Robot Arm,Plant-A,2026-02-23,2026-05-24,Active,96.19,Ingersoll Rand,SN100023
M10076,MA1AB100000003076,WO13076,Sedan X,GA-1,STN-01,2026-03-03 22:05,ENG-1024,SUP-031,EMP371,TL-059,A,Tool_59,Robot Arm,Plant-B,2026-04-15,2026-07-14,Active,95.72,Stanley,SN100058
M10077,MA1AB100000003077,WO13077,Sedan X,PAINT-1, stn-05 ,2026-03-03 22:06,ENG-1283,SUP-107,EMP125,TL-086,A,Tool_86,Press Tool,Plant-B,2026-03-20,2026-06-18,Active,96.21,Bosch,SN100085
M10078,MA1AB100000003078,WO13078,SUV Pro,GA-1,Stn-03,2026-03-03 22:07,ENG-1422,SUP-125,EMP249,TL-089,A,Tool_89,Welding Gun,Plant-B,2026-06-20,2026-09-18,Out of Service,97.46,Stanley,SN100088
M10079,MA1AB100000003079,WO13079,Hatch Z,GA-2,STN-05,2026-03-03 22:08,ENG-1077,SUP-091,EMP153,TL-076,C,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M10080,MA1AB100000003080,WO13080,Hatch Z,PAINT-1,STN-02,2026-03-03 22:10,ENG-1306,SUP-082,EMP156,TL-064,A,Tool_64,Press Tool,Plant-A,2026-02-03,2026-05-04,Active,98.09,Atlas Copco,SN100063
M10081,MA1AB100000003081,WO13081,Sedan X,GA-2,STN-02,2026-03-03 22:11,ENG-1463,SUP-127,EMP298,TL-096,C,Tool_96,Nut Runner,Plant-A,2026-04-26,2026-07-25,Active,95.35,Stanley,SN100095
M10082,MA1AB100000003082,WO13082,Sedan X,GA-2,STN-05,2026-03-03 22:12,ENG-1232,SUP-047,EMP183,TL-003,C,Tool_3,Robot Arm,Plant-C,2026-02-25,2026-05-26,Active,97.36,Atlas Copco,SN100002
M10083,MA1AB100000003083,WO13083,SUV Pro,GA-2,STN-02,2026-03-03 22:13,ENG-1057,SUP-097,EMP190,TL-049,C,Tool_49,Press Tool,Plant-A,2026-01-18,2026-04-18,Active,97.7,Atlas Copco,SN100048
M10084,MA1AB100000003084,WO13084,Hatch Z,PAINT-1,STN-05,2026-03-03 22:15,ENG-1450,SUP-166,EMP295,TL-025,B,Tool_25,Nut Runner,Plant-C,2026-02-19,2026-05-20,Out of Service,98.88,Atlas Copco,SN100024
M10085,MA1AB100000003085,WO13085,Hatch Z,GA-1, stn-05 ,2026-03-03 22:16,ENG-1276,SUP-051,EMP203,TL-038,C,Tool_38,Welding Gun,Plant-B,2026-04-18,2026-07-17,Active,97.87,Ingersoll Rand,SN100037
M10086,MA1AB100000003086,WO13086,SUV Pro,TRIM-1,Stn-03,2026-03-03 22:17,ENG-1009,SUP-079,EMP357,TL-067,,Tool_67,Torque Wrench,Plant-A,2026-02-10,2026-05-11,Active,95.24,Bosch,SN100066
M10087,MA1AB100000003087,WO13087,Hatch Z,PAINT-1,STN-01,2026-03-03 22:18,ENG-1138,SUP-119,EMP110,TL-022,A,Tool_22,Press Tool,Plant-C,2026-03-22,2026-06-20,Out of Service,95.43,Bosch,SN100021
M10088,MA1AB100000003088,WO13088,SUV Pro,TRIM-1,Stn-03,2026-03-03 22:20,ENG-1259,SUP-176,EMP278,TL-010,C,Tool_10,Welding Gun,Plant-B,2026-02-07,2026-05-08,Maintenance,98.91,Atlas Copco,SN100009
M10089,MA1AB100000003089,WO13089,Sedan X,TRIM-1,STN-04,2026-03-03 22:21,ENG-1131,SUP-160,EMP193,TL-051,,Tool_51,Nut Runner,Plant-C,2026-04-06,2026-07-05,Active,97.28,Bosch,SN100050
M10090,MA1AB100000003090,WO13090,Hatch Z,GA-2,STN-02,2026-03-03 22:22,ENG-1485,SUP-154,EMP262,TL-054,B,Tool_54,Press Tool,Plant-C,2026-01-18,2026-04-18,Active,99.35,Ingersoll Rand,SN100053
M10091,MA1AB100000003091,WO13091,SUV Pro,GA-2,STN-04,2026-03-03 22:23,ENG-1471,SUP-128,EMP342,TL-041,B,Tool_41,Robot Arm,Plant-A,2026-02-27,2026-05-28,Maintenance,97.13,Atlas Copco,SN100040
M10092,MA1AB100000003092,WO13092,Sedan X,PAINT-1,STN-05,2026-03-03 22:25,ENG-1078,SUP-005,EMP314,TL-011,,Tool_11,Welding Gun,Plant-B,2026-01-03,2026-04-03,Out of Service,99.43,Atlas Copco,SN100010
M10093,MA1AB100000003093,WO13093,SUV Pro,GA-1,STN-02,2026-03-03 22:26,ENG-1414,SUP-155,EMP168,TL-004,C,Tool_4,Press Tool,Plant-A,2026-01-19,2026-04-19,Active,97.49,Bosch,SN100003
M10094,MA1AB100000003094,WO13094,Hatch Z,GA-2,STN-02,2026-03-03 22:27,ENG-1303,SUP-074,EMP159,TL-010,C,Tool_10,Welding Gun,Plant-B,2026-02-07,2026-05-08,Maintenance,98.91,Atlas Copco,SN100009
M10095,MA1AB100000003095,WO13095,SUV Pro,GA-2,STN-01,2026-03-03 22:28,ENG-1077,SUP-152,EMP262,TL-041,,Tool_41,Robot Arm,Plant-A,2026-02-27,2026-05-28,Maintenance,97.13,Atlas Copco,SN100040
M10096,MA1AB100000003096,WO13096,Sedan X,TRIM-1,STN-02,2026-03-03 22:30,ENG-1237,SUP-172,EMP178,TL-083,,Tool_83,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,98.35,Bosch,SN100082
M10097,MA1AB100000003097,WO13097,Sedan X,PAINT-1, stn-05 ,2026-03-03 22:31,ENG-1391,SUP-047,EMP121,TL-056,,Tool_56,Torque Wrench,Plant-C,2026-04-06,2026-07-05,Active,97.45,Atlas Copco,SN100055
M10098,MA1AB100000003098,WO13098,Sedan X,PAINT-1, stn-05 ,2026-03-03 22:32,ENG-1132,SUP-160,EMP363,TL-004,C,Tool_4,Press Tool,Plant-A,2026-01-19,2026-04-19,Active,97.49,Bosch,SN100003
M10099,MA1AB100000003099,WO13099,Sedan X,GA-2,STN-02,2026-03-03 22:33,ENG-1370,SUP-028,EMP214,TL-084,A,Tool_84,Torque Wrench,Plant-C,2026-02-03,2026-05-04,Out of Service,97.78,Ingersoll Rand,SN100083
M10100,MA1AB100000003100,WO13100,Sedan X,PAINT-1,STN-05,2026-03-03 22:35,ENG-1273,SUP-058,EMP180,TL-009,A,Tool_9,Press Tool,Plant-C,2026-05-31,2026-08-29,Active,98.89,Bosch,SN100008
M10101,MA1AB100000003101,WO13101,Sedan X,GA-2,STN-01,2026-03-03 22:36,ENG-1486,SUP-045,EMP139,TL-048,C,Tool_48,Nut Runner,Plant-B,2026-04-17,2026-07-16,Active,96.56,Stanley,SN100047
M10102,MA1AB100000003102,WO13102,Hatch Z,GA-1, stn-05 ,2026-03-03 22:37,ENG-1190,SUP-138,EMP178,TL-056,,Tool_56,Torque Wrench,Plant-C,2026-04-06,2026-07-05,Active,97.45,Atlas Copco,SN100055
M10103,MA1AB100000003103,WO13103,Hatch Z,TRIM-1,STN-04,2026-03-03 22:38,ENG-1152,SUP-003,EMP153,TL-098,A,Tool_98,Press Tool,Plant-A,2026-06-01,2026-08-30,Active,98.11,Stanley,SN100097
M10104,MA1AB100000003104,WO13104,Hatch Z,PAINT-1,STN-03,2026-03-03 22:40,ENG-1284,SUP-138,EMP129,TL-050,C,Tool_50,Welding Gun,Plant-C,2026-04-30,2026-07-29,Maintenance,98.51,Ingersoll Rand,SN100049
M10105,MA1AB100000003105,WO13105,SUV Pro,GA-2,Stn-03,2026-03-03 22:41,ENG-1428,SUP-173,EMP100,TL-006,,Tool_6,Nut Runner,Plant-B,2026-01-25,2026-04-25,Maintenance,98.24,Ingersoll Rand,SN100005
M10106,MA1AB100000003106,WO13106,Sedan X,TRIM-1,STN-04,2026-03-03 22:42,ENG-1326,SUP-135,EMP345,TL-032,C,Tool_32,Press Tool,Plant-A,2026-03-27,2026-06-25,Maintenance,97.67,Bosch,SN100031
M10107,MA1AB100000003107,WO13107,Hatch Z,PAINT-1,Stn-03,2026-03-03 22:43,ENG-1377,SUP-100,EMP305,TL-037,,Tool_37,Torque Wrench,Plant-A,2026-02-12,2026-05-13,Maintenance,95.39,Bosch,SN100036
M10108,MA1AB100000003108,WO13108,Hatch Z,PAINT-1,Stn-03,2026-03-03 22:45,ENG-1381,,EMP160,TL-077,,Tool_77,Welding Gun,Plant-C,2026-04-12,2026-07-11,Active,98.71,Stanley,SN100076
M10109,MA1AB100000003109,WO13109,Hatch Z,GA-2,STN-02,2026-03-03 22:46,ENG-1151,SUP-169,EMP192,TL-015,B,Tool_15,Robot Arm,Plant-C,2026-05-26,2026-08-24,Out of Service,97.88,Atlas Copco,SN100014
M10110,MA1AB100000003110,WO13110,Hatch Z,TRIM-1,Stn-03,2026-03-03 22:47,ENG-1074,SUP-046,EMP138,TL-025,B,Tool_25,Nut Runner,Plant-C,2026-02-19,2026-05-20,Out of Service,98.88,Atlas Copco,SN100024
M10111,MA1AB100000003111,WO13111,Sedan X,PAINT-1, stn-05 ,2026-03-03 22:48,ENG-1032,SUP-012,EMP245,TL-021,C,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M10112,MA1AB100000003112,WO13112,Hatch Z,GA-2,Stn-03,2026-03-03 22:50,ENG-1497,SUP-029,EMP244,TL-094,,Tool_94,Press Tool,Plant-C,2026-05-10,2026-08-08,Maintenance,98.64,Stanley,SN100093
M10113,MA1AB100000003113,WO13113,Hatch Z,GA-1,STN-01,2026-03-03 22:51,ENG-1241,SUP-158,EMP328,TL-020,,Tool_20,Robot Arm,Plant-C,2026-06-24,2026-09-22,Active,99.27,Ingersoll Rand,SN100019
M10114,MA1AB100000003114,WO13114,Hatch Z,PAINT-1,STN-05,2026/03/03 22:52,ENG-1353,SUP-135,EMP149,TL-084,B,Tool_84,Torque Wrench,Plant-C,2026-02-03,2026-05-04,Out of Service,97.78,Ingersoll Rand,SN100083
M10115,MA1AB100000003115,WO13115,Hatch Z,GA-2,STN-01,2026-03-03 22:53,ENG-1376,SUP-141,EMP110,TL-008,B,Tool_8,Welding Gun,Plant-A,2026-06-05,2026-09-03,Maintenance,95.49,Ingersoll Rand,SN100007
M10116,MA1AB100000003116,WO13116,SUV Pro,TRIM-1,STN-04,2026-03-03 22:55,ENG-1010,SUP-189,EMP186,TL-091,A,Tool_91,Nut Runner,Plant-B,2026-03-20,2026-06-18,Active,95.45,Atlas Copco,SN100090
M10117,MA1AB100000003117,WO13117,Sedan X,GA-1,STN-03,2026-03-03 22:56,ENG-1479,SUP-051,EMP182,TL-070,C,Tool_70,Robot Arm,Plant-C,2026-04-23,2026-07-22,Maintenance,98.03,Bosch,SN100069
M10118,MA1AB100000003118,WO13118,Sedan X,TRIM-1,STN-02,2026-03-03 22:57,ENG-1446,SUP-025,EMP101,TL-042,A,Tool_42,Welding Gun,Plant-C,2026-03-03,2026-06-01,Out of Service,97.14,Ingersoll Rand,SN100041
M10119,MA1AB100000003119,WO13119,SUV Pro,GA-2,STN-03,2026-03-03 22:58,ENG-1125,SUP-136,EMP220,TL-071,A,Tool_71,Welding Gun,Plant-B,2026-04-11,2026-07-10,Active,98.12,Atlas Copco,SN100070
M10120,MA1AB100000003120,WO13120,SUV Pro,GA-2,STN-04,2026-03-03 23:00,ENG-1431,SUP-158,EMP187,TL-085,A,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M10121,MA1AB100000003121,WO13121,Sedan X,TRIM-1,STN-04,2026-03-03 23:01,ENG-1273,SUP-179,EMP321,TL-021,,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M10122,MA1AB100000003122,WO13122,SUV Pro,GA-2,Stn-03,2026-03-03 23:02,ENG-1116,SUP-046,EMP384,TL-027,,Tool_27,Robot Arm,Plant-A,2026-03-13,2026-06-11,Active,95.63,Atlas Copco,SN100026
M10123,MA1AB100000003123,WO13123,Hatch Z,GA-2,STN-02,2026-03-03 23:03,ENG-1417,SUP-124,EMP308,TL-096,A,Tool_96,Nut Runner,Plant-A,2026-04-26,2026-07-25,Active,95.35,Stanley,SN100095
M10124,MA1AB100000003124,WO13124,Hatch Z,PAINT-1, stn-05 ,2026-03-03 23:05,ENG-1058,SUP-162,EMP377,TL-097,,Tool_97,Nut Runner,Plant-A,2026-04-22,2026-07-21,Active,99.35,Ingersoll Rand,SN100096
M10125,MA1AB100000003125,WO13125,Sedan X,TRIM-1,STN-04,2026-03-03 23:06,ENG-1053,SUP-064,EMP322,TL-071,C,Tool_71,Welding Gun,Plant-B,2026-04-11,2026-07-10,Active,98.12,Atlas Copco,SN100070
M10126,MA1AB100000003126,WO13126,Sedan X,GA-1,STN-01,2026-03-03 23:07,ENG-1097,SUP-040,EMP358,TL-021,B,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M10127,MA1AB100000003127,WO13127,Sedan X,GA-2,STN-01,2026-03-03 23:08,ENG-1344,SUP-139,EMP360,TL-094,B,Tool_94,Press Tool,Plant-C,2026-05-10,2026-08-08,Maintenance,98.64,Stanley,SN100093
M10128,MA1AB100000003128,WO13128,SUV Pro,GA-2,STN-04,2026-03-03 23:10,ENG-1377,SUP-154,EMP132,TL-068,,Tool_68,Press Tool,Plant-A,2026-04-15,2026-07-14,Active,97.42,Bosch,SN100067
M10129,MA1AB100000003129,WO13129,SUV Pro,GA-1,STN-04,2026-03-03 23:11,ENG-1487,SUP-124,EMP352,TL-050,A,Tool_50,Welding Gun,Plant-C,2026-04-30,2026-07-29,Maintenance,98.51,Ingersoll Rand,SN100049
M10130,MA1AB100000003130,WO13130,Hatch Z,GA-1,STN-04,2026-03-03 23:12,ENG-1386,SUP-162,EMP289,TL-075,B,Tool_75,Press Tool,Plant-C,2026-04-22,2026-07-21,Active,99.86,Ingersoll Rand,SN100074
M10131,MA1AB100000003131,WO13131,Sedan X,GA-1,Stn-03,2026-03-03 23:13,ENG-1334,SUP-069,EMP226,TL-099,A,Tool_99,Welding Gun,Plant-B,2026-05-20,2026-08-18,Active,97.05,Atlas Copco,SN100098
M10132,MA1AB100000003132,WO13132,Hatch Z,GA-2,STN-04,2026-03-03 23:15,ENG-1310,SUP-114,EMP309,TL-015,,Tool_15,Robot Arm,Plant-C,2026-05-26,2026-08-24,Out of Service,97.88,Atlas Copco,SN100014
M10133,MA1AB100000003133,WO13133,Hatch Z,GA-1,STN-03,2026-03-03 23:16,ENG-1496,SUP-152,EMP314,TL-075,B,Tool_75,Press Tool,Plant-C,2026-04-22,2026-07-21,Active,99.86,Ingersoll Rand,SN100074
M10134,MA1AB100000003134,WO13134,Hatch Z,PAINT-1,STN-03,2026-03-03 23:17,ENG-1338,SUP-128,EMP191,TL-095,A,Tool_95,Nut Runner,Plant-A,2026-06-25,2026-09-23,Active,99.37,Bosch,SN100094
M10135,MA1AB100000003135,WO13135,Hatch Z,GA-2, stn-05 ,2026-03-03 23:18,ENG-1200,SUP-097,EMP288,TL-090,,Tool_90,Nut Runner,Plant-C,2026-05-12,2026-08-10,Out of Service,97.28,Stanley,SN100089
M10136,MA1AB100000003136,WO13136,Hatch Z,TRIM-1,Stn-03,2026-03-03 23:20,ENG-1087,SUP-157,EMP281,TL-074,A,Tool_74,Robot Arm,Plant-B,2026-01-04,2026-04-04,Active,97.63,Stanley,SN100073
M10137,MA1AB100000003137,WO13137,Sedan X,PAINT-1,STN-04,2026-03-03 23:21,ENG-1104,SUP-079,EMP359,TL-076,B,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M10138,MA1AB100000003138,WO13138,SUV Pro,PAINT-1,STN-02,2026-03-03 23:22,ENG-1308,SUP-070,EMP322,TL-081,A,Tool_81,Nut Runner,Plant-A,2026-06-21,2026-09-19,Maintenance,97.61,Atlas Copco,SN100080
M10139,MA1AB100000003139,WO13139,SUV Pro,PAINT-1,STN-02,2026-03-03 23:23,ENG-1296,SUP-156,EMP111,TL-057,C,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M10140,MA1AB100000003140,WO13140,Hatch Z,TRIM-1,STN-02,2026-03-03 23:25,ENG-1391,SUP-159,EMP310,TL-055,C,Tool_55,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,95.5,Atlas Copco,SN100054
M10141,MA1AB100000003141,WO13141,Sedan X,TRIM-1,STN-05,2026-03-03 23:26,ENG-1316,SUP-102,EMP348,TL-003,A,Tool_3,Robot Arm,Plant-C,2026-02-25,2026-05-26,Active,97.36,Atlas Copco,SN100002
M10142,MA1AB100000003142,WO13142,Hatch Z,TRIM-1,STN-03,2026-03-03 23:27,ENG-1351,SUP-175,EMP354,TL-033,C,Tool_33,Welding Gun,Plant-C,2026-02-25,2026-05-26,Active,97.63,Bosch,SN100032
M10143,MA1AB100000003143,WO13143,Hatch Z,PAINT-1,STN-04,2026-03-03 23:28,ENG-1141,SUP-020,EMP360,TL-025,C,Tool_25,Nut Runner,Plant-C,2026-02-19,2026-05-20,Out of Service,98.88,Atlas Copco,SN100024
M10144,MA1AB100000003144,WO13144,Sedan X,TRIM-1,STN-04,2026-03-03 23:30,ENG-1124,SUP-074,EMP334,TL-067,C,Tool_67,Torque Wrench,Plant-A,2026-02-10,2026-05-11,Active,95.24,Bosch,SN100066
M10145,MA1AB100000003145,WO13145,Sedan X,TRIM-1, stn-05 ,2026-03-03 23:31,ENG-1297,SUP-138,EMP373,TL-014,,Tool_14,Nut Runner,Plant-A,2026-02-27,2026-05-28,Maintenance,99.68,Stanley,SN100013
M10146,MA1AB100000003146,WO13146,SUV Pro,GA-1,STN-03,2026-03-03 23:32,ENG-1148,SUP-081,EMP105,TL-078,B,Tool_78,Press Tool,Plant-A,2026-03-26,2026-06-24,Maintenance,99.88,Bosch,SN100077
M10147,MA1AB100000003147,WO13147,Hatch Z,TRIM-1,STN-01,2026-03-03 23:33,ENG-1167,SUP-044,EMP160,TL-005,B,Tool_5,Torque Wrench,Plant-C,2026-02-02,2026-05-03,Maintenance,99.68,Ingersoll Rand,SN100004
M10148,MA1AB100000003148,WO13148,SUV Pro,GA-2,STN-04,2026-03-03 23:35,ENG-1020,SUP-102,EMP304,TL-038,A,Tool_38,Welding Gun,Plant-B,2026-04-18,2026-07-17,Active,97.87,Ingersoll Rand,SN100037
M10149,MA1AB100000003149,WO13149,Sedan X,GA-2,STN-03,2026-03-03 23:36,ENG-1273,SUP-065,EMP283,TL-067,A,Tool_67,Torque Wrench,Plant-A,2026-02-10,2026-05-11,Active,95.24,Bosch,SN100066
M10150,MA1AB100000003150,WO13150,Sedan X,GA-1,STN-05,2026-03-03 23:37,ENG-1449,SUP-139,EMP393,TL-072,B,Tool_72,Robot Arm,Plant-C,2026-05-05,2026-08-03,Maintenance,99.87,Atlas Copco,SN100071
M10151,MA1AB100000003151,WO13151,Hatch Z,GA-1,STN-03,2026-03-03 23:38,ENG-1247,SUP-079,EMP376,TL-071,B,Tool_71,Welding Gun,Plant-B,2026-04-11,2026-07-10,Active,98.12,Atlas Copco,SN100070
M10152,MA1AB100000003152,WO13152,Hatch Z,TRIM-1,STN-03,2026-03-03 23:40,ENG-1426,SUP-191,EMP154,TL-071,C,Tool_71,Welding Gun,Plant-B,2026-04-11,2026-07-10,Active,98.12,Atlas Copco,SN100070
M10153,MA1AB100000003153,WO13153,SUV Pro,GA-2,STN-01,2026-03-03 23:41,ENG-1076,SUP-115,EMP289,TL-002,A,Tool_2,Nut Runner,Plant-A,2026-04-22,2026-07-21,Active,97.47,Bosch,SN100001
M10154,MA1AB100000003154,WO13154,Sedan X,GA-2,STN-01,2026-03-03 23:42,ENG-1347,SUP-089,EMP299,TL-098,,Tool_98,Press Tool,Plant-A,2026-06-01,2026-08-30,Active,98.11,Stanley,SN100097
M10155,MA1AB100000003155,WO13155,Sedan X,PAINT-1, stn-05 ,2026-03-03 23:43,ENG-1104,SUP-005,EMP283,TL-050,C,Tool_50,Welding Gun,Plant-C,2026-04-30,2026-07-29,Maintenance,98.51,Ingersoll Rand,SN100049
M10156,MA1AB100000003156,WO13156,Sedan X,PAINT-1,Stn-03,2026-03-03 23:45,ENG-1289,SUP-050,EMP324,TL-070,C,Tool_70,Robot Arm,Plant-C,2026-04-23,2026-07-22,Maintenance,98.03,Bosch,SN100069
M10157,MA1AB100000003157,WO13157,SUV Pro,TRIM-1,STN-05,2026-03-03 23:46,ENG-1026,SUP-129,EMP345,TL-093,A,Tool_93,Nut Runner,Plant-A,2026-03-03,2026-06-01,Out of Service,98.43,Ingersoll Rand,SN100092
M10158,MA1AB100000003158,WO13158,Hatch Z,GA-1,STN-05,2026-03-03 23:47,ENG-1241,SUP-042,EMP312,TL-083,A,Tool_83,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,98.35,Bosch,SN100082
M10159,MA1AB100000003159,WO13159,Sedan X,GA-1, stn-05 ,2026-03-03 23:48,ENG-1384,SUP-053,EMP318,TL-048,A,Tool_48,Nut Runner,Plant-B,2026-04-17,2026-07-16,Active,96.56,Stanley,SN100047
M10160,MA1AB100000003160,WO13160,Sedan X,GA-2,STN-03,2026-03-03 23:50,ENG-1470,SUP-076,EMP255,TL-033,B,Tool_33,Welding Gun,Plant-C,2026-02-25,2026-05-26,Active,97.63,Bosch,SN100032
M10161,MA1AB100000003161,WO13161,Hatch Z,GA-1,STN-04,2026-03-03 23:51,ENG-1247,SUP-071,EMP275,TL-055,,Tool_55,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,95.5,Atlas Copco,SN100054
M10162,MA1AB100000003162,WO13162,SUV Pro,GA-2,STN-03,2026-03-03 23:52,ENG-1481,SUP-010,EMP293,TL-019,B,Tool_19,Torque Wrench,Plant-B,2026-05-30,2026-08-28,Active,96.08,Atlas Copco,SN100018
M10163,MA1AB100000003163,WO13163,Sedan X,PAINT-1,STN-03,2026-03-03 23:53,ENG-1312,SUP-153,EMP323,TL-062,B,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M10164,MA1AB100000003164,WO13164,SUV Pro,TRIM-1,Stn-03,2026-03-03 23:55,ENG-1091,SUP-048,EMP192,TL-016,A,Tool_16,Robot Arm,Plant-B,2026-04-27,2026-07-26,Active,98.18,Atlas Copco,SN100015
M10165,MA1AB100000003165,WO13165,SUV Pro,GA-2,STN-02,2026-03-03 23:70,ENG-1477,SUP-163,EMP250,TL-057,A,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M10166,MA1AB100000003166,WO13166,SUV Pro,TRIM-1,STN-03,2026-03-03 23:57,ENG-1245,SUP-100,EMP255,TL-070,C,Tool_70,Robot Arm,Plant-C,2026-04-23,2026-07-22,Maintenance,98.03,Bosch,SN100069
M10167,MA1AB100000003167,WO13167,Hatch Z,PAINT-1,STN-03,2026-03-03 23:58,ENG-1305,SUP-058,EMP323,TL-042,B,Tool_42,Welding Gun,Plant-C,2026-03-03,2026-06-01,Out of Service,97.14,Ingersoll Rand,SN100041
M10168,MA1AB100000003168,WO13168,Sedan X,GA-2,STN-05,2026-03-04 00:00,ENG-1115,SUP-081,EMP103,TL-063,A,Tool_63,Welding Gun,Plant-B,2026-03-03,2026-06-01,Active,99.78,Ingersoll Rand,SN100062
M10169,MA1AB100000003169,WO13169,Sedan X,PAINT-1,STN-03,2026-03-04 00:01,ENG-1373,SUP-090,EMP211,TL-014,B,Tool_14,Nut Runner,Plant-A,2026-02-27,2026-05-28,Maintenance,99.68,Stanley,SN100013
M10170,MA1AB100000003170,WO13170,Hatch Z,GA-1,STN-01,2026-03-04 00:02,ENG-1379,SUP-064,EMP301,TL-017,B,Tool_17,Torque Wrench,Plant-C,2026-01-08,2026-04-08,Maintenance,96.84,Atlas Copco,SN100016
