Event_ID,Line,Station,TS,Part_No,Torque,Temp,Pressure,Defect,VIN,Supplier,Work_Order,Sensor_ID,Calibration_Factor,Inspection_Source,Tool_ID,Shift,Scrap_Reason,BOM_Version,Effective_Date
M9978,GA-2, stn-05 ,2026-03-10 15:38,126-ABC,45.0 ,40 C,65 psi,Reject,XX102978,SUP-01,WO12978,SEN-005,0.973,Human,TL-018,C,Material,V1,2025-12-31
M9979,TRIM-1,STN-02,2026-03-10 15:39,138-ABC,50Nm,85C,5 bar,Repair,XX102979,SUP-20,WO12979,SEN-009,0.98,Automated,TL-023,C,Paint,v1,2025-12-31
M9980,GA-1,STN-05,2026-03-10 15:40,134-ABC,35 lb-ft,,65 psi,Repair,XX102980,SUP-12,WO12980,SEN-001,0.984,Automated,TL-015,B,NA,v1,2026-01-01
M9981,GA-1,Stn-03,2026-03-10 15:41,132-ABC,35 lb-ft,40 C,5 bar, ok ,XX102981,SUP-02,WO12981,SEN-003,1.001,Automated,TL-001,,Dimension,v1,2025-12-31
M9982,TRIM-1,STN-02,2026-03-10 15:42,113-ABC,45.0 ,85C,5 bar, ok ,XX102982,SUP-20,WO12982,SEN-003,0.99,Automated,TL-007,A,Dimension,v1,2026-01-01
M9983,PAINT-1,STN-03,2026/03/10 15:43,105-ABC,45,104F,5 bar,na,XX102983,SUP-03,WO12983,SEN-001,0.992,Human,TL-025,C,NA,V2,2026-01-01
M9984,TRIM-1,STN-05,2026-03-10 15:44,122-ABC,45,85 C,4.5 bar,Reject,XX102984,SUP-08,WO12984,SEN-003,1.019,Human,TL-003,,Paint,V2,2026-03-01
M9985,GA-1,STN-05,2026-03-10 15:45,146-ABC,60 nm,,5 bar,None,XX102985,SUP-07,WO12985,SEN-009,0.982,Automated,TL-029,C,NA,V1,2025-12-31
M9986,GA-2,STN-05,2026-03-10 15:46,137-ABC,45.0 ,85C,5 bar, ok ,XX102986,SUP-10,WO12986,SEN-002,0.986,Automated,TL-011,B,NA,v1,2025-12-31
M9987,GA-1,Stn-03,2026-03-10 15:47,129-ABC,60 nm,85C,65 psi,na,XX102987,SUP-19,WO12987,SEN-005,0.972,Automated,TL-010,B,Weld,V1,2025-12-31
M9988,TRIM-1,STN-03,2026-03-10 15:48,136-ABC,,95 F,4.5 bar,Repair,XX102988,SUP-11,WO12988,SEN-003,0.982,Automated,TL-027,C,Dimension,V1,2026-03-01
M9989,GA-1,STN-03,2026-03-10 15:49,105-ABC,60 nm,,4.5 bar,Reject,XX102989,SUP-12,WO12989,SEN-004,0.989,Automated,TL-011,,Dimension,V2,2025-12-31
M9990,GA-2,STN-05,2026-03-10 15:50,133-ABC,,,5 bar,Reject,XX102990,SUP-13,WO12990,SEN-004,1.013,Human,TL-030,,Material,V2,2026-03-01
M9991,GA-2,STN-04,2026-03-10 15:51,103-ABC,45,104F,65 psi,Repair,XX102991,SUP-11,WO12991,SEN-009,0.997,Human,TL-022,,Paint,V1,2026-03-01
M9992,PAINT-1,Stn-03,2026-03-10 15:52,128-ABC,60 nm,85 C,5 bar,Reject,XX102992,SUP-14,WO12992,SEN-005,0.983,Automated,TL-002,,Paint,V1,2026-01-01
M9993,PAINT-1,STN-04,2026-03-10 15:53,135-ABC,35 lb-ft,,4.5 bar, ok ,XX102993,SUP-01,WO12993,SEN-008,1.006,Automated,TL-022,A,Material,V1,2026-01-01
M9994,GA-1,STN-01,2026-03-10 15:54,120-ABC,60 nm,85 C,65 psi,reject,XX102994,SUP-10,WO12994,SEN-010,0.992,Human,TL-030,A,Paint,v1,2026-01-01
M9995,GA-2,STN-03,2026-03-10 15:55,129-ABC,,104F,5 bar,na,XX102995,SUP-20,WO12995,SEN-001,1.024,Automated,TL-003,B,NA,V1,2026-03-01
M9996,PAINT-1, stn-05 ,2026-03-10 15:56,116-ABC,,85 C,65 psi,na,XX102996,SUP-14,WO12996,SEN-002,1.019,Automated,TL-022,C,Material,V2,2026-03-01
M9997,PAINT-1,STN-04,2026-03-10 15:57,105-ABC,,40 C,4.5 bar,None,XX1 2 3 4,SUP-20,WO12997,SEN-010,1.011,Human,TL-017,B,Material,V2,2026-01-01
M9998,TRIM-1,Stn-03,2026-03-10 15:58,107-ABC,60 nm,104F,5 bar,OK,XX102998,SUP-19,WO12998,SEN-003,0.983,Human,TL-005,C,Material,v1,2026-01-01
M9999,GA-2,STN-05,2026-03-10 15:59,120-ABC,,,5 bar,None,XX102999,SUP-02,WO12999,SEN-007,0.995,Automated,TL-006,,Paint,V1,2026-03-01
M10000,GA-2,STN-01,2026-03-10 06:00,112-ABC,45.0 ,,65 psi,Repair,XX103000,SUP-07,WO13000,SEN-007,0.99,Automated,TL-017,,Dimension,V1,2026-03-01
M10001,TRIM-1,Stn-03,2026-03-10 06:01,145-ABC,45.0 ,85 C,65 psi, ok ,XX103001,SUP-03,WO13001,SEN-002,1.02,Human,TL-029,C,Dimension,V2,2026-03-01
M10002,GA-1,STN-04,2026-03-10 06:02,122-ABC,50Nm,85 C,65 psi,OK,XX103002,SUP-10,WO13002,SEN-004,0.991,Human,TL-017,,NA,V2,2026-01-01
M10003,GA-2,STN-04,2026-03-10 06:03,124-ABC,50Nm,85C,4.5 bar,None,XX103003,SUP-09,WO13003,SEN-009,0.972,Automated,TL-012,A,Weld,v1,2026-01-01
M10004,TRIM-1,STN-04,2026-03-10 06:04,112-ABC,,104F,5 bar,reject,XX103004,SUP-04,WO13004,SEN-005,1.003,Automated,TL-007,C,Weld,V2,2025-12-31
M10005,PAINT-1,STN-03,2026-03-10 06:05,138-ABC,60 nm,85 C,4.5 bar,Repair,XX103005,SUP-17,WO13005,SEN-002,1.027,Automated,TL-003,C,Weld,v1,2025-12-31
M10006,GA-2,STN-03,2026-03-10 06:06,107-ABC,60 nm,85 C,4.5 bar,None,XX103006,SUP-10,WO13006,SEN-003,1.014,Human,TL-024,A,Material,v1,2026-01-01
M10007,GA-1,STN-02,2026-03-10 06:07,125-ABC,60 nm,95 F,4.5 bar, ok ,XX103007,SUP-02,WO13007,SEN-008,0.975,Automated,TL-015,B,NA,V2,2026-01-01
M10008,TRIM-1,STN-02,2026-03-10 06:08,131-ABC,50Nm,104F,5 bar,na,XX103008,sup-09 ,WO13008,SEN-008,0.985,Automated,TL-003,B,NA,V1,2026-03-01
M10009,TRIM-1,STN-02,2026-03-10 06:09,126-ABC,,40 C,65 psi,na,XX103009,SUP-11,WO13009,SEN-008,0.977,Human,TL-014,A,Material,V2,2026-01-01
M10010,GA-2,STN-05,2026-03-10 06:10,110-ABC,60 nm,85 C,4.5 bar,na,XX103010,SUP-04,WO13010,SEN-010,1.004,Human,TL-018,A,Material,V1,2025-12-31
M10011,GA-2,STN-01,2026-03-10 06:11,110-ABC,50Nm,85C,65 psi,Repair,XX103011,SUP-08,WO13011,SEN-006,0.975,Automated,TL-016,,Weld,v1,2026-01-01
M10012,GA-1,STN-02,2026-03-10 06:12,117-ABC,45.0 ,40 C,5 bar, ok ,XX103012,SUP-09,WO13012,SEN-006,1.017,Automated,TL-001,B,Material,V2,2026-01-01
M10013,GA-1,STN-03,2026-03-10 06:13,105-ABC,45,85C,5 bar,Repair,XX103013,SUP-06,WO13013,SEN-001,0.998,Human,TL-023,A,NA,V1,2025-12-31
M10014,PAINT-1,STN-04,2026-03-10 06:14,130-ABC,,85 C,4.5 bar, ok ,XX103014,SUP-02,WO13014,SEN-002,0.984,Human,TL-028,,NA,V1,2025-12-31
M10015,GA-2,STN-03,2026-03-10 06:15,125-ABC,50Nm,40 C,65 psi,Reject,XX103015,SUP-18,WO13015,SEN-001,1.02,Human,TL-002,B,Material,V1,2025-12-31
M10016,GA-1,STN-02,2026-03-10 06:16,120-ABC,50Nm,104F,4.5 bar,Reject,XX103016,SUP-06,WO13016,SEN-006,1.0,Human,TL-023,B,Material,V2,2025-12-31
M10017,GA-2,STN-04,2026-03-10 06:17,107-ABC,50Nm,104F,65 psi,Reject,XX103017,SUP-12,WO13017,SEN-003,0.997,Automated,TL-007,,NA,V2,2026-01-01
M10018,TRIM-1,STN-04,2026-03-10 06:18,144-ABC,45.0 ,85C,4.5 bar,None,XX103018,SUP-07,WO13018,SEN-008,0.997,Human,TL-015,,Material,v1,2026-01-01
M10019,TRIM-1,STN-04,2026-03-10 06:19,125-ABC,45,85 C,4.5 bar,OK,XX103019,SUP-11,WO13019,SEN-007,0.989,Human,TL-004,B,Paint,V1,2025-12-31
M10020,GA-1,STN-04,2026-03-10 06:20,119-ABC,45.0 ,85 C,4.5 bar,na,XX103020,SUP-13,WO13020,SEN-007,0.989,Automated,TL-009,C,Dimension,V2,2026-01-01
M10021,GA-2, stn-05 ,2026-03-10 06:21,134-ABC,35 lb-ft,104F,65 psi,None,XX103021,SUP-18,WO13021,SEN-001,1.008,Human,TL-006,A,Dimension,V1,2025-12-31
M10022,GA-2,STN-05,2026-03-10 06:22,149-ABC,45.0 ,95 F,4.5 bar,Reject,XX103022,SUP-16,WO13022,SEN-010,1.005,Automated,TL-030,B,Paint,V1,2026-03-01
M10023,GA-1,Stn-03,2026-03-10 06:23,110-ABC,60 nm,95 F,4.5 bar,reject,XX103023,SUP-01,WO13023,SEN-002,0.988,Automated,TL-029,C,NA,V1,2026-01-01
M10024,TRIM-1,STN-02,2026-03-10 06:24,135-ABC,60 nm,40 C,65 psi,na,XX103024,SUP-13,WO13024,SEN-008,1.008,Automated,TL-002,B,Material,V1,2025-12-31
M10025,GA-2,Stn-03,2026-03-10 06:25,120-ABC,,104F,4.5 bar,reject,XX103025,SUP-11,WO13025,SEN-009,1.016,Automated,TL-020,A,Weld,V2,2026-03-01
M10026,PAINT-1,Stn-03,2026-03-10 06:26,134-ABC,35 lb-ft,40 C,65 psi,None,XX103026,SUP-15,WO13026,SEN-006,1.023,Automated,TL-013,,Weld,v1,2025-12-31
M10027,GA-2,STN-01,2026-03-10 06:27,147-ABC,45,,5 bar,reject,XX103027,SUP-19,WO13027,SEN-010,0.984,Human,TL-028,C,Dimension,V2,2026-03-01
M10028,GA-2,STN-02,2026-03-10 06:28,102-ABC,45,95 F,65 psi, ok ,XX103028,SUP-13,WO13028,SEN-006,0.983,Human,TL-011,A,NA,v1,2026-01-01
M10029,TRIM-1,Stn-03,2026-03-10 06:29,119-ABC,50Nm,85C,65 psi,Repair,XX103029,SUP-19,WO13029,SEN-008,0.974,Human,TL-013,B,Weld,V2,2025-12-31
M10030,GA-2,Stn-03,2026-03-10 06:30,149-ABC,45.0 ,40 C,5 bar,Repair,XX103030,SUP-10,WO13030,SEN-007,1.026,Human,TL-030,C,Dimension,v1,2026-03-01
M10031,TRIM-1,STN-03,2026-03-10 06:31,101-ABC,45,85C,5 bar,reject,XX103031,SUP-11,WO13031,SEN-009,0.976,Human,TL-026,A,Weld,V1,2026-03-01
M10032,GA-2,STN-04,2026-03-10 06:32,135-ABC,45,85 C,5 bar, ok ,XX103032,SUP-16,WO13032,SEN-004,0.984,Human,TL-020,,NA,V2,2025-12-31
M10033,GA-2,STN-02,2026-03-10 06:33,137-ABC,,85C,5 bar,Reject,XX103033,SUP-11,WO13033,SEN-007,0.973,Automated,TL-019,C,Material,V1,2026-01-01
M10034,GA-1,STN-05,2026-03-10 06:34,141-ABC,,104F,4.5 bar,Repair,XX103034,SUP-11,WO13034,SEN-007,1.02,Human,TL-001,A,Weld,v1,2025-12-31
M10035,TRIM-1,STN-01,2026-03-10 06:35,134-ABC,50Nm,85C,4.5 bar,Reject,XX103035,SUP-04,WO13035,SEN-008,1.019,Automated,TL-021,A,NA,v1,2025-12-31
M10036,TRIM-1,Stn-03,2026-03-10 06:36,110-ABC,35 lb-ft,95 F,65 psi,None,XX103036,SUP-16,WO13036,SEN-001,0.985,Automated,TL-018,C,Dimension,v1,2025-12-31
M10037,GA-1,Stn-03,2026-03-10 06:37,106-ABC,,40 C,65 psi, ok ,XX103037,SUP-01,WO13037,SEN-001,0.979,Automated,TL-028,B,NA,V2,2025-12-31
M10038,GA-1, stn-05 ,2026-03-10 06:38,133-ABC,50Nm,,65 psi,Repair,XX103038,SUP-18,WO13038,SEN-004,1.029,Automated,TL-018,B,Paint,v1,2026-03-01
M10039,PAINT-1,STN-05,2026-03-10 06:39,145-ABC,,85C,4.5 bar,reject,XX103039,SUP-20,WO13039,SEN-008,1.016,Automated,TL-016,B,Material,v1,2026-03-01
M10040,PAINT-1,STN-03,2026-03-10 06:40,127-ABC,,85 C,5 bar, ok ,XX103040,SUP-08,WO13040,SEN-008,0.989,Human,TL-023,C,Paint,V2,2026-01-01
M10041,GA-2,STN-03,2026-03-10 06:41,126-ABC,45,40 C,5 bar,reject,XX103041,SUP-01,WO13041,SEN-007,1.018,Human,TL-011,C,Weld,v1,2026-03-01
M10042,TRIM-1,STN-04,2026-03-10 06:42,115-ABC,45.0 ,95 F,65 psi, ok ,XX103042,SUP-16,WO13042,SEN-008,0.994,Human,TL-001,,Weld,V2,2025-12-31
M10043,PAINT-1,STN-03,2026-03-10 06:43,132-ABC,45.0 ,104F,5 bar,na,XX103043,SUP-12,WO13043,SEN-009,0.974,Automated,TL-005,,Weld,v1,2026-03-01
M10044,TRIM-1,Stn-03,2026-03-10 06:44,108-ABC,50Nm,40 C,4.5 bar,OK,XX103044,SUP-01,WO13044,SEN-003,0.989,Automated,TL-007,A,Weld,V2,2026-03-01
M10045,GA-1,Stn-03,2026-03-10 06:45, 121-abc ,45,95 F,5 bar, ok ,XX103045,SUP-03,WO13045,SEN-007,1.026,Human,TL-013,A,Paint,V2,2025-12-31
M10046,GA-1,STN-01,2026-03-10 06:46,101-ABC,45.0 ,85C,5 bar,reject,XX103046,SUP-10,WO13046,SEN-004,0.982,Automated,TL-016,,Paint,v1,2026-01-01
M10047,PAINT-1,STN-04,2026-03-10 06:47,109-ABC,35 lb-ft,104F,65 psi,reject,XX103047,SUP-16,WO13047,SEN-009,0.996,Automated,TL-001,C,Material,V1,2026-01-01
M10048,GA-1,Stn-03,2026-03-10 06:48,139-ABC,,85 C,5 bar, ok ,XX103048,SUP-20,WO13048,SEN-001,1.018,Human,TL-011,C,Paint,v1,2025-12-31
M10049,TRIM-1,STN-04,2026-03-10 06:49,108-ABC,50Nm,95 F,5 bar,Repair,XX103049,SUP-20,WO13049,SEN-008,1.022,Automated,TL-020,C,NA,V1,2025-12-31
M10050,GA-2,STN-02,2026-03-10 06:50,119-ABC,35 lb-ft,104F,5 bar,Repair,XX103050,SUP-04,WO13050,SEN-005,1.002,Human,TL-013,A,Weld,V2,2026-01-01
M10051,GA-2,STN-02,2026-03-10 06:51,143-ABC,45.0 ,104F,4.5 bar,na,XX103051,SUP-13,WO13051,SEN-002,1.008,Automated,TL-023,B,Dimension,V1,2025-12-31
M10052,GA-2,STN-03,2026-03-10 06:52,134-ABC,50Nm,,5 bar,OK,XX103052,SUP-05,WO13052,SEN-006,1.029,Automated,TL-030,B,Material,V2,2026-01-01
M10053,GA-1,STN-01,2026-03-10 06:53,144-ABC,50Nm,104F,65 psi,na,XX103053,SUP-01,WO13053,SEN-002,1.029,Automated,TL-017,,Paint,V1,2025-12-31
M10054,TRIM-1, stn-05 ,2026-03-10 06:54,132-ABC,50Nm,85C,4.5 bar,reject,XX103054,SUP-19,WO13054,SEN-009,0.979,Automated,TL-007,,Paint,v1,2025-12-31
M10055,GA-2,Stn-03,2026-03-10 06:55,143-ABC,45.0 ,40 C,5 bar,Reject,XX103055,SUP-06,WO13055,SEN-004,1.007,Automated,TL-017,B,Dimension,V1,2026-03-01
M10056,TRIM-1,STN-05,2026-03-10 06:56,123-ABC,,85C,65 psi, ok ,XX103056,SUP-12,WO13056,SEN-003,1.0,Automated,TL-012,B,Weld,V1,2026-03-01
M10057,PAINT-1,STN-05,2026-03-10 06:57,124-ABC,45,40 C,4.5 bar,Repair,XX103057,SUP-16,WO13057,SEN-007,0.998,Automated,TL-999,B,Weld,V2,2025-12-31
M10058,PAINT-1,STN-05,2026-03-10 06:58,139-ABC,45,85C,4.5 bar,Repair,XX103058,SUP-08,WO13058,SEN-004,1.005,Automated,TL-016,,Paint,v1,2026-01-01
M10059,GA-1,STN-05,2026-03-10 06:59,140-ABC,35 lb-ft,40 C,4.5 bar,na,XX103059,SUP-19,WO13059,SEN-009,0.986,Automated,TL-028,C,Weld,V2,2025-12-31
M10060,TRIM-1,STN-02,2026-03-10 07:00,123-ABC,35 lb-ft,95 F,65 psi,na,XX103060,SUP-12,WO13060,SEN-005,0.986,Automated,TL-026,B,NA,v1,2026-03-01
M10061,GA-2,STN-01,2026-03-10 07:01,137-ABC,45.0 ,95 F,4.5 bar,None,XX103061,SUP-05,WO13061,SEN-009,0.995,Human,TL-021,B,Material,V1,2025-12-31
M10062,TRIM-1,STN-03,2026-03-10 07:02,139-ABC,35 lb-ft,104F,65 psi,na,XX103062,SUP-06,WO13062,SEN-003,0.999,Human,TL-003,A,NA,V1,2026-03-01
M10063,GA-1, stn-05 ,2026-03-10 07:03,107-ABC,,104F,5 bar,reject,XX103063,SUP-15,WO13063,SEN-008,1.02,Automated,TL-999,,Weld,v1,2026-03-01
M10064,TRIM-1,Stn-03,2026-03-10 07:04,113-ABC,35 lb-ft,85C,5 bar,Repair,XX103064,SUP-05,WO13064,SEN-008,1.002,Human,TL-027,B,Material,v1,2026-01-01
M10065,GA-1,STN-03,2026-03-10 07:05,122-ABC,,,65 psi,Reject,XX103065,SUP-16,WO13065,SEN-006,1.001,Human,TL-002,,Paint,V1,2026-01-01
M10066,PAINT-1,Stn-03,2026-03-10 07:06,112-ABC,50Nm,85C,5 bar,na,XX103066,SUP-09,WO13066,SEN-005,0.978,Automated,TL-009,A,NA,V2,2025-12-31
M10067,TRIM-1,STN-04,2026-03-10 07:07,105-ABC,45,,4.5 bar,na,XX103067,SUP-12,WO13067,SEN-004,1.007,Human,TL-999,A,Weld,V2,2026-03-01
M10068,PAINT-1,STN-01,2026-03-10 07:08,146-ABC,,104F,5 bar,OK,XX103068,SUP-16,WO13068,SEN-003,1.028,Automated,TL-004,B,Paint,V2,2026-03-01
M10069,GA-2,STN-05,2026-03-10 07:09,122-ABC,35 lb-ft,,65 psi,None,XX103069,SUP-08,WO13069,SEN-003,1.022,Automated,TL-014,C,Weld,V1,2026-01-01
M10070,TRIM-1,STN-01,2026-03-10 07:10,110-ABC,,104F,65 psi, ok ,XX103070,SUP-15,WO13070,SEN-010,0.998,Human,TL-016,,NA,V1,2025-12-31
M10071,GA-2, stn-05 ,2026-03-10 07:11,114-ABC,50Nm,95 F,5 bar,reject,XX103071,SUP-18,WO13071,SEN-002,1.029,Automated,TL-029,B,Weld,V2,2025-12-31
M10072,PAINT-1,STN-03,2026-03-10 07:12,142-ABC,45,40 C,5 bar,Repair,XX103072,SUP-04,WO13072,SEN-009,0.975,Human,TL-027,A,NA,v1,2025-12-31
M10073,GA-2, stn-05 ,2026-03-10 07:13,142-ABC,50Nm,,4.5 bar,na,XX103073,SUP-03,WO13073,SEN-003,1.023,Human,TL-028,,Dimension,V1,2025-12-31
M10074,GA-2,STN-03,2026-03-10 07:14,105-ABC,60 nm,,65 psi,reject,XX103074,SUP-03,WO13074,SEN-009,1.018,Human,TL-025,,Material,v1,2026-03-01
M10075,PAINT-1,STN-01,2026-03-10 07:15,104-ABC,45,95 F,65 psi,OK,XX103075,SUP-09,WO13075,SEN-003,0.987,Automated,TL-001,C,Dimension,V1,2026-01-01
M10076,TRIM-1,STN-01,2026-03-10 07:16,143-ABC,45,104F,4.5 bar,na,XX103076,SUP-03,WO13076,SEN-001,0.971,Automated,TL-017,A,Material,V2,2026-01-01
M10077,TRIM-1, stn-05 ,2026-03-10 07:17,121-ABC,50Nm,95 F,4.5 bar,OK,XX103077,SUP-07,WO13077,SEN-005,1.001,Automated,TL-026,A,Weld,v1,2025-12-31
M10078,GA-1,STN-02,2026-03-10 07:18,115-ABC,50Nm,85 C,4.5 bar,Repair,XX103078,SUP-11,WO13078,SEN-004,0.993,Human,TL-010,B,Weld,V2,2026-01-01
M10079,TRIM-1,STN-02,2026-03-10 07:19,112-ABC,45.0 ,40 C,4.5 bar,Reject,XX103079,SUP-14,WO13079,SEN-005,0.997,Human,TL-014,,Material,v1,2026-03-01
M10080,GA-1,STN-02,2026-03-10 07:20,132-ABC,35 lb-ft,85C,4.5 bar,None,XX103080,SUP-14,WO13080,SEN-004,0.998,Human,TL-009,A,Paint,V2,2025-12-31
M10081,GA-2,STN-05,2026-03-10 07:21,111-ABC,,95 F,65 psi,na,XX103081,SUP-19,WO13081,SEN-006,0.974,Automated,TL-001,C,Weld,V1,2026-01-01
M10082,TRIM-1,STN-04,2026-03-10 07:22,141-ABC,60 nm,95 F,4.5 bar,OK,XX103082,SUP-17,WO13082,SEN-007,1.021,Automated,TL-009,,Paint,V1,2025-12-31
M10083,GA-1,STN-01,2026-03-10 07:23,137-ABC,45.0 ,85C,4.5 bar, ok ,XX103083,SUP-05,WO13083,SEN-002,0.982,Automated,TL-029,,Weld,V2,2026-01-01
M10084,GA-2, stn-05 ,2026-03-10 07:24,111-ABC,50Nm,95 F,5 bar,OK,XX103084,SUP-01,WO13084,SEN-005,0.982,Automated,TL-002,,Weld,V2,2025-12-31
M10085,GA-2,STN-05,2026-03-10 07:25,136-ABC,50Nm,85 C,65 psi, ok ,XX103085,SUP-20,WO13085,SEN-003,1.029,Human,TL-030,C,Dimension,V1,2026-01-01
M10086,GA-1,STN-03,2026-03-10 07:26,106-ABC,,85 C,4.5 bar,None,XX103086,SUP-07,WO13086,SEN-005,0.988,Human,TL-008,C,Material,V1,2025-12-31
M10087,GA-2,STN-02,2026-03-10 07:27,136-ABC,45.0 ,40 C,65 psi, ok ,XX103087,SUP-18,WO13087,SEN-002,0.982,Human,TL-005,,Weld,V1,2025-12-31
M10088,PAINT-1, stn-05 ,2026-03-10 07:28,129-ABC,45,85C,4.5 bar,reject,XX103088,SUP-14,WO13088,SEN-006,0.972,Automated,TL-027,B,Weld,V2,2026-03-01
M10089,GA-1,STN-01,2026-03-10 07:29,108-ABC,50Nm,,4.5 bar, ok ,XX103089,SUP-01,WO13089,SEN-002,0.998,Human,TL-015,,Paint,V1,2025-12-31
M10090,TRIM-1,STN-04,2026-03-10 07:30,142-ABC,45.0 ,95 F,4.5 bar,Repair,XX103090,SUP-08,WO13090,SEN-002,1.022,Automated,TL-022,A,Paint,V1,2026-01-01
M10091,TRIM-1, stn-05 ,2026-03-10 07:31,124-ABC,45.0 ,85C,5 bar, ok ,XX103091,SUP-16,WO13091,SEN-007,0.972,Human,TL-029,C,Paint,V2,2026-01-01
M10092,PAINT-1,STN-02,2026-03-10 07:32,127-ABC,60 nm,104F,65 psi,reject,XX103092,SUP-09,WO13092,SEN-007,0.983,Human,TL-027,A,Paint,V1,2026-01-01
M10093,PAINT-1,STN-04,2026-03-10 07:33,128-ABC,60 nm,85 C,65 psi,None,XX103093,SUP-06,WO13093,SEN-004,1.023,Automated,TL-999,C,Material,V2,2026-01-01
M10094,GA-1, stn-05 ,2026-03-10 07:34,143-ABC,,40 C,65 psi,reject,XX103094,SUP-15,WO13094,SEN-004,1.028,Automated,TL-008,A,Paint,v1,2025-12-31
M10095,GA-2,STN-01,2026-03-10 07:35,129-ABC,60 nm,85C,65 psi,reject,XX103095,SUP-07,WO13095,SEN-002,1.006,Human,TL-012,C,Paint,v1,2025-12-31
M10096,TRIM-1, stn-05 ,2026-03-10 07:36,142-ABC,50Nm,85 C,4.5 bar,None,XX103096,SUP-08,WO13096,SEN-002,1.012,Automated,TL-022,A,Dimension,V1,2026-03-01
M10097,PAINT-1,Stn-03,2026-03-10 07:37,139-ABC,45.0 ,,5 bar,na,XX103097,SUP-01,WO13097,SEN-009,0.993,Human,TL-026,,Dimension,V2,2026-03-01
M10098,PAINT-1,STN-03,2026-03-10 07:38,128-ABC,50Nm,85C,65 psi,na,XX103098,SUP-11,WO13098,SEN-002,1.002,Human,TL-014,B,NA,v1,2026-01-01
M10099,TRIM-1,STN-05,2026-03-10 07:39,110-ABC,50Nm,85C,65 psi,na,XX103099,SUP-17,WO13099,SEN-008,0.984,Automated,TL-028,,Weld,V2,2025-12-31
M10100,TRIM-1, stn-05 ,2026-03-10 07:40,108-ABC,35 lb-ft,,65 psi,na,XX103100,SUP-19,WO13100,SEN-006,1.011,Automated,TL-011,B,Weld,V2,2026-03-01
M10101,TRIM-1, stn-05 ,2026-03-10 07:41,107-ABC,35 lb-ft,40 C,4.5 bar, ok ,XX103101,SUP-11,WO13101,SEN-002,0.982,Automated,TL-007,B,Dimension,V2,2026-01-01
M10102,PAINT-1,Stn-03,2026-03-10 07:42,114-ABC,,85C,5 bar, ok ,XX103102,SUP-01,WO13102,SEN-001,1.017,Human,TL-999,B,Paint,v1,2025-12-31
M10103,GA-2,STN-02,2026-03-10 07:43,116-ABC,45.0 ,85C,5 bar, ok ,XX103103,SUP-09,WO13103,SEN-001,1.009,Automated,TL-016,A,Material,v1,2025-12-31
M10104,GA-1,STN-01,2026-03-10 07:44,108-ABC,,40 C,5 bar,reject,XX103104,SUP-01,WO13104,SEN-003,1.0,Automated,TL-018,B,Dimension,V2,2026-03-01
M10105,TRIM-1,STN-03,2026-03-10 07:45,134-ABC,45,40 C,4.5 bar,Reject,XX103105,SUP-14,WO13105,SEN-006,0.994,Human,TL-020,B,NA,V2,2026-03-01
M10106,GA-2,STN-04,2026-03-10 07:46,102-ABC,45.0 ,104F,65 psi, ok ,XX103106,SUP-10,WO13106,SEN-003,1.005,Human,TL-014,C,Paint,v1,2026-01-01
M10107,PAINT-1,STN-04,2026-03-10 07:47,148-ABC,50Nm,85C,4.5 bar,None,XX103107,SUP-11,WO13107,SEN-003,0.972,Automated,TL-028,A,Weld,v1,2026-03-01
M10108,GA-1,Stn-03,2026-03-10 07:48,120-ABC,50Nm,85C,5 bar, ok ,XX103108,,WO13108,SEN-002,1.009,Human,TL-018,,Dimension,v1,2025-12-31
M10109,GA-2, stn-05 ,2026-03-10 07:49,106-ABC,,95 F,65 psi,None,XX103109,SUP-11,WO13109,SEN-002,1.028,Human,TL-030,,Weld,V2,2025-12-31
M10110,GA-1,STN-02,2026-03-10 07:50,136-ABC,45,,4.5 bar,None,XX103110,SUP-06,WO13110,SEN-008,1.026,Automated,TL-003,,Weld,V2,2026-01-01
M10111,GA-2,STN-02,2026-03-10 07:51,148-ABC,,85C,4.5 bar,Reject,XX103111,SUP-07,WO13111,SEN-001,0.983,Automated,TL-011,C,Dimension,V1,2026-01-01
M10112,GA-1, stn-05 ,2026-03-10 07:52,116-ABC,35 lb-ft,85 C,5 bar,None,XX103112,SUP-11,WO13112,SEN-006,0.975,Human,TL-009,B,Weld,V1,2026-03-01
M10113,GA-1,STN-02,2026-03-10 07:53,144-ABC,50Nm,85 C,4.5 bar,na,XX103113,SUP-02,WO13113,SEN-007,1.029,Human,TL-018,,Weld,V1,2025-12-31
M10114,TRIM-1,STN-05,2026-03-10 07:54,129-ABC,45,104F,5 bar,OK,XX103114,SUP-19,WO13114,SEN-002,0.982,Automated,TL-029,A,NA,V2,2026-03-01
M10115,GA-2,Stn-03,2026-03-10 07:55,124-ABC,35 lb-ft,104F,4.5 bar,reject,XX103115,SUP-08,WO13115,SEN-005,0.999,Human,TL-021,C,Dimension,V2,2026-03-01
M10116,GA-1,STN-02,2026-03-10 07:56,107-ABC,35 lb-ft,85 C,65 psi, ok ,XX103116,SUP-18,WO13116,SEN-001,1.024,Automated,TL-021,B,Paint,V2,2026-03-01
M10117,GA-2,STN-01,2026-03-10 07:57,104-ABC,,85C,65 psi,na,XX103117,SUP-20,WO13117,SEN-005,0.991,Human,TL-999,,Paint,V1,2026-01-01
